area,area_n,aspect,aspect_count,aspect_mention_rate_pct,small_n_flag,mapping_coverage_pct,coverage_flag,overall_mention_rate_pct,area_mention_rate_pct,lift_pp
Turgutreis,13,FOOD_BEVERAGE,7,53.84615384615385,False,28.57142857142857,ADEQUATE_EXPLORATORY,51.69491525423729,53.84615384615385,2.1512385919165595
Turgutreis,13,ROOM,10,76.92307692307692,False,28.57142857142857,ADEQUATE_EXPLORATORY,60.16949152542373,76.92307692307692,16.75358539765319
Turgutreis,13,BEACH_SEA,6,46.15384615384615,False,28.57142857142857,ADEQUATE_EXPLORATORY,29.661016949152543,46.15384615384615,16.49282920469361
Turgutreis,13,POOL,5,38.46153846153846,False,28.57142857142857,ADEQUATE_EXPLORATORY,16.52542372881356,38.46153846153846,21.9361147327249
Turgutreis,13,FACILITIES_MAINTENANCE,7,53.84615384615385,False,28.57142857142857,ADEQUATE_EXPLORATORY,38.983050847457626,53.84615384615385,14.86310299869622
Turgutreis,13,RESERVATION,3,23.076923076923077,False,28.57142857142857,ADEQUATE_EXPLORATORY,39.83050847457627,23.076923076923077,-16.753585397653193
Turgutreis,13,PAYMENT_REFUND,4,30.76923076923077,False,28.57142857142857,ADEQUATE_EXPLORATORY,52.11864406779661,30.76923076923077,-21.34941329856584
Turgutreis,13,PRICE_VALUE,3,23.076923076923077,False,28.57142857142857,ADEQUATE_EXPLORATORY,47.88135593220339,23.076923076923077,-24.804432855280314
Turgutreis,13,CHECKIN_CHECKOUT,0,0.0,False,28.57142857142857,ADEQUATE_EXPLORATORY,1.694915254237288,0.0,-1.694915254237288
Turgutreis,13,AIR_CONDITIONING,6,46.15384615384615,False,28.57142857142857,ADEQUATE_EXPLORATORY,8.05084745762712,46.15384615384615,38.10299869621903
Turgutreis,13,NOISE,1,7.6923076923076925,False,28.57142857142857,ADEQUATE_EXPLORATORY,5.508474576271187,7.6923076923076925,2.1838331160365057
Turgutreis,13,FAMILY_CHILDREN,8,61.53846153846154,False,28.57142857142857,ADEQUATE_EXPLORATORY,22.45762711864407,61.53846153846154,39.08083441981747
Turgutreis,13,TRANSPORT_TRANSFER,1,7.6923076923076925,False,28.57142857142857,ADEQUATE_EXPLORATORY,5.508474576271187,7.6923076923076925,2.1838331160365057
