hotel_id,hotel_name,area,page_status,mapping_status,complaint_n,top_aspects,company_reply_n,company_reply_visibility_pct,google_review_count,complaint_visibility_per_1000_google_reviews,visibility_support_flag,support_level,data_quality_note
BOD094,Marje Villas,Gündoğan,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,33,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD095,Mivara Luxury Bodrum,Gündoğan,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,MATCHED_HIGH_CONFIDENCE,0,,0.0,,606,0.0,LOW_DENOMINATOR,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,found_page_no_visible_complaint_does_not_mean_problem_free
BOD096,Olira Boutique Hotel&SPA,Gündoğan,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,149,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD097,OLİVE TREE HOTEL,Gündoğan,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,79,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD098,Swissôtel Living Bodrum,Gündoğan,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,371,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD099,Villa Oliva Butik Otel,Gündoğan,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,168,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD100,Villa Rustica Hotel,Gündoğan,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,243,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD101,Vita Bella Hotel Resort & Spa,Gündoğan,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,365,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD102,Akyalı Butik Hotel,Güvercinlik,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,353,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,VISIBLE_COMPLAINTS,MATCHED_EXACT,11,FOOD_BEVERAGE:81.8%|STAFF_SERVICE:72.7%|CLEANLINESS_HYGIENE:63.6%,0.0,0.0,6843,1.6074820984948122,STRONGER_DENOMINATOR,MODERATE_COMPLAINT_SAMPLE,missing_text_n=1; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD104,Greenport Bodrum,Güvercinlik,VISIBLE_COMPLAINTS,MATCHED_HIGH_CONFIDENCE,4,ROOM:75.0%|STAFF_SERVICE:75.0%|AIR_CONDITIONING:50.0%,0.0,0.0,1317,3.0372057706909645,MODERATE_DENOMINATOR,LIMITED_COMPLAINT_SAMPLE,missing_text_n=1; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD105,İsolina Hotel,Güvercinlik,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,PAGE_FOUND_NO_COMPLAINT,0,,0.0,,221,0.0,LOW_DENOMINATOR,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,found_page_no_visible_complaint_does_not_mean_problem_free
BOD106,La Blanche Island Bodrum,Güvercinlik,VISIBLE_COMPLAINTS,MATCHED_EXACT,19,STAFF_SERVICE:73.7%|ROOM:68.4%|BEACH_SEA:47.4%,5.0,26.31578947368421,6594,2.8814073400060662,STRONGER_DENOMINATOR,HIGH_COMPLAINT_SAMPLE,missing_text_n=1; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD107,Le Méridien Bodrum Beach Resort,Güvercinlik,VISIBLE_COMPLAINTS,MATCHED_EXACT,4,PAYMENT_REFUND:100.0%|CLEANLINESS_HYGIENE:75.0%|PRICE_VALUE:50.0%,0.0,0.0,848,4.716981132075471,LOW_DENOMINATOR,LIMITED_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD108,Lujo Hotel Bodrum,Güvercinlik,VISIBLE_COMPLAINTS,MATCHED_HIGH_CONFIDENCE,15,STAFF_SERVICE:66.7%|PRICE_VALUE:46.7%|FAMILY_CHILDREN:40.0%,0.0,0.0,3189,4.703668861712135,STRONGER_DENOMINATOR,HIGH_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD109,Oscar Seaside Hotel & Spa,Güvercinlik,VALIDATED_PAGE_ONLY_REVIEW_REQUIRED_COMPLAINTS,MATCHED_EXACT,0,,,,845,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,validated_page_but_only_complaint-level-review records; excluded from clean-v2
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,VISIBLE_COMPLAINTS,MATCHED_EXACT,5,MANAGEMENT_COMMUNICATION:60.0%|STAFF_SERVICE:60.0%|FACILITIES_MAINTENANCE:40.0%,0.0,0.0,4656,1.0738831615120277,STRONGER_DENOMINATOR,MODERATE_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD111,Zena Hotel Bodrum,Güvercinlik,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,373,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD112,Azure By Yelken Hotel,Kadıkalesi,VISIBLE_COMPLAINTS,MATCHED_EXACT,26,STAFF_SERVICE:76.9%|PAYMENT_REFUND:73.1%|ROOM:69.2%,1.0,3.8461538461538463,565,46.017699115044245,LOW_DENOMINATOR,HIGH_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD113,Kadıkale Resort,Kadıkalesi,VISIBLE_COMPLAINTS,MATCHED_EXACT,7,ROOM:85.7%|CLEANLINESS_HYGIENE:71.4%|STAFF_SERVICE:71.4%,2.0,28.571428571428573,2121,3.3003300330033003,STRONGER_DENOMINATOR,MODERATE_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,3245,,STRONGER_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD115,Yasmin Bodrum Resort,Kadıkalesi,VISIBLE_COMPLAINTS,MATCHED_EXACT,23,STAFF_SERVICE:65.2%|MANAGEMENT_COMMUNICATION:56.5%|FACILITIES_MAINTENANCE:43.5%,0.0,0.0,5589,4.11522633744856,STRONGER_DENOMINATOR,HIGH_COMPLAINT_SAMPLE,missing_text_n=2; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD116,Acropol Of Bodrum Beach Hotel - Restaurant,Ortakent-Yahşi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,361,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD117,Altınkaya Hotel,Ortakent-Yahşi,MAPPING_AMBIGUOUS,AMBIGUOUS_REMAINS,0,,,,77,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD118,Amfora Hotel,Ortakent-Yahşi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,86,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD119,"Bodrum Suites Apart Otel, Ortakent - Yahşi",Ortakent-Yahşi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,62,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD120,Celeste Bella Luxury Hotel & Spa,Ortakent-Yahşi,VISIBLE_COMPLAINTS,MATCHED_EXACT,2,FACILITIES_MAINTENANCE:100.0%|PAYMENT_REFUND:100.0%|ROOM:100.0%,0.0,0.0,258,7.751937984496124,LOW_DENOMINATOR,LIMITED_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD121,Eskiyalı Otel,Ortakent-Yahşi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,130,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD122,Florida Otel,Ortakent-Yahşi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,127,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD123,Hotel Marma Beach,Ortakent-Yahşi,REJECTED_CANDIDATE_PAGE,REJECTED_WRONG_ENTITY,0,,,,112,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD124,Irmak Boutique Hotel,Ortakent-Yahşi,VISIBLE_COMPLAINTS,MATCHED_EXACT,1,BEACH_SEA:100.0%|FACILITIES_MAINTENANCE:100.0%|FOOD_BEVERAGE:100.0%,0.0,0.0,262,3.8167938931297707,LOW_DENOMINATOR,LIMITED_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD125,Kefi Beach Bodrum,Ortakent-Yahşi,REJECTED_CANDIDATE_PAGE,REJECTED_WRONG_ENTITY,0,,,,1502,,MODERATE_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD126,Khai Hotel Bodrum,Ortakent-Yahşi,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,PAGE_FOUND_NO_COMPLAINT,0,,0.0,,452,0.0,LOW_DENOMINATOR,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,found_page_no_visible_complaint_does_not_mean_problem_free
BOD127,Kriss Hotel,Ortakent-Yahşi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,490,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD128,Lugga Boutique Hotel & Beach,Ortakent-Yahşi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,723,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD129,Meggs Bodrum,Ortakent-Yahşi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,261,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD130,Petunya Beach Resort,Ortakent-Yahşi,VISIBLE_COMPLAINTS,MATCHED_EXACT,13,MANAGEMENT_COMMUNICATION:84.6%|PAYMENT_REFUND:61.5%|RESERVATION:61.5%,0.0,0.0,2687,4.838109415705247,STRONGER_DENOMINATOR,MODERATE_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD131,Regia Mare Beach Hotel Bodrum,Ortakent-Yahşi,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,PAGE_FOUND_NO_COMPLAINT,0,,0.0,,633,0.0,LOW_DENOMINATOR,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,found_page_no_visible_complaint_does_not_mean_problem_free
BOD132,Viras Hotel & Beach,Ortakent-Yahşi,REJECTED_CANDIDATE_PAGE,REJECTED_WRONG_ENTITY,0,,,,747,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD133,Yahşi Beach Hotel & Restaurant,Ortakent-Yahşi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,190,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD134,Yakamoz Otel,Ortakent-Yahşi,REJECTED_CANDIDATE_PAGE,REJECTED_WRONG_ENTITY,0,,,,133,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD135,Yılmaz Hotel | Bodrum Ortakent Otelleri,Ortakent-Yahşi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,114,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD136,Zest Exclusive Hotel and Spa,Ortakent-Yahşi,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,467,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD137,Armagan Apart Hotel,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,78,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD138,Bodrum Blue Bay Otel,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,51,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD139,Casa Dell'arte Otel,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,319,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,2690,,STRONGER_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD141,DUJA BODRUM,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,5479,,STRONGER_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD142,Hotel Torbahan,Torba,VALIDATED_PAGE_ONLY_REVIEW_REQUIRED_COMPLAINTS,MATCHED_HIGH_CONFIDENCE,0,,,,492,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,validated_page_but_only_complaint-level-review records; excluded from clean-v2
BOD143,Hotel Zeytinada,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,372,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD144,Mira Suites,Torba,REJECTED_CANDIDATE_PAGE,REJECTED_WRONG_ENTITY,0,,,,117,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD145,Moyo Luxury Hotel & Beach,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,370,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD146,Olivia Hotel,Torba,MAPPING_AMBIGUOUS,AMBIGUOUS_REMAINS,0,,,,144,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD147,Omar Hotel & Suites,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,174,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD148,Rixos Premium Bodrum,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,4889,,STRONGER_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD149,Roota Bodrum,Torba,REJECTED_CANDIDATE_PAGE,REJECTED_WRONG_ENTITY,0,,,,56,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD150,Samara Hotel,Torba,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,PAGE_FOUND_NO_COMPLAINT,0,,0.0,,2488,0.0,STRONGER_DENOMINATOR,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,found_page_no_visible_complaint_does_not_mean_problem_free
BOD151,Sarpedor Boutique Hotel & SPA,Torba,VISIBLE_COMPLAINTS,MATCHED_HIGH_CONFIDENCE,2,PAYMENT_REFUND:100.0%|PRICE_VALUE:100.0%|RESERVATION:100.0%,0.0,0.0,648,3.0864197530864197,LOW_DENOMINATOR,LIMITED_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD152,"Susona Bodrum, LXR Hotels & Resorts",Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,886,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD153,The Oba Hotel,Torba,VISIBLE_COMPLAINTS,MATCHED_EXACT,10,PAYMENT_REFUND:80.0%|PRICE_VALUE:60.0%|ROOM:60.0%,0.0,0.0,603,16.58374792703151,LOW_DENOMINATOR,MODERATE_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD154,Toka Bodrum Hotel & Beach Club,Torba,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,PAGE_FOUND_NO_COMPLAINT,0,,0.0,,238,0.0,LOW_DENOMINATOR,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,found_page_no_visible_complaint_does_not_mean_problem_free
BOD155,Trend Life | Trendlife Hotels & Beach Club Bodrum Torba,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,312,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD156,Voyage Torba,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,2753,,STRONGER_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD157,Voyage Torba Private,Torba,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,548,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD158,Arin Resort Bodrum,Turgutreis,VISIBLE_COMPLAINTS,MATCHED_EXACT,1,AIR_CONDITIONING:100.0%|FOOD_BEVERAGE:100.0%|ROOM:100.0%,0.0,0.0,1691,0.5913660555884093,MODERATE_DENOMINATOR,LIMITED_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD159,Bodrum Ada Otel Turgutreis,Turgutreis,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,157,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD160,La Blanche Resort Bodrum,Turgutreis,VISIBLE_COMPLAINTS,MATCHED_HIGH_CONFIDENCE,12,STAFF_SERVICE:83.3%|MANAGEMENT_COMMUNICATION:75.0%|ROOM:75.0%,0.0,0.0,5754,2.0855057351407718,STRONGER_DENOMINATOR,MODERATE_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD161,MyElla Hotel Resort & Spa,Turgutreis,VISIBLE_COMPLAINTS,MATCHED_HIGH_CONFIDENCE,28,STAFF_SERVICE:78.6%|CLEANLINESS_HYGIENE:64.3%|ROOM:64.3%,0.0,0.0,2926,9.569377990430622,STRONGER_DENOMINATOR,HIGH_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD162,Rammos Managed by Dedeman,Turgutreis,MAPPING_AMBIGUOUS,AMBIGUOUS_REMAINS,0,,,,615,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD163,Sundance Resort,Turgutreis,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,1344,,MODERATE_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD164,Swissôtel Resort Bodrum Sahili,Turgutreis,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,1608,,MODERATE_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD165,Caja by Maxx Royal,Türkbükü,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,135,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD166,Divan Bodrum,Türkbükü,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,753,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD167,Elista Hotel & Spa,Türkbükü,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,231,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD168,Kuum Hotel & SPA Bodrum,Türkbükü,VALIDATED_PAGE_ONLY_REVIEW_REQUIRED_COMPLAINTS,MATCHED_EXACT,0,,,,983,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,validated_page_but_only_complaint-level-review records; excluded from clean-v2
BOD169,MACAKIZI BODRUM,Türkbükü,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,1247,,MODERATE_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD170,No:81 Hotel,Türkbükü,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,321,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD171,4 reasons Hotel Yalikavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,194,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD172,Ailla Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,69,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD173,Allium Bodrum Resort & Spa,Yalıkavak,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,PAGE_FOUND_NO_COMPLAINT,0,,0.0,,528,0.0,LOW_DENOMINATOR,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,found_page_no_visible_complaint_does_not_mean_problem_free
BOD174,Arts Hotel Bodrum Yalıkavak,Yalıkavak,MAPPING_AMBIGUOUS,AMBIGUOUS_REMAINS,0,,,,299,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD175,Avantgarde Refined Hotel | Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,437,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD176,Blue Point Yalikavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,129,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD177,Delta Hotels By Marriott Bodrum,Yalıkavak,VISIBLE_COMPLAINTS,MATCHED_HIGH_CONFIDENCE,14,ROOM:92.9%|STAFF_SERVICE:85.7%|CLEANLINESS_HYGIENE:78.6%,0.0,0.0,2444,5.728314238952537,STRONGER_DENOMINATOR,MODERATE_COMPLAINT_SAMPLE,missing_text_n=0; raw_count_not_quality; reply_visibility_not_resolution; visibility_not_complaint_rate
BOD178,Highlight Hotel Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,387,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD179,Lizbonia Otel Yalikavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,121,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD180,MGallery The Bodrum Hotel Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,649,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD181,Palmalife Bodrum Resort & Spa,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,261,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD182,Root Redrock Villas Yalıkavak - Bodrum,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,41,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD183,Ruins Luxury Resort,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,462,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD184,Sea Palm Otel -YALIKAVAK,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,293,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD185,Sezz Hotels Spa Wellness Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,114,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD186,Sirene Luxury Hotel Bodrum,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,673,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD187,Spektr Boutique Hotel Yalikavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,330,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD188,Tangiers Hotel Yalıkavak,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,85,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD189,The Bodrum EDITION,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,1016,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD190,The Sign Highlight Hotel,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,125,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD191,Yalıkavak Marina Hotel by METT Collection,Yalıkavak,NO_VALIDATED_SIKAYETVAR_PAGE,NOT_FOUND,0,,,,267,,LOW_DENOMINATOR,NO_COMPLAINT_CORPUS,no_validated_complaint_corpus
BOD192,Yalıpark Beach Hotel,Yalıkavak,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,PAGE_FOUND_NO_COMPLAINT,0,,0.0,,647,0.0,LOW_DENOMINATOR,NO_VISIBLE_COMPLAINT_ON_FOUND_PAGE,found_page_no_visible_complaint_does_not_mean_problem_free
