file_path,file_type,size_bytes,modified_at_local,line_count,row_count,column_count,columns,hotel_count,source_url_coverage_pct,detail_coverage_pct,reply_coverage_pct,date_coverage_pct,duplicate_candidate_excess_count,empty_complaint_text_count,purpose,notebook_execution_status,notebook_executed_code_cells,notebook_output_cells,notebook_sikayetvar_references
notebooks/21_sikayetvar_severity_analysis.ipynb,ipynb,115993,2026-08-26T07:02:07.991324663,1139.0,,,,,,,,,,,Executed Sikayetvar analysis notebook,EXECUTED,10.0,9.0,data/processed/sikayetvar_all_hotels_complaints_nlp.csv|data/processed/sikayetvar_complaints_severity.csv|reports/sikayetvar_severity_by_aspect.csv|reports/sikayetvar_severity_dictionary.csv|reports/sikayetvar_severity_distribution.csv
reports/figures/sikayetvar_audit_cleaning/01_entity_status_distribution.png,png,32501,2026-08-26T07:02:08.098410130,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_audit_cleaning/02_missingness.png,png,47110,2026-08-26T07:02:08.098964691,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_audit_cleaning/03_text_length_distribution.png,png,36062,2026-08-26T07:02:08.100130796,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_audit_cleaning/04_date_parse_coverage.png,png,33285,2026-08-26T07:02:08.100130796,,,,,,,,,,,,Hotel/area coverage evidence,,,,
reports/figures/sikayetvar_audit_cleaning/05_reply_author_distribution.png,png,26331,2026-08-26T07:02:08.101230145,,,,,,,,,,,,Company/user reply coverage or response-behavior output,,,,
reports/figures/sikayetvar_audit_cleaning/06_clean_coverage_by_hotel.png,png,85754,2026-08-26T07:02:08.101733685,,,,,,,,,,,,Hotel/area coverage evidence,,,,
reports/figures/sikayetvar_audit_cleaning/07_clean_coverage_by_area.png,png,60134,2026-08-26T07:02:08.102799654,,,,,,,,,,,,Hotel/area coverage evidence,,,,
reports/figures/sikayetvar_eda/01_mapping_coverage_status.png,png,50732,2026-08-26T07:02:08.102799654,,,,,,,,,,,,Hotel/area coverage evidence,,,,
reports/figures/sikayetvar_eda/02_complaint_count_by_hotel.png,png,159462,2026-08-26T07:02:08.104606867,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_eda/03_complaint_concentration.png,png,66864,2026-08-26T07:02:08.106335878,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_eda/04_complaints_by_area.png,png,58257,2026-08-26T07:02:08.107294321,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_eda/05_area_coverage_vs_complaints.png,png,71732,2026-08-26T07:02:08.107294321,,,,,,,,,,,,Hotel/area coverage evidence,,,,
reports/figures/sikayetvar_eda/06_google_reviews_vs_complaints.png,png,64090,2026-08-26T07:02:08.109082460,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_eda/07_visibility_vs_google_rating.png,png,68758,2026-08-26T07:02:08.109864712,,,,,,,,,,,,Descriptive EDA or cross-platform visibility output,,,,
reports/figures/sikayetvar_eda/08_complaints_by_year.png,png,29481,2026-08-26T07:02:08.110369444,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_eda/09_complaints_by_month.png,png,37461,2026-08-26T07:02:08.110369444,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_eda/10_2025_complaints_vs_mugla_tourism.png,png,95353,2026-08-26T07:02:08.111756325,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_eda/11_complaint_word_count_distribution.png,png,40414,2026-08-26T07:02:08.111756325,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_eda/12_view_count_distribution.png,png,29000,2026-08-26T07:02:08.111756325,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_eda/13_company_response_share_by_hotel.png,png,101411,2026-08-26T07:02:08.111756325,,,,,,,,,,,,Company/user reply coverage or response-behavior output,,,,
reports/figures/sikayetvar_eda/14_company_response_time_distribution.png,png,44186,2026-08-26T07:02:08.111756325,,,,,,,,,,,,Company/user reply coverage or response-behavior output,,,,
reports/figures/sikayetvar_eda/15_reply_author_distribution.png,png,27451,2026-08-26T07:02:08.115569115,,,,,,,,,,,,Company/user reply coverage or response-behavior output,,,,
reports/figures/sikayetvar_eda/16_replies_per_complaint.png,png,31497,2026-08-26T07:02:08.116074085,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_eda/17_hotel_level_correlation_heatmap.png,png,253472,2026-08-26T07:02:08.118757248,,,,,,,,,,,,Descriptive EDA or cross-platform visibility output,,,,
reports/figures/sikayetvar_eda/18_word_count_vs_views.png,png,72334,2026-08-26T07:02:08.119261503,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_nlp_aspect/01_top_unigrams.png,png,56869,2026-08-26T07:02:08.120683193,,,,,,,,,,,,"NLP corpus, term, sample-readiness, or topic-gate output",,,,
reports/figures/sikayetvar_nlp_aspect/02_top_bigrams.png,png,79836,2026-08-26T07:02:08.121189833,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_nlp_aspect/03_distinctive_terms_selected_hotels.png,png,62800,2026-08-26T07:02:08.121189833,,,,,,,,,,,,Other Sikayetvar-related repository asset,,,,
reports/figures/sikayetvar_nlp_aspect/04_aspect_coverage.png,png,28478,2026-08-26T07:02:08.121189833,,,,,,,,,,,,"Aspect taxonomy, mention, lift, validation, or aspect summary output",,,,
reports/figures/sikayetvar_nlp_aspect/05_aspect_mention_rates.png,png,84313,2026-08-26T07:02:08.124370813,,,,,,,,,,,,"Aspect taxonomy, mention, lift, validation, or aspect summary output",,,,
reports/figures/sikayetvar_nlp_aspect/06_hotel_aspect_heatmap.png,png,234147,2026-08-26T07:02:08.126195431,,,,,,,,,,,,"Aspect taxonomy, mention, lift, validation, or aspect summary output",,,,
reports/figures/sikayetvar_nlp_aspect/07_area_aspect_heatmap.png,png,140556,2026-08-26T07:02:08.128148317,,,,,,,,,,,,"Aspect taxonomy, mention, lift, validation, or aspect summary output",,,,
reports/figures/sikayetvar_nlp_aspect/08_hotel_aspect_lift.png,png,74855,2026-08-26T07:02:08.128659486,,,,,,,,,,,,"Aspect taxonomy, mention, lift, validation, or aspect summary output",,,,
reports/figures/sikayetvar_nlp_aspect/09_area_aspect_lift.png,png,130897,2026-08-26T07:02:08.128659486,,,,,,,,,,,,"Aspect taxonomy, mention, lift, validation, or aspect summary output",,,,
reports/figures/sikayetvar_nlp_aspect/10_aspect_cooccurrence_heatmap.png,png,300755,2026-08-26T07:02:08.132677793,,,,,,,,,,,,"Aspect taxonomy, mention, lift, validation, or aspect summary output",,,,
