complaint_id,canonical_complaint_url,hotel_id,hotel_name,entity_match_status,user_reply_count_numeric,reply_count_total_derived,reply_count_company_derived,reply_count_user_derived,reply_count_unknown_derived,company_response_exists_clean,company_reply_exists_derived,user_reply_count_mismatch_flag,company_response_mismatch_flag
la-blanche-island-otelinde-yasanan-hizmet-eksiklikleri-ve-musteri-iliskileri-sorunlari,https://www.sikayetvar.com/la-blanche-island-bodrum/la-blanche-island-otelinde-yasanan-hizmet-eksiklikleri-ve-musteri-iliskileri-sorunlari,BOD106,La Blanche Island Bodrum,COMPLAINT_MATCHED,1,2,1,1,0,True,True,False,False
otelin-yiyeceklerinden-kaynaklanan-zehirlenme-nedeniyle-magduriyet,https://www.sikayetvar.com/la-blanche-island-bodrum/otelin-yiyeceklerinden-kaynaklanan-zehirlenme-nedeniyle-magduriyet,BOD106,La Blanche Island Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
vale-hizmetiyle-aracimiz-insaat-alanina-park-edildi-ve-kir-icinde-birakildi,https://www.sikayetvar.com/la-blanche-island-bodrum/vale-hizmetiyle-aracimiz-insaat-alanina-park-edildi-ve-kir-icinde-birakildi,BOD106,La Blanche Island Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
balayi-cifti-kaba-otopark-personeli-kuf-kokulu-oda-ve-sikisik-sezlonglar,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/balayi-cifti-kaba-otopark-personeli-kuf-kokulu-oda-ve-sikisik-sezlonglar,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
engelli-aile-icin-asansor-arizasi-ve-hizmet-cokusu,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/engelli-aile-icin-asansor-arizasi-ve-hizmet-cokusu,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
guvenlik-ve-hizmette-buyuk-aciklar,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/guvenlik-ve-hizmette-buyuk-aciklar,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
hayal-kirikligiyla-dolu-bir-tatil-ve-cozum-bulunamayan-sorunlar,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/hayal-kirikligiyla-dolu-bir-tatil-ve-cozum-bulunamayan-sorunlar,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
kucuk-cocugumuza-kahvalti-sonrasi-muz-verilmedi,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/kucuk-cocugumuza-kahvalti-sonrasi-muz-verilmedi,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
la-blanche-resort-spa-bodrum-bodrumda-sabah-bir-uyandik-aramizda-kedi-yatiyor-yatakta,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/la-blanche-resort-spa-bodrum-bodrumda-sabah-bir-uyandik-aramizda-kedi-yatiyor-yatakta,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
la-blanche-resort-spa-bodrum-hijyen-ve-konfor-sifir,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/la-blanche-resort-spa-bodrum-hijyen-ve-konfor-sifir,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
la-blanche-resort-spa-bodrum-musteri-memnuniyetsizligi,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/la-blanche-resort-spa-bodrum-musteri-memnuniyetsizligi,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
la-blanche-resort-spa-bodrum-otelin-guvenlik-acigi-tatil-huzurunu-tehlikeye-atiyor,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/la-blanche-resort-spa-bodrum-otelin-guvenlik-acigi-tatil-huzurunu-tehlikeye-atiyor,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
la-blanche-resortta-hayal-kirikligi-ve-hizmet-eksikligi,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/la-blanche-resortta-hayal-kirikligi-ve-hizmet-eksikligi,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
odamizda-kuf-kokusu-ve-su-sizintisi-sorunu-cozulmuyor,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/odamizda-kuf-kokusu-ve-su-sizintisi-sorunu-cozulmuyor,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,1,1,0,1,0,False,False,False,False
otelin-temizlik-personel-ve-hizmet-kalitesindeki-ciddi-eksiklikler,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum/otelin-temizlik-personel-ve-hizmet-kalitesindeki-ciddi-eksiklikler,BOD160,La Blanche Resort Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
la-quinta-bodrumda-giriste-bekletilme-ve-oda-hijyeninde-ciddi-eksiklikler-yasadik,https://www.sikayetvar.com/la-quinta-by-wyndham-bodrum/la-quinta-bodrumda-giriste-bekletilme-ve-oda-hijyeninde-ciddi-eksiklikler-yasadik,BOD041,La Quinta by Wyndham Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
la-quinta-by-wyndham-bodrum-odalar-cok-kotu,https://www.sikayetvar.com/la-quinta-by-wyndham-bodrum/la-quinta-by-wyndham-bodrum-odalar-cok-kotu,BOD041,La Quinta by Wyndham Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
la-quinta-by-wyndham-bodrum-tatilbudurcom-firmasi-ile-tatile-gitmek-ne-kadar-zormus,https://www.sikayetvar.com/la-quinta-by-wyndham-bodrum/la-quinta-by-wyndham-bodrum-tatilbudurcom-firmasi-ile-tatile-gitmek-ne-kadar-zormus,BOD041,La Quinta by Wyndham Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
soz-verilen-saatte-icecek-hizmeti-sunulmadi-magdur-edildik,https://www.sikayetvar.com/la-quinta-by-wyndham-bodrum/soz-verilen-saatte-icecek-hizmeti-sunulmadi-magdur-edildik,BOD041,La Quinta by Wyndham Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
vale-hizmeti-sonrasi-olusan-arac-hasarina-cozum-sunulmadi,https://www.sikayetvar.com/la-quinta-by-wyndham-bodrum/vale-hizmeti-sonrasi-olusan-arac-hasarina-cozum-sunulmadi,BOD041,La Quinta by Wyndham Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
30-bin-tl-geri-odeme-yapilmiyor-ve-telefonlara-cevap-verilmiyor,https://www.sikayetvar.com/ladonia-hotels-zemda/30-bin-tl-geri-odeme-yapilmiyor-ve-telefonlara-cevap-verilmiyor,BOD077,Ladonia Hotels Zemda,COMPLAINT_MATCHED,1,1,0,1,0,False,False,False,False
iptal-edilen-otel-rezervasyonunun-iadesi-hala-beklemede,https://www.sikayetvar.com/ladonia-hotels-zemda/iptal-edilen-otel-rezervasyonunun-iadesi-hala-beklemede,BOD077,Ladonia Hotels Zemda,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
iptal-sonrasi-uzun-sureli-geri-odeme-bekleyisi-ve-finansal-magduriyet,https://www.sikayetvar.com/ladonia-hotels-zemda/iptal-sonrasi-uzun-sureli-geri-odeme-bekleyisi-ve-finansal-magduriyet,BOD077,Ladonia Hotels Zemda,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
ladonia-hotels-suit-oda-ucreti-iadesi-ve-musteri-hizmetleri-sorunu,https://www.sikayetvar.com/ladonia-hotels-zemda/ladonia-hotels-suit-oda-ucreti-iadesi-ve-musteri-hizmetleri-sorunu,BOD077,Ladonia Hotels Zemda,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
ladonia-hotels-zemda-gumuslukte-odeme-gecikmesi-ve-aciklama-talebi,https://www.sikayetvar.com/ladonia-hotels-zemda/ladonia-hotels-zemda-gumuslukte-odeme-gecikmesi-ve-aciklama-talebi,BOD077,Ladonia Hotels Zemda,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
ladonia-hotels-zemda-oda-son-derece-kirliydi,https://www.sikayetvar.com/ladonia-hotels-zemda/ladonia-hotels-zemda-oda-son-derece-kirliydi,BOD077,Ladonia Hotels Zemda,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
oda-hazir-degildi-konaklama-alinamadi-ve-iade-yapilmadi,https://www.sikayetvar.com/ladonia-hotels-zemda/oda-hazir-degildi-konaklama-alinamadi-ve-iade-yapilmadi,BOD077,Ladonia Hotels Zemda,COMPLAINT_MATCHED,1,1,0,1,0,False,False,False,False
bodrum-otelinde-hayal-kirikligi-bayat-kahvalti-ve-hizmet-sorunlari,https://www.sikayetvar.com/le-meridien-bodrum-beach-resort/bodrum-otelinde-hayal-kirikligi-bayat-kahvalti-ve-hizmet-sorunlari,BOD107,Le Méridien Bodrum Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
depozito-iadesi-bir-ay-gecmesine-ragmen-yapilmadi,https://www.sikayetvar.com/le-meridien-bodrum-beach-resort/depozito-iadesi-bir-ay-gecmesine-ragmen-yapilmadi,BOD107,Le Méridien Bodrum Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
le-meridien-bodrum-beach-resort-le-meridien-bodrum,https://www.sikayetvar.com/le-meridien-bodrum-beach-resort/le-meridien-bodrum-beach-resort-le-meridien-bodrum,BOD107,Le Méridien Bodrum Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
ucret-iadesi-reddi-ve-sacma-bahanelerle-karsilasilan-ciddiyetsiz-otel,https://www.sikayetvar.com/le-meridien-bodrum-beach-resort/ucret-iadesi-reddi-ve-sacma-bahanelerle-karsilasilan-ciddiyetsiz-otel,BOD107,Le Méridien Bodrum Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
rezervasyonlu-musteriye-giris-engelleyen-ve-kaba-davranan-guvenlik-personeli,https://www.sikayetvar.com/mandarin-oriental-bodrum/rezervasyonlu-musteriye-giris-engelleyen-ve-kaba-davranan-guvenlik-personeli,BOD056,"Mandarin Oriental, Bodrum",COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
yavas-servis-ve-soguk-yemekler-nedeniyle-hayal-kirikligi,https://www.sikayetvar.com/mandarin-oriental-bodrum/yavas-servis-ve-soguk-yemekler-nedeniyle-hayal-kirikligi,BOD056,"Mandarin Oriental, Bodrum",COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
izin-ucretlerim-odenmedi-magdur-edildim,https://www.sikayetvar.com/mare-garden-hotel/izin-ucretlerim-odenmedi-magdur-edildim,BOD010,Mare Garden Hotel,COMPLAINT_MATCHED,1,1,0,1,0,False,False,False,False
oscar-seaside-hotel-spa-bodrum-hicbir-sey-dahil-degil-konsept,https://www.sikayetvar.com/oscar-seaside-hotel-spa-bodrum/oscar-seaside-hotel-spa-bodrum-hicbir-sey-dahil-degil-konsept,BOD109,Oscar Seaside Hotel & Spa,COMPLAINT_REVIEW_REQUIRED,0,0,0,0,0,True,False,False,True
oscar-seaside-hotel-spa-bodrum-iptal-sonrasi-29000-tl-iadesi-yapilmiyor,https://www.sikayetvar.com/oscar-seaside-hotel-spa-bodrum/oscar-seaside-hotel-spa-bodrum-iptal-sonrasi-29000-tl-iadesi-yapilmiyor,BOD109,Oscar Seaside Hotel & Spa,COMPLAINT_REVIEW_REQUIRED,0,0,0,0,0,True,False,False,True
oscar-seaside-hotel-spa-bodrum-memnuniyetsizlik,https://www.sikayetvar.com/oscar-seaside-hotel-spa-bodrum/oscar-seaside-hotel-spa-bodrum-memnuniyetsizlik,BOD109,Oscar Seaside Hotel & Spa,COMPLAINT_REVIEW_REQUIRED,0,0,0,0,0,True,False,False,True
oscar-seaside-hotelde-bebek-yatagi-eksikligi-ve-yetersiz-servis-nedeniyle-magduriyet,https://www.sikayetvar.com/oscar-seaside-hotel-spa-bodrum/oscar-seaside-hotelde-bebek-yatagi-eksikligi-ve-yetersiz-servis-nedeniyle-magduriyet,BOD109,Oscar Seaside Hotel & Spa,COMPLAINT_REVIEW_REQUIRED,0,0,0,0,0,False,False,False,False
otel-rezervasyon-iptalinde-ucret-iadesi-yapilmiyor-magdur-edildim,https://www.sikayetvar.com/oscar-seaside-hotel-spa-bodrum/otel-rezervasyon-iptalinde-ucret-iadesi-yapilmiyor-magdur-edildim,BOD109,Oscar Seaside Hotel & Spa,COMPLAINT_REVIEW_REQUIRED,0,0,0,0,0,True,False,False,True
bodrum-petunya-beach-otel-sikayeti,https://www.sikayetvar.com/petunya-beach-resort/bodrum-petunya-beach-otel-sikayeti,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
bodrum-petunya-beach-resorttan-64-bin-tl-iade-bekleniyor,https://www.sikayetvar.com/petunya-beach-resort/bodrum-petunya-beach-resorttan-64-bin-tl-iade-bekleniyor,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
bodrum-petunyada-sozlesmesiz-odeme-ve-28-gun-bekleyen-iade-guvenimi-sarsiyor,https://www.sikayetvar.com/petunya-beach-resort/bodrum-petunyada-sozlesmesiz-odeme-ve-28-gun-bekleyen-iade-guvenimi-sarsiyor,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,1,1,0,1,0,False,False,False,False
otel-temsilcisinin-ilgisizligi-tatil-deneyimimizi-olumsuz-etkiledi,https://www.sikayetvar.com/petunya-beach-resort/otel-temsilcisinin-ilgisizligi-tatil-deneyimimizi-olumsuz-etkiledi,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
petunya-beach-resort-fiyaskosu,https://www.sikayetvar.com/petunya-beach-resort/petunya-beach-resort-fiyaskosu,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
petunya-beach-resort-hijyen-sorunlari-ve-iade-surecindeki-magduriyet,https://www.sikayetvar.com/petunya-beach-resort/petunya-beach-resort-hijyen-sorunlari-ve-iade-surecindeki-magduriyet,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
petunya-beach-resort-iadesi-31000-tl-gecikmesi-ve-belirsiz-aciklama,https://www.sikayetvar.com/petunya-beach-resort/petunya-beach-resort-iadesi-31000-tl-gecikmesi-ve-belirsiz-aciklama,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,1,1,0,1,0,False,False,False,False
petunya-beach-resort-petunya-beach-bocek-istilasi-jolly-tur-ilgisizligi,https://www.sikayetvar.com/petunya-beach-resort/petunya-beach-resort-petunya-beach-bocek-istilasi-jolly-tur-ilgisizligi,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
petunya-beach-resortta-resepsiyon-hatti-cevapsiz-misafir-memnuniyeti-tehlikede,https://www.sikayetvar.com/petunya-beach-resort/petunya-beach-resortta-resepsiyon-hatti-cevapsiz-misafir-memnuniyeti-tehlikede,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
petunya-beach-resorttan-28-gun-iade-suresi-asimi-ve-magduriyet,https://www.sikayetvar.com/petunya-beach-resort/petunya-beach-resorttan-28-gun-iade-suresi-asimi-ve-magduriyet,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
petunya-otelde-hijyen-sorunlari-ve-kirli-bardaklar,https://www.sikayetvar.com/petunya-beach-resort/petunya-otelde-hijyen-sorunlari-ve-kirli-bardaklar,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
plajda-sezlong-ve-havlu-sorunlari-ve-personel-tutumu-tatili-bozdu,https://www.sikayetvar.com/petunya-beach-resort/plajda-sezlong-ve-havlu-sorunlari-ve-personel-tutumu-tatili-bozdu,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
rezervasyon-iadesi-ve-saglik-kosullari-sorunu,https://www.sikayetvar.com/petunya-beach-resort/rezervasyon-iadesi-ve-saglik-kosullari-sorunu,BOD130,Petunya Beach Resort,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
kotu-oda-kosullari-ve-resepsiyonun-umursamaz-tavri,https://www.sikayetvar.com/salmakis-resort-spa/kotu-oda-kosullari-ve-resepsiyonun-umursamaz-tavri,BOD045,Salmakis Resort & Spa,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
oda-temizligi-ve-personel-ilgisizligi-konaklamami-olumsuz-etkiledi,https://www.sikayetvar.com/salmakis-resort-spa/oda-temizligi-ve-personel-ilgisizligi-konaklamami-olumsuz-etkiledi,BOD045,Salmakis Resort & Spa,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
plaj-sezlonglari-zorla-bosaltildi-ve-misafir-ihmal-edildi,https://www.sikayetvar.com/salmakis-resort-spa/plaj-sezlonglari-zorla-bosaltildi-ve-misafir-ihmal-edildi,BOD045,Salmakis Resort & Spa,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
salmakis-resort-spa-dusakabin-cami-patlamasi,https://www.sikayetvar.com/salmakis-resort-spa/salmakis-resort-spa-dusakabin-cami-patlamasi,BOD045,Salmakis Resort & Spa,COMPLAINT_MATCHED,2,2,0,2,0,False,False,False,False
salmakis-resort-spa-hem-hizmetten-hem-de-otelden-son-derece-memnuniyetsiz-ayrildim,https://www.sikayetvar.com/salmakis-resort-spa/salmakis-resort-spa-hem-hizmetten-hem-de-otelden-son-derece-memnuniyetsiz-ayrildim,BOD045,Salmakis Resort & Spa,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
salmakis-resort-spa-salmakis-otel-bodrum-kufurlu-personel,https://www.sikayetvar.com/salmakis-resort-spa/salmakis-resort-spa-salmakis-otel-bodrum-kufurlu-personel,BOD045,Salmakis Resort & Spa,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
salmakis-resort-spa-son-derece-kotu-bir-deneyim-yasadik,https://www.sikayetvar.com/salmakis-resort-spa/salmakis-resort-spa-son-derece-kotu-bir-deneyim-yasadik,BOD045,Salmakis Resort & Spa,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
kotu-temizlik-ilgisiz-personel-ve-saglik-sorunu-tatil-hayal-kirikligina-donustu,https://www.sikayetvar.com/sami-beach-hotel/kotu-temizlik-ilgisiz-personel-ve-saglik-sorunu-tatil-hayal-kirikligina-donustu,BOD067,Sami Beach Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
oda-ve-hizmet-eksiklikleri-hakkinda-sikayet,https://www.sikayetvar.com/sami-beach-hotel/oda-ve-hizmet-eksiklikleri-hakkinda-sikayet,BOD067,Sami Beach Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
otel-rezervasyon-iptal-surecinde-yasanan-sorunlar,https://www.sikayetvar.com/sami-beach-hotel/otel-rezervasyon-iptal-surecinde-yasanan-sorunlar,BOD067,Sami Beach Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
rezervasyonda-aldatici-transfer-sozu-ve-tutulmayan-soz,https://www.sikayetvar.com/sami-beach-hotel/rezervasyonda-aldatici-transfer-sozu-ve-tutulmayan-soz,BOD067,Sami Beach Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
sami-beach-hotel-guvenligi-ve-hizmet-kalitesi-sorunlari,https://www.sikayetvar.com/sami-beach-hotel/sami-beach-hotel-guvenligi-ve-hizmet-kalitesi-sorunlari,BOD067,Sami Beach Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
yuksek-ucret-ilgisiz-destek-ve-kayip-esya-tatilbudur-ve-sami-beach-hotel-magduriyeti,https://www.sikayetvar.com/sami-beach-hotel/yuksek-ucret-ilgisiz-destek-ve-kayip-esya-tatilbudur-ve-sami-beach-hotel-magduriyeti,BOD067,Sami Beach Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
80-bin-tllik-konaklamada-sinekli-oda-kalitesiz-yemek-ve-yetersiz-hizmet,https://www.sikayetvar.com/selectum-hotels/80-bin-tllik-konaklamada-sinekli-oda-kalitesiz-yemek-ve-yetersiz-hizmet,BOD068,Selectum Colours Bodrum,COMPLAINT_REVIEW_REQUIRED,0,0,0,0,0,False,False,False,False
bodrumda-kotu-hijyen-ve-yetersiz-hizmet-deneyimi,https://www.sikayetvar.com/selectum-hotels/bodrumda-kotu-hijyen-ve-yetersiz-hizmet-deneyimi,BOD068,Selectum Colours Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
engelli-misafire-uygun-oda-saglanamamasi-ve-21500-tl-iadesi-talebi,https://www.sikayetvar.com/selectum-hotels/engelli-misafire-uygun-oda-saglanamamasi-ve-21500-tl-iadesi-talebi,BOD068,Selectum Colours Bodrum,COMPLAINT_REVIEW_REQUIRED,0,0,0,0,0,False,False,False,False
kahvaltida-kil-cikti-ozur-yetmedi,https://www.sikayetvar.com/selectum-hotels/kahvaltida-kil-cikti-ozur-yetmedi,BOD068,Selectum Colours Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
otel-odasinda-kaybolan-saatim-icin-cozum-bekliyorum,https://www.sikayetvar.com/selectum-hotels/otel-odasinda-kaybolan-saatim-icin-cozum-bekliyorum,BOD068,Selectum Colours Bodrum,COMPLAINT_REVIEW_REQUIRED,0,0,0,0,0,False,False,False,False
selectum-collection-bodrumda-valesiz-giris-ve-koordinasyon-sorunlari,https://www.sikayetvar.com/selectum-hotels/selectum-collection-bodrumda-valesiz-giris-ve-koordinasyon-sorunlari,BOD012,Selectum Collection Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
selectum-collection-hotel-bodrum-sorun-yasama,https://www.sikayetvar.com/selectum-hotels/selectum-collection-hotel-bodrum-sorun-yasama,BOD012,Selectum Collection Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
selectum-colors-bodrum-otelinde-kayip-airpods-teslim-edilmedi-ve-kullaniliyor,https://www.sikayetvar.com/selectum-hotels/selectum-colors-bodrum-otelinde-kayip-airpods-teslim-edilmedi-ve-kullaniliyor,BOD068,Selectum Colours Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
selectum-colors-bodrumda-oda-temizligi-ve-musteri-iliskilerinde-yetersizlik,https://www.sikayetvar.com/selectum-hotels/selectum-colors-bodrumda-oda-temizligi-ve-musteri-iliskilerinde-yetersizlik,BOD068,Selectum Colours Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
selectum-colours-bodrum-otel,https://www.sikayetvar.com/selectum-hotels/selectum-colours-bodrum-otel,BOD068,Selectum Colours Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
selectum-hotels-aldigimiz-hizmetten-memnun-kalmadik,https://www.sikayetvar.com/selectum-hotels/selectum-hotels-aldigimiz-hizmetten-memnun-kalmadik,BOD068,Selectum Colours Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
selectum-hotels-muthis-balayi-avantajlari,https://www.sikayetvar.com/selectum-hotels/selectum-hotels-muthis-balayi-avantajlari,BOD068,Selectum Colours Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
selectum-hotels-odalar-eski-temizlik-yetersiz-yemek-kalitesi-dusuk-ve-yerli-misafirlere-ayrimcilik,https://www.sikayetvar.com/selectum-hotels/selectum-hotels-odalar-eski-temizlik-yetersiz-yemek-kalitesi-dusuk-ve-yerli-misafirlere-ayrimcilik,BOD012,Selectum Collection Bodrum,COMPLAINT_MATCHED,1,1,0,1,0,False,False,False,False
selectum-hotels-turk-misafirlere-karsi-son-derece-saygisiz-ve-ayrimci-davrandigina-sahit-olduk,https://www.sikayetvar.com/selectum-hotels/selectum-hotels-turk-misafirlere-karsi-son-derece-saygisiz-ve-ayrimci-davrandigina-sahit-olduk,BOD068,Selectum Colours Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
yogun-idrar-kokusu-ve-yetersiz-temizlik-sikayeti,https://www.sikayetvar.com/selectum-hotels/yogun-idrar-kokusu-ve-yetersiz-temizlik-sikayeti,BOD012,Selectum Collection Bodrum,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
verilen-taahhutlerin-yerine-getirilmemesi-nedeniyle-ucret-iadesi-talebi,https://www.sikayetvar.com/siesta-beach-apart/verilen-taahhutlerin-yerine-getirilmemesi-nedeniyle-ucret-iadesi-talebi,BOD069,Siesta Beach Apart,COMPLAINT_MATCHED,1,1,0,1,0,False,False,False,False
erken-cikista-kullanilmayan-gecenin-ucretinin-iade-edilmemesi-ve-yetersiz-bilgilendirme,https://www.sikayetvar.com/the-oba-hotel/erken-cikista-kullanilmayan-gecenin-ucretinin-iade-edilmemesi-ve-yetersiz-bilgilendirme,BOD153,The Oba Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
erken-giriste-kahvalti-ucretli-olmasi-ve-misafir-karsilamasi-sorunu,https://www.sikayetvar.com/the-oba-hotel/erken-giriste-kahvalti-ucretli-olmasi-ve-misafir-karsilamasi-sorunu,BOD153,The Oba Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
otel-odasinda-buhar-eksik-hizmet-ve-iade-sorunu,https://www.sikayetvar.com/the-oba-hotel/otel-odasinda-buhar-eksik-hizmet-ve-iade-sorunu,BOD153,The Oba Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
otele-giriste-sok-kahvalti-ucretli-surprizi,https://www.sikayetvar.com/the-oba-hotel/otele-giriste-sok-kahvalti-ucretli-surprizi,BOD153,The Oba Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
sahte-rezervasyon-sitesi-nedeniyle-magduriyet-ve-iade-talebi,https://www.sikayetvar.com/the-oba-hotel/sahte-rezervasyon-sitesi-nedeniyle-magduriyet-ve-iade-talebi,BOD153,The Oba Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
the-oba-hotel-musteri-memnuniyeti-sifir,https://www.sikayetvar.com/the-oba-hotel/the-oba-hotel-musteri-memnuniyeti-sifir,BOD153,The Oba Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
the-oba-hotel-rezervasyon-iptalinde-haksiz-kesinti-ve-gecikmeli-iade,https://www.sikayetvar.com/the-oba-hotel/the-oba-hotel-rezervasyon-iptalinde-haksiz-kesinti-ve-gecikmeli-iade,BOD153,The Oba Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
the-oba-hotel-the-oba-otel,https://www.sikayetvar.com/the-oba-hotel/the-oba-hotel-the-oba-otel,BOD153,The Oba Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
the-oba-hotelde-saglik-ve-hijyen-sorunlari,https://www.sikayetvar.com/the-oba-hotel/the-oba-hotelde-saglik-ve-hijyen-sorunlari,BOD153,The Oba Hotel,COMPLAINT_MATCHED,1,1,0,1,0,False,False,False,False
the-oba-hotelde-yasadigim-hayal-kirikligi,https://www.sikayetvar.com/the-oba-hotel/the-oba-hotelde-yasadigim-hayal-kirikligi,BOD153,The Oba Hotel,COMPLAINT_MATCHED,0,0,0,0,0,False,False,False,False
