hotel_id,hotel_name,area,mapping_status,sikayetvar_url,page_found,page_accessible,complaint_count_matched,complaint_count_review_required,complaint_count_excluded,company_response_count,company_response_rate_in_scraped_corpus,first_complaint_date,last_complaint_date,last_checked
BOD135,Yılmaz Hotel | Bodrum Ortakent Otelleri,Ortakent-Yahşi,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:46:18.063391+00:00
BOD136,Zest Exclusive Hotel and Spa,Ortakent-Yahşi,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:46:28.701032+00:00
BOD137,Armagan Apart Hotel,Torba,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:46:39.449710+00:00
BOD138,Bodrum Blue Bay Otel,Torba,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:46:48.272451+00:00
BOD139,Casa Dell'arte Otel,Torba,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:46:58.888040+00:00
BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,Torba,NOT_FOUND,https://www.sikayetvar.com/doubletree-by-hilton,True,True,0,0,0,0,0.0%,,,2026-08-25T12:47:08.438833+00:00
BOD141,DUJA BODRUM,Torba,NOT_FOUND,https://www.sikayetvar.com/duja-hotels,True,True,0,0,0,0,0.0%,,,2026-08-25T12:47:15.844567+00:00
BOD142,Hotel Torbahan,Torba,REVIEW_REQUIRED,https://www.sikayetvar.com/torbahan-hotel,True,True,0,0,0,0,0.0%,,,2026-08-25T12:47:26.802827+00:00
BOD143,Hotel Zeytinada,Torba,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:47:37.724192+00:00
BOD144,Mira Suites,Torba,REVIEW_REQUIRED,https://www.sikayetvar.com/mira-beach-bodrum,True,True,0,0,0,0,0.0%,,,2026-08-25T12:47:46.824451+00:00
BOD145,Moyo Luxury Hotel & Beach,Torba,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:47:59.365382+00:00
BOD146,Olivia Hotel,Torba,REVIEW_REQUIRED,https://www.sikayetvar.com/olivia,True,True,0,0,0,0,0.0%,,,2026-08-25T12:48:07.088655+00:00
BOD147,Omar Hotel & Suites,Torba,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:48:19.570351+00:00
BOD149,Roota Bodrum,Torba,REVIEW_REQUIRED,https://www.sikayetvar.com/bodrum-feribot-isletmeciligi,True,True,0,0,0,0,0.0%,,,2026-08-25T12:48:32.899924+00:00
BOD150,Samara Hotel,Torba,PAGE_FOUND_NO_COMPLAINT,https://www.sikayetvar.com/samara-hotel-bodrum,True,True,0,0,0,0,0.0%,,,2026-08-25T12:48:42.130657+00:00
BOD151,Sarpedor Boutique Hotel & SPA,Torba,REVIEW_REQUIRED,https://www.sikayetvar.com/sarpedor-boutique-hotel,True,True,0,0,0,0,0.0%,,,2026-08-25T12:48:56.832883+00:00
BOD152,"Susona Bodrum, LXR Hotels & Resorts",Torba,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:49:05.721731+00:00
BOD153,The Oba Hotel,Torba,FOUND_EXACT,https://www.sikayetvar.com/the-oba-hotel,True,True,10,0,0,0,0.0%,15 Haziran 2024 19:54,14 Eylül 2025 18:39,2026-08-25T12:49:13.196730+00:00
BOD154,Toka Bodrum Hotel & Beach Club,Torba,PAGE_FOUND_NO_COMPLAINT,https://www.sikayetvar.com/toka-bodrum-hotel-beach-club,True,True,0,0,0,0,0.0%,,,2026-08-25T12:49:20.491492+00:00
BOD155,Trend Life | Trendlife Hotels & Beach Club Bodrum Torba,Torba,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:49:29.479863+00:00
BOD156,Voyage Torba,Torba,NOT_FOUND,https://www.sikayetvar.com/voyage-hotels,True,True,0,0,0,0,0.0%,,,2026-08-25T12:49:37.324461+00:00
BOD157,Voyage Torba Private,Torba,NOT_FOUND,https://www.sikayetvar.com/voyage-hotels,True,True,0,0,0,0,0.0%,,,2026-08-25T12:49:44.667352+00:00
BOD158,Arin Resort Bodrum,Turgutreis,FOUND_EXACT,https://www.sikayetvar.com/arin-resort-bodrum,True,True,1,0,0,0,0.0%,27 Haziran 2025 11:39,27 Haziran 2025 11:39,2026-08-25T12:49:50.176385+00:00
BOD159,Bodrum Ada Otel Turgutreis,Turgutreis,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:49:57.547134+00:00
BOD161,MyElla Hotel Resort & Spa,Turgutreis,REVIEW_REQUIRED,https://www.sikayetvar.com/my-ella-resort-spa,True,True,0,0,0,0,0.0%,,,2026-08-25T12:50:14.495569+00:00
BOD162,Rammos Managed by Dedeman,Turgutreis,REVIEW_REQUIRED,https://www.sikayetvar.com/dedeman-hotels,True,True,0,0,0,0,0.0%,,,2026-08-25T12:50:24.193900+00:00
BOD163,Sundance Resort,Turgutreis,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:50:35.495011+00:00
BOD164,Swissôtel Resort Bodrum Sahili,Turgutreis,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:50:46.023296+00:00
BOD165,Caja by Maxx Royal,Türkbükü,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:50:54.936729+00:00
BOD166,Divan Bodrum,Türkbükü,NOT_FOUND,https://www.sikayetvar.com/divan-hotels,True,True,0,0,0,0,0.0%,,,2026-08-25T12:51:00.847191+00:00
BOD167,Elista Hotel & Spa,Türkbükü,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:51:16.263803+00:00
BOD168,Kuum Hotel & SPA Bodrum,Türkbükü,FOUND_EXACT,https://www.sikayetvar.com/kuum-hotel-spa-bodrum,True,True,0,1,0,0,0.0%,24 Eylül 2024 12:28,24 Eylül 2024 12:28,2026-08-25T12:51:23.675036+00:00
BOD169,MACAKIZI BODRUM,Türkbükü,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:51:30.715788+00:00
BOD170,No:81 Hotel,Türkbükü,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:51:41.780767+00:00
BOD171,4 reasons Hotel Yalikavak,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:51:50.617715+00:00
BOD172,Ailla Yalıkavak,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:51:57.932497+00:00
BOD173,Allium Bodrum Resort & Spa,Yalıkavak,PAGE_FOUND_NO_COMPLAINT,https://www.sikayetvar.com/allium-bodrum-resort-spa,True,True,0,0,0,0,0.0%,,,2026-08-25T12:52:06.681087+00:00
BOD174,Arts Hotel Bodrum Yalıkavak,Yalıkavak,REVIEW_REQUIRED,https://www.sikayetvar.com/art-suites-hotel-yalikavak,True,True,0,0,0,0,0.0%,,,2026-08-25T12:52:17.369079+00:00
BOD175,Avantgarde Refined Hotel | Yalıkavak,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:52:27.551890+00:00
BOD176,Blue Point Yalikavak,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:52:34.980203+00:00
BOD177,Delta Hotels By Marriott Bodrum,Yalıkavak,REVIEW_REQUIRED,https://www.sikayetvar.com/delta-hotels-marriott-bodrum,True,True,0,0,0,0,0.0%,,,2026-08-25T12:52:43.611998+00:00
BOD178,Highlight Hotel Yalıkavak,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:52:53.601839+00:00
BOD179,Lizbonia Otel Yalikavak,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:53:02.589219+00:00
BOD180,MGallery The Bodrum Hotel Yalıkavak,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:53:09.590890+00:00
BOD181,Palmalife Bodrum Resort & Spa,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:53:20.231924+00:00
BOD182,Root Redrock Villas Yalıkavak - Bodrum,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:53:25.413836+00:00
BOD183,Ruins Luxury Resort,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:53:36.041002+00:00
BOD184,Sea Palm Otel -YALIKAVAK,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:53:45.218708+00:00
BOD185,Sezz Hotels Spa Wellness Yalıkavak,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:53:54.140614+00:00
BOD186,Sirene Luxury Hotel Bodrum,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:54:03.702038+00:00
BOD187,Spektr Boutique Hotel Yalikavak,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:54:12.500899+00:00
BOD188,Tangiers Hotel Yalıkavak,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:54:21.312663+00:00
BOD189,The Bodrum EDITION,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:54:28.282139+00:00
BOD190,The Sign Highlight Hotel,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:54:39.291038+00:00
BOD191,Yalıkavak Marina Hotel by METT Collection,Yalıkavak,NOT_FOUND,,False,False,0,0,0,0,0.0%,,,2026-08-25T12:54:48.078742+00:00
BOD192,Yalıpark Beach Hotel,Yalıkavak,PAGE_FOUND_NO_COMPLAINT,https://www.sikayetvar.com/yalipark-beach-hotel,True,True,0,0,0,0,0.0%,,,2026-08-25T12:54:55.243733+00:00
BOD160,La Blanche Resort Bodrum,Turgutreis,FOUND_HIGH_CONFIDENCE,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum,True,True,12,0,0,0,0.0%,17 Ekim 2023 18:40,22 Ağustos 15:55,2026-08-25T12:55:39.116259+00:00
BOD148,Rixos Premium Bodrum,Torba,NOT_FOUND,https://www.sikayetvar.com/rixos-hotels,True,True,0,0,0,0,0.0%,,,2026-08-25T12:55:41.769941+00:00
