hotel_id,hotel_name,area,aspect,low_n,high_n,full_driver_ready,driver_gap_pp,driver_class
BOD012,Selectum Collection Bodrum,Akyarlar,FOOD_BEVERAGE,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,ROOM,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,BEACH_SEA,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,POOL,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,FACILITIES_MAINTENANCE,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,RESERVATION,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,PAYMENT_REFUND,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,PRICE_VALUE,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,CHECKIN_CHECKOUT,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,AIR_CONDITIONING,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,NOISE,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,FAMILY_CHILDREN,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,TRANSPORT_TRANSFER,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,MANAGEMENT_COMMUNICATION,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,SPA_WELLNESS,2,8,False,,INSUFFICIENT_SAMPLE
BOD012,Selectum Collection Bodrum,Akyarlar,SAFETY_SECURITY,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,STAFF_SERVICE,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,CLEANLINESS_HYGIENE,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,FOOD_BEVERAGE,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,ROOM,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,BEACH_SEA,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,POOL,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,FACILITIES_MAINTENANCE,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,RESERVATION,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,PAYMENT_REFUND,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,PRICE_VALUE,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,CHECKIN_CHECKOUT,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,AIR_CONDITIONING,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,NOISE,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,FAMILY_CHILDREN,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,TRANSPORT_TRANSFER,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,MANAGEMENT_COMMUNICATION,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,SPA_WELLNESS,2,8,False,,INSUFFICIENT_SAMPLE
BOD160,La Blanche Resort Bodrum,Turgutreis,SAFETY_SECURITY,2,8,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,STAFF_SERVICE,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,CLEANLINESS_HYGIENE,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,FOOD_BEVERAGE,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,ROOM,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,BEACH_SEA,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,POOL,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,FACILITIES_MAINTENANCE,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,RESERVATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,PAYMENT_REFUND,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,PRICE_VALUE,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,CHECKIN_CHECKOUT,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,AIR_CONDITIONING,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,NOISE,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,FAMILY_CHILDREN,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,TRANSPORT_TRANSFER,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,MANAGEMENT_COMMUNICATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,SPA_WELLNESS,0,0,False,,INSUFFICIENT_SAMPLE
BOD115,Yasmin Bodrum Resort,Kadıkalesi,SAFETY_SECURITY,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,STAFF_SERVICE,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,CLEANLINESS_HYGIENE,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,FOOD_BEVERAGE,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,ROOM,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,BEACH_SEA,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,POOL,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,FACILITIES_MAINTENANCE,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,RESERVATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,PAYMENT_REFUND,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,PRICE_VALUE,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,CHECKIN_CHECKOUT,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,AIR_CONDITIONING,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,NOISE,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,FAMILY_CHILDREN,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,TRANSPORT_TRANSFER,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,MANAGEMENT_COMMUNICATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,SPA_WELLNESS,0,0,False,,INSUFFICIENT_SAMPLE
BOD141,DUJA BODRUM,Torba,SAFETY_SECURITY,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,STAFF_SERVICE,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,CLEANLINESS_HYGIENE,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,FOOD_BEVERAGE,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,ROOM,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,BEACH_SEA,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,POOL,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,FACILITIES_MAINTENANCE,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,RESERVATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,PAYMENT_REFUND,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,PRICE_VALUE,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,CHECKIN_CHECKOUT,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,AIR_CONDITIONING,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,NOISE,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,FAMILY_CHILDREN,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,TRANSPORT_TRANSFER,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,MANAGEMENT_COMMUNICATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,SPA_WELLNESS,0,0,False,,INSUFFICIENT_SAMPLE
BOD148,Rixos Premium Bodrum,Torba,SAFETY_SECURITY,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,STAFF_SERVICE,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,CLEANLINESS_HYGIENE,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,FOOD_BEVERAGE,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,ROOM,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,BEACH_SEA,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,POOL,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,FACILITIES_MAINTENANCE,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,RESERVATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,PAYMENT_REFUND,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,PRICE_VALUE,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,CHECKIN_CHECKOUT,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,AIR_CONDITIONING,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,NOISE,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,FAMILY_CHILDREN,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,TRANSPORT_TRANSFER,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,MANAGEMENT_COMMUNICATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,SPA_WELLNESS,0,0,False,,INSUFFICIENT_SAMPLE
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,SAFETY_SECURITY,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,STAFF_SERVICE,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,CLEANLINESS_HYGIENE,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,FOOD_BEVERAGE,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,ROOM,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,BEACH_SEA,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,POOL,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,FACILITIES_MAINTENANCE,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,RESERVATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,PAYMENT_REFUND,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,PRICE_VALUE,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,CHECKIN_CHECKOUT,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,AIR_CONDITIONING,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,NOISE,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,FAMILY_CHILDREN,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,TRANSPORT_TRANSFER,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,MANAGEMENT_COMMUNICATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,SPA_WELLNESS,0,0,False,,INSUFFICIENT_SAMPLE
BOD007,Kefaluka Resort,Akyarlar,SAFETY_SECURITY,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,STAFF_SERVICE,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,CLEANLINESS_HYGIENE,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,FOOD_BEVERAGE,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,ROOM,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,BEACH_SEA,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,POOL,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,FACILITIES_MAINTENANCE,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,RESERVATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,PAYMENT_REFUND,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,PRICE_VALUE,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,CHECKIN_CHECKOUT,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,AIR_CONDITIONING,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,NOISE,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,FAMILY_CHILDREN,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,TRANSPORT_TRANSFER,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,MANAGEMENT_COMMUNICATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,SPA_WELLNESS,0,0,False,,INSUFFICIENT_SAMPLE
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,SAFETY_SECURITY,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,STAFF_SERVICE,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,CLEANLINESS_HYGIENE,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,FOOD_BEVERAGE,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,ROOM,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,BEACH_SEA,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,POOL,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,FACILITIES_MAINTENANCE,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,RESERVATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,PAYMENT_REFUND,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,PRICE_VALUE,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,CHECKIN_CHECKOUT,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,AIR_CONDITIONING,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,NOISE,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,FAMILY_CHILDREN,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,TRANSPORT_TRANSFER,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,MANAGEMENT_COMMUNICATION,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,SPA_WELLNESS,0,0,False,,INSUFFICIENT_SAMPLE
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,SAFETY_SECURITY,0,0,False,,INSUFFICIENT_SAMPLE
BOD011,"Radisson Collection Hotel, Bodrum",Akyarlar,STAFF_SERVICE,0,0,False,,INSUFFICIENT_SAMPLE
BOD011,"Radisson Collection Hotel, Bodrum",Akyarlar,CLEANLINESS_HYGIENE,0,0,False,,INSUFFICIENT_SAMPLE
BOD011,"Radisson Collection Hotel, Bodrum",Akyarlar,FOOD_BEVERAGE,0,0,False,,INSUFFICIENT_SAMPLE
BOD011,"Radisson Collection Hotel, Bodrum",Akyarlar,ROOM,0,0,False,,INSUFFICIENT_SAMPLE
BOD011,"Radisson Collection Hotel, Bodrum",Akyarlar,BEACH_SEA,0,0,False,,INSUFFICIENT_SAMPLE
BOD011,"Radisson Collection Hotel, Bodrum",Akyarlar,POOL,0,0,False,,INSUFFICIENT_SAMPLE
BOD011,"Radisson Collection Hotel, Bodrum",Akyarlar,FACILITIES_MAINTENANCE,0,0,False,,INSUFFICIENT_SAMPLE
BOD011,"Radisson Collection Hotel, Bodrum",Akyarlar,RESERVATION,0,0,False,,INSUFFICIENT_SAMPLE
