hotel_name,hotel_n,aspect,hotel_mention_rate_pct,overall_mention_rate_pct,lift_pp,small_n_flag,nlp_sample_tier
Bendis Beach Hotel,12,STAFF_SERVICE,66.66666666666667,67.37288135593221,-0.7062146892655363,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,CLEANLINESS_HYGIENE,66.66666666666667,44.91525423728814,21.751412429378533,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,FOOD_BEVERAGE,75.0,51.69491525423729,23.305084745762713,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,ROOM,75.0,60.16949152542373,14.83050847457627,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,BEACH_SEA,50.0,29.661016949152543,20.338983050847457,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,POOL,16.666666666666668,16.52542372881356,0.14124293785310726,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,FACILITIES_MAINTENANCE,50.0,38.983050847457626,11.016949152542374,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,RESERVATION,41.666666666666664,39.83050847457627,1.8361581920903944,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,PAYMENT_REFUND,41.666666666666664,52.11864406779661,-10.451977401129945,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,PRICE_VALUE,66.66666666666667,47.88135593220339,18.78531073446328,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,CHECKIN_CHECKOUT,0.0,1.694915254237288,-1.694915254237288,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,AIR_CONDITIONING,8.333333333333334,8.05084745762712,0.28248587570621453,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,NOISE,0.0,5.508474576271187,-5.508474576271187,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,FAMILY_CHILDREN,33.333333333333336,22.45762711864407,10.875706214689266,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,TRANSPORT_TRANSFER,0.0,5.508474576271187,-5.508474576271187,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,MANAGEMENT_COMMUNICATION,58.333333333333336,59.32203389830509,-0.9887005649717509,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,SPA_WELLNESS,16.666666666666668,5.932203389830509,10.73446327683616,False,MEDIUM_SAMPLE
Bendis Beach Hotel,12,SAFETY_SECURITY,16.666666666666668,22.033898305084747,-5.36723163841808,False,MEDIUM_SAMPLE
Club Marma Hotel,5,STAFF_SERVICE,100.0,67.37288135593221,32.62711864406779,False,MEDIUM_SAMPLE
Club Marma Hotel,5,CLEANLINESS_HYGIENE,40.0,44.91525423728814,-4.9152542372881385,False,MEDIUM_SAMPLE
Club Marma Hotel,5,FOOD_BEVERAGE,80.0,51.69491525423729,28.305084745762713,False,MEDIUM_SAMPLE
Club Marma Hotel,5,ROOM,20.0,60.16949152542373,-40.16949152542373,False,MEDIUM_SAMPLE
Club Marma Hotel,5,BEACH_SEA,0.0,29.661016949152543,-29.661016949152543,False,MEDIUM_SAMPLE
Club Marma Hotel,5,POOL,0.0,16.52542372881356,-16.52542372881356,False,MEDIUM_SAMPLE
Club Marma Hotel,5,FACILITIES_MAINTENANCE,40.0,38.983050847457626,1.0169491525423737,False,MEDIUM_SAMPLE
Club Marma Hotel,5,RESERVATION,0.0,39.83050847457627,-39.83050847457627,False,MEDIUM_SAMPLE
Club Marma Hotel,5,PAYMENT_REFUND,0.0,52.11864406779661,-52.11864406779661,False,MEDIUM_SAMPLE
Club Marma Hotel,5,PRICE_VALUE,0.0,47.88135593220339,-47.88135593220339,False,MEDIUM_SAMPLE
Club Marma Hotel,5,CHECKIN_CHECKOUT,0.0,1.694915254237288,-1.694915254237288,False,MEDIUM_SAMPLE
Club Marma Hotel,5,AIR_CONDITIONING,0.0,8.05084745762712,-8.05084745762712,False,MEDIUM_SAMPLE
Club Marma Hotel,5,NOISE,0.0,5.508474576271187,-5.508474576271187,False,MEDIUM_SAMPLE
Club Marma Hotel,5,FAMILY_CHILDREN,0.0,22.45762711864407,-22.45762711864407,False,MEDIUM_SAMPLE
Club Marma Hotel,5,TRANSPORT_TRANSFER,0.0,5.508474576271187,-5.508474576271187,False,MEDIUM_SAMPLE
Club Marma Hotel,5,MANAGEMENT_COMMUNICATION,20.0,59.32203389830509,-39.32203389830509,False,MEDIUM_SAMPLE
Club Marma Hotel,5,SPA_WELLNESS,0.0,5.932203389830509,-5.932203389830509,False,MEDIUM_SAMPLE
Club Marma Hotel,5,SAFETY_SECURITY,0.0,22.033898305084747,-22.033898305084747,False,MEDIUM_SAMPLE
Kefaluka Resort,29,STAFF_SERVICE,65.51724137931035,67.37288135593221,-1.855639976621859,False,HIGH_SAMPLE
Kefaluka Resort,29,CLEANLINESS_HYGIENE,41.37931034482759,44.91525423728814,-3.5359438924605513,False,HIGH_SAMPLE
Kefaluka Resort,29,FOOD_BEVERAGE,48.275862068965516,51.69491525423729,-3.419053185271771,False,HIGH_SAMPLE
Kefaluka Resort,29,ROOM,62.06896551724138,60.16949152542373,1.8994739918176506,False,HIGH_SAMPLE
Kefaluka Resort,29,BEACH_SEA,24.137931034482758,29.661016949152543,-5.523085914669785,False,HIGH_SAMPLE
Kefaluka Resort,29,POOL,17.24137931034483,16.52542372881356,0.7159555815312686,False,HIGH_SAMPLE
Kefaluka Resort,29,FACILITIES_MAINTENANCE,41.37931034482759,38.983050847457626,2.396259497369961,False,HIGH_SAMPLE
Kefaluka Resort,29,RESERVATION,51.724137931034484,39.83050847457627,11.893629456458214,False,HIGH_SAMPLE
Kefaluka Resort,29,PAYMENT_REFUND,51.724137931034484,52.11864406779661,-0.394506136762125,False,HIGH_SAMPLE
Kefaluka Resort,29,PRICE_VALUE,48.275862068965516,47.88135593220339,0.394506136762125,False,HIGH_SAMPLE
Kefaluka Resort,29,CHECKIN_CHECKOUT,3.4482758620689653,1.694915254237288,1.7533606078316772,False,HIGH_SAMPLE
Kefaluka Resort,29,AIR_CONDITIONING,3.4482758620689653,8.05084745762712,-4.602571595558154,False,HIGH_SAMPLE
Kefaluka Resort,29,NOISE,3.4482758620689653,5.508474576271187,-2.0601987142022216,False,HIGH_SAMPLE
Kefaluka Resort,29,FAMILY_CHILDREN,31.03448275862069,22.45762711864407,8.576855639976621,False,HIGH_SAMPLE
Kefaluka Resort,29,TRANSPORT_TRANSFER,3.4482758620689653,5.508474576271187,-2.0601987142022216,False,HIGH_SAMPLE
Kefaluka Resort,29,MANAGEMENT_COMMUNICATION,62.06896551724138,59.32203389830509,2.7469316189362942,False,HIGH_SAMPLE
Kefaluka Resort,29,SPA_WELLNESS,3.4482758620689653,5.932203389830509,-2.4839275277615434,False,HIGH_SAMPLE
Kefaluka Resort,29,SAFETY_SECURITY,31.03448275862069,22.033898305084747,9.000584453535943,False,HIGH_SAMPLE
Mare Garden Hotel,1,STAFF_SERVICE,0.0,67.37288135593221,-67.37288135593221,True,LOW_SAMPLE
Mare Garden Hotel,1,CLEANLINESS_HYGIENE,0.0,44.91525423728814,-44.91525423728814,True,LOW_SAMPLE
Mare Garden Hotel,1,FOOD_BEVERAGE,0.0,51.69491525423729,-51.69491525423729,True,LOW_SAMPLE
Mare Garden Hotel,1,ROOM,0.0,60.16949152542373,-60.16949152542373,True,LOW_SAMPLE
