geography,year,monthly_observation_n,peak_to_low_arrival_ratio,peak_to_low_overnight_ratio,top3_month_arrival_share_pct,top3_month_overnight_share_pct,top4_month_arrival_share_pct,coefficient_of_variation_arrivals,coefficient_of_variation_overnights,coefficient_of_variation_occupancy,hhi_monthly_arrival_concentration,hhi_monthly_overnight_concentration
Muğla,2025,12,38.69895485192126,50.34150659383313,59.586519716004624,59.13977954144978,71.95020475106593,0.9396883308641394,0.9466869279262055,0.9433454514445276,0.1507858038248928,0.1517942884345133
