hotel_id,canonical_aspect,google_mention_rate_pct,google_support_n,google_low_context_share,google_high_context_share,sikayetvar_mention_rate_pct,sikayetvar_hotel_n,sikayetvar_small_n_flag,alignment_label
BOD058,POOL,70.0,10,14.3,85.7,0.0,3,True,LOW_SUPPORT
BOD060,POOL,20.8,77,0.0,93.8,0.0,1,True,LOW_SUPPORT
BOD061,POOL,20.0,65,30.8,53.8,50.0,2,True,LOW_SUPPORT
BOD063,POOL,46.7,30,28.6,64.3,0.0,1,True,LOW_SUPPORT
BOD064,POOL,24.1,29,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD066,POOL,40.0,10,0.0,100.0,11.11111111111111,18,False,GOOGLE_GENERAL_ONLY
BOD067,POOL,20.3,59,25.0,66.7,0.0,6,False,GOOGLE_GENERAL_ONLY
BOD068,POOL,77.8,9,14.3,85.7,33.333333333333336,9,False,GOOGLE_STRENGTH_VS_COMPLAINT
BOD077,POOL,40.0,20,75.0,25.0,0.0,7,False,GOOGLE_GENERAL_ONLY
BOD088,POOL,15.0,20,33.3,66.7,,0,,GOOGLE_GENERAL_ONLY
BOD095,POOL,10.0,10,0.0,100.0,,0,,NO_SIGNAL
BOD104,POOL,29.6,27,37.5,62.5,25.0,4,True,LOW_SUPPORT
BOD105,POOL,20.0,40,12.5,75.0,,0,,GOOGLE_GENERAL_ONLY
BOD106,POOL,27.3,11,0.0,33.3,15.789473684210526,19,False,GOOGLE_GENERAL_ONLY
BOD107,POOL,20.0,10,0.0,100.0,0.0,4,True,LOW_SUPPORT
BOD108,POOL,,0,,,0.0,15,False,NO_SIGNAL
BOD109,POOL,7.0,43,0.0,33.3,,0,,NO_SIGNAL
BOD113,POOL,18.2,11,50.0,0.0,28.571428571428573,7,False,BOTH_SOURCE_CONCERN
BOD120,POOL,60.0,10,16.7,83.3,0.0,2,True,LOW_SUPPORT
BOD126,POOL,11.1,9,0.0,100.0,,0,,NO_SIGNAL
BOD130,POOL,10.0,10,0.0,100.0,0.0,13,False,NO_SIGNAL
BOD131,POOL,5.0,20,0.0,100.0,,0,,NO_SIGNAL
BOD150,POOL,35.0,20,0.0,71.4,,0,,GOOGLE_GENERAL_ONLY
BOD153,POOL,30.0,10,0.0,100.0,10.0,10,False,GOOGLE_GENERAL_ONLY
BOD161,POOL,80.0,10,87.5,0.0,42.85714285714285,28,False,BOTH_SOURCE_CONCERN
BOD168,POOL,5.3,19,0.0,100.0,,0,,NO_SIGNAL
BOD002,BEACH_SEA,60.0,10,33.3,33.3,0.0,8,False,GOOGLE_GENERAL_ONLY
BOD004,BEACH_SEA,50.0,10,60.0,40.0,50.0,12,False,BOTH_SOURCE_CONCERN
BOD006,BEACH_SEA,90.0,10,11.1,88.9,0.0,5,False,GOOGLE_GENERAL_ONLY
BOD007,BEACH_SEA,58.6,58,23.5,67.6,24.13793103448276,29,False,GOOGLE_GENERAL_ONLY
BOD010,BEACH_SEA,90.0,10,33.3,44.4,0.0,1,True,LOW_SUPPORT
BOD012,BEACH_SEA,50.0,10,0.0,100.0,25.0,4,True,LOW_SUPPORT
BOD016,BEACH_SEA,80.0,10,12.5,87.5,50.0,4,True,LOW_SUPPORT
BOD031,BEACH_SEA,55.6,9,20.0,80.0,,0,,GOOGLE_GENERAL_ONLY
BOD032,BEACH_SEA,27.6,58,6.2,81.2,0.0,1,True,LOW_SUPPORT
BOD045,BEACH_SEA,42.2,64,29.6,63.0,42.85714285714285,7,False,NO_SIGNAL
BOD051,BEACH_SEA,55.0,20,9.1,81.8,,0,,GOOGLE_GENERAL_ONLY
BOD056,BEACH_SEA,16.7,36,16.7,83.3,0.0,2,True,LOW_SUPPORT
BOD058,BEACH_SEA,10.0,10,0.0,100.0,0.0,3,True,LOW_SUPPORT
BOD060,BEACH_SEA,19.5,77,6.7,93.3,0.0,1,True,LOW_SUPPORT
BOD061,BEACH_SEA,44.6,65,24.1,65.5,100.0,2,True,LOW_SUPPORT
BOD063,BEACH_SEA,33.3,30,20.0,70.0,0.0,1,True,LOW_SUPPORT
BOD064,BEACH_SEA,17.2,29,0.0,80.0,,0,,GOOGLE_GENERAL_ONLY
BOD066,BEACH_SEA,60.0,10,16.7,50.0,11.11111111111111,18,False,GOOGLE_GENERAL_ONLY
BOD067,BEACH_SEA,50.8,59,30.0,66.7,33.333333333333336,6,False,NO_SIGNAL
BOD068,BEACH_SEA,77.8,9,14.3,85.7,22.22222222222222,9,False,GOOGLE_GENERAL_ONLY
BOD077,BEACH_SEA,50.0,20,70.0,30.0,0.0,7,False,GOOGLE_GENERAL_ONLY
BOD088,BEACH_SEA,55.0,20,18.2,72.7,,0,,GOOGLE_GENERAL_ONLY
BOD095,BEACH_SEA,60.0,10,0.0,83.3,,0,,GOOGLE_GENERAL_ONLY
BOD104,BEACH_SEA,40.7,27,45.5,45.5,25.0,4,True,LOW_SUPPORT
BOD105,BEACH_SEA,32.5,40,23.1,76.9,,0,,GOOGLE_GENERAL_ONLY
BOD106,BEACH_SEA,72.7,11,0.0,50.0,47.36842105263158,19,False,NO_SIGNAL
BOD107,BEACH_SEA,50.0,10,20.0,80.0,25.0,4,True,LOW_SUPPORT
BOD108,BEACH_SEA,77.8,9,28.6,71.4,33.333333333333336,15,False,GOOGLE_STRENGTH_VS_COMPLAINT
BOD109,BEACH_SEA,53.5,43,17.4,69.6,,0,,GOOGLE_GENERAL_ONLY
BOD113,BEACH_SEA,45.5,11,60.0,20.0,57.142857142857146,7,False,BOTH_SOURCE_CONCERN
BOD120,BEACH_SEA,50.0,10,0.0,100.0,0.0,2,True,LOW_SUPPORT
BOD126,BEACH_SEA,66.7,9,16.7,83.3,,0,,GOOGLE_GENERAL_ONLY
BOD130,BEACH_SEA,100.0,10,40.0,60.0,15.384615384615383,13,False,GOOGLE_GENERAL_ONLY
BOD131,BEACH_SEA,70.0,20,7.1,92.9,,0,,GOOGLE_GENERAL_ONLY
BOD150,BEACH_SEA,60.0,20,16.7,66.7,,0,,GOOGLE_GENERAL_ONLY
BOD153,BEACH_SEA,70.0,10,0.0,85.7,20.0,10,False,GOOGLE_GENERAL_ONLY
BOD161,BEACH_SEA,80.0,10,87.5,0.0,35.714285714285715,28,False,BOTH_SOURCE_CONCERN
BOD168,BEACH_SEA,31.6,19,0.0,66.7,,0,,GOOGLE_GENERAL_ONLY
BOD002,PRICE_VALUE,50.0,10,20.0,80.0,50.0,8,False,GOOGLE_STRENGTH_VS_COMPLAINT
BOD004,PRICE_VALUE,70.0,10,57.1,42.9,66.66666666666667,12,False,BOTH_SOURCE_CONCERN
BOD006,PRICE_VALUE,50.0,10,20.0,80.0,0.0,5,False,GOOGLE_GENERAL_ONLY
BOD007,PRICE_VALUE,32.8,58,36.8,52.6,48.27586206896552,29,False,NO_SIGNAL
BOD010,PRICE_VALUE,30.0,10,66.7,33.3,100.0,1,True,LOW_SUPPORT
BOD012,PRICE_VALUE,50.0,10,20.0,80.0,75.0,4,True,LOW_SUPPORT
BOD016,PRICE_VALUE,40.0,10,25.0,75.0,50.0,4,True,LOW_SUPPORT
BOD031,PRICE_VALUE,33.3,9,66.7,33.3,,0,,GOOGLE_GENERAL_ONLY
BOD032,PRICE_VALUE,15.5,58,0.0,77.8,100.0,1,True,LOW_SUPPORT
BOD045,PRICE_VALUE,34.4,64,36.4,59.1,42.85714285714285,7,False,NO_SIGNAL
BOD051,PRICE_VALUE,10.0,20,0.0,50.0,,0,,NO_SIGNAL
BOD056,PRICE_VALUE,13.9,36,40.0,60.0,50.0,2,True,LOW_SUPPORT
BOD058,PRICE_VALUE,60.0,10,16.7,66.7,33.333333333333336,3,True,LOW_SUPPORT
BOD060,PRICE_VALUE,33.8,77,15.4,80.8,100.0,1,True,LOW_SUPPORT
BOD061,PRICE_VALUE,33.8,65,22.7,59.1,0.0,2,True,LOW_SUPPORT
BOD063,PRICE_VALUE,43.3,30,38.5,61.5,0.0,1,True,LOW_SUPPORT
BOD064,PRICE_VALUE,37.9,29,18.2,72.7,,0,,GOOGLE_GENERAL_ONLY
BOD066,PRICE_VALUE,50.0,10,20.0,80.0,0.0,18,False,GOOGLE_GENERAL_ONLY
BOD067,PRICE_VALUE,22.0,59,7.7,69.2,50.0,6,False,NO_SIGNAL
BOD068,PRICE_VALUE,44.4,9,25.0,75.0,44.44444444444444,9,False,GOOGLE_STRENGTH_VS_COMPLAINT
BOD077,PRICE_VALUE,50.0,20,90.0,10.0,100.0,7,False,BOTH_SOURCE_CONCERN
BOD088,PRICE_VALUE,20.0,20,50.0,25.0,,0,,GOOGLE_GENERAL_ONLY
BOD095,PRICE_VALUE,30.0,10,0.0,66.7,,0,,GOOGLE_GENERAL_ONLY
BOD104,PRICE_VALUE,40.7,27,54.5,36.4,50.0,4,True,LOW_SUPPORT
BOD105,PRICE_VALUE,22.5,40,33.3,66.7,,0,,GOOGLE_GENERAL_ONLY
BOD106,PRICE_VALUE,36.4,11,0.0,25.0,36.8421052631579,19,False,NO_SIGNAL
BOD107,PRICE_VALUE,10.0,10,100.0,0.0,50.0,4,True,LOW_SUPPORT
BOD108,PRICE_VALUE,55.6,9,60.0,40.0,46.66666666666666,15,False,BOTH_SOURCE_CONCERN
BOD109,PRICE_VALUE,30.2,43,15.4,61.5,,0,,GOOGLE_GENERAL_ONLY
BOD113,PRICE_VALUE,36.4,11,50.0,25.0,42.85714285714285,7,False,BOTH_SOURCE_CONCERN
BOD120,PRICE_VALUE,10.0,10,0.0,100.0,50.0,2,True,LOW_SUPPORT
BOD126,PRICE_VALUE,33.3,9,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD130,PRICE_VALUE,40.0,10,50.0,50.0,46.15384615384615,13,False,BOTH_SOURCE_CONCERN
BOD131,PRICE_VALUE,30.0,20,16.7,83.3,,0,,GOOGLE_GENERAL_ONLY
BOD150,PRICE_VALUE,50.0,20,30.0,60.0,,0,,GOOGLE_GENERAL_ONLY
BOD153,PRICE_VALUE,40.0,10,0.0,75.0,60.0,10,False,GOOGLE_STRENGTH_VS_COMPLAINT
BOD161,PRICE_VALUE,60.0,10,83.3,0.0,39.285714285714285,28,False,BOTH_SOURCE_CONCERN
BOD168,PRICE_VALUE,26.3,19,20.0,60.0,,0,,GOOGLE_GENERAL_ONLY
BOD002,RESERVATION,,0,,,0.0,8,False,NO_SIGNAL
BOD004,RESERVATION,50.0,10,80.0,20.0,41.66666666666666,12,False,BOTH_SOURCE_CONCERN
BOD006,RESERVATION,10.0,10,0.0,100.0,0.0,5,False,NO_SIGNAL
BOD007,RESERVATION,17.2,58,40.0,60.0,51.72413793103448,29,False,NO_SIGNAL
BOD010,RESERVATION,20.0,10,50.0,50.0,0.0,1,True,LOW_SUPPORT
BOD012,RESERVATION,40.0,10,25.0,75.0,0.0,4,True,LOW_SUPPORT
BOD016,RESERVATION,40.0,10,0.0,100.0,25.0,4,True,LOW_SUPPORT
BOD031,RESERVATION,,0,,,,0,,NO_SIGNAL
BOD032,RESERVATION,5.2,58,0.0,66.7,0.0,1,True,LOW_SUPPORT
BOD045,RESERVATION,10.9,64,14.3,71.4,14.285714285714286,7,False,NO_SIGNAL
BOD051,RESERVATION,5.0,20,0.0,0.0,,0,,NO_SIGNAL
BOD056,RESERVATION,2.8,36,100.0,0.0,50.0,2,True,LOW_SUPPORT
BOD058,RESERVATION,10.0,10,100.0,0.0,66.66666666666667,3,True,LOW_SUPPORT
BOD060,RESERVATION,16.9,77,23.1,69.2,100.0,1,True,LOW_SUPPORT
BOD061,RESERVATION,7.7,65,40.0,60.0,50.0,2,True,LOW_SUPPORT
BOD063,RESERVATION,13.3,30,50.0,50.0,100.0,1,True,LOW_SUPPORT
BOD064,RESERVATION,10.3,29,33.3,66.7,,0,,NO_SIGNAL
BOD066,RESERVATION,30.0,10,33.3,66.7,66.66666666666667,18,False,NO_SIGNAL
BOD067,RESERVATION,1.7,59,100.0,0.0,83.33333333333333,6,False,SIKAYETVAR_ONLY
BOD068,RESERVATION,11.1,9,0.0,100.0,22.22222222222222,9,False,NO_SIGNAL
BOD077,RESERVATION,25.0,20,100.0,0.0,100.0,7,False,BOTH_SOURCE_CONCERN
BOD088,RESERVATION,5.0,20,0.0,0.0,,0,,NO_SIGNAL
BOD095,RESERVATION,,0,,,,0,,NO_SIGNAL
BOD104,RESERVATION,14.8,27,100.0,0.0,25.0,4,True,LOW_SUPPORT
BOD105,RESERVATION,7.5,40,66.7,33.3,,0,,NO_SIGNAL
BOD106,RESERVATION,27.3,11,0.0,33.3,31.57894736842105,19,False,NO_SIGNAL
BOD107,RESERVATION,10.0,10,100.0,0.0,0.0,4,True,LOW_SUPPORT
BOD108,RESERVATION,33.3,9,66.7,33.3,13.333333333333334,15,False,GOOGLE_GENERAL_ONLY
BOD109,RESERVATION,7.0,43,33.3,33.3,,0,,NO_SIGNAL
BOD113,RESERVATION,18.2,11,50.0,50.0,0.0,7,False,GOOGLE_GENERAL_ONLY
BOD120,RESERVATION,20.0,10,50.0,50.0,50.0,2,True,LOW_SUPPORT
BOD126,RESERVATION,,0,,,,0,,NO_SIGNAL
BOD130,RESERVATION,30.0,10,100.0,0.0,61.53846153846154,13,False,BOTH_SOURCE_CONCERN
BOD131,RESERVATION,5.0,20,100.0,0.0,,0,,NO_SIGNAL
BOD150,RESERVATION,20.0,20,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD153,RESERVATION,20.0,10,0.0,50.0,50.0,10,False,NO_SIGNAL
BOD161,RESERVATION,40.0,10,100.0,0.0,50.0,28,False,BOTH_SOURCE_CONCERN
BOD168,RESERVATION,,0,,,,0,,NO_SIGNAL
BOD002,PAYMENT_REFUND,10.0,10,100.0,0.0,50.0,8,False,SIKAYETVAR_ONLY
BOD004,PAYMENT_REFUND,10.0,10,0.0,100.0,41.66666666666666,12,False,SIKAYETVAR_ONLY
BOD006,PAYMENT_REFUND,,0,,,0.0,5,False,NO_SIGNAL
BOD007,PAYMENT_REFUND,8.6,58,40.0,40.0,51.72413793103448,29,False,SIKAYETVAR_ONLY
BOD010,PAYMENT_REFUND,,0,,,0.0,1,True,LOW_SUPPORT
BOD012,PAYMENT_REFUND,10.0,10,0.0,100.0,50.0,4,True,LOW_SUPPORT
BOD016,PAYMENT_REFUND,30.0,10,0.0,100.0,50.0,4,True,LOW_SUPPORT
BOD031,PAYMENT_REFUND,,0,,,,0,,NO_SIGNAL
BOD032,PAYMENT_REFUND,,0,,,100.0,1,True,LOW_SUPPORT
BOD045,PAYMENT_REFUND,6.2,64,75.0,0.0,71.42857142857143,7,False,SIKAYETVAR_ONLY
BOD051,PAYMENT_REFUND,,0,,,,0,,NO_SIGNAL
BOD056,PAYMENT_REFUND,2.8,36,100.0,0.0,0.0,2,True,LOW_SUPPORT
BOD058,PAYMENT_REFUND,10.0,10,100.0,0.0,66.66666666666667,3,True,LOW_SUPPORT
BOD060,PAYMENT_REFUND,2.6,77,50.0,50.0,100.0,1,True,LOW_SUPPORT
BOD061,PAYMENT_REFUND,,0,,,50.0,2,True,LOW_SUPPORT
BOD063,PAYMENT_REFUND,6.7,30,100.0,0.0,100.0,1,True,LOW_SUPPORT
BOD064,PAYMENT_REFUND,3.4,29,0.0,100.0,,0,,NO_SIGNAL
BOD066,PAYMENT_REFUND,10.0,10,100.0,0.0,22.22222222222222,18,False,NO_SIGNAL
BOD067,PAYMENT_REFUND,,0,,,66.66666666666667,6,False,SIKAYETVAR_ONLY
BOD068,PAYMENT_REFUND,11.1,9,0.0,100.0,22.22222222222222,9,False,NO_SIGNAL
BOD077,PAYMENT_REFUND,20.0,20,100.0,0.0,100.0,7,False,BOTH_SOURCE_CONCERN
BOD088,PAYMENT_REFUND,5.0,20,100.0,0.0,,0,,NO_SIGNAL
BOD095,PAYMENT_REFUND,,0,,,,0,,NO_SIGNAL
BOD104,PAYMENT_REFUND,7.4,27,100.0,0.0,0.0,4,True,LOW_SUPPORT
BOD105,PAYMENT_REFUND,7.5,40,100.0,0.0,,0,,NO_SIGNAL
BOD106,PAYMENT_REFUND,27.3,11,0.0,33.3,36.8421052631579,19,False,NO_SIGNAL
BOD107,PAYMENT_REFUND,,0,,,100.0,4,True,LOW_SUPPORT
BOD108,PAYMENT_REFUND,11.1,9,100.0,0.0,33.333333333333336,15,False,SIKAYETVAR_ONLY
BOD109,PAYMENT_REFUND,,0,,,,0,,NO_SIGNAL
BOD113,PAYMENT_REFUND,9.1,11,100.0,0.0,28.571428571428573,7,False,SIKAYETVAR_ONLY
BOD120,PAYMENT_REFUND,20.0,10,100.0,0.0,100.0,2,True,LOW_SUPPORT
BOD126,PAYMENT_REFUND,,0,,,,0,,NO_SIGNAL
BOD130,PAYMENT_REFUND,10.0,10,100.0,0.0,61.53846153846154,13,False,SIKAYETVAR_ONLY
BOD131,PAYMENT_REFUND,,0,,,,0,,NO_SIGNAL
BOD150,PAYMENT_REFUND,15.0,20,33.3,66.7,,0,,GOOGLE_GENERAL_ONLY
BOD153,PAYMENT_REFUND,10.0,10,0.0,0.0,80.0,10,False,SIKAYETVAR_ONLY
BOD161,PAYMENT_REFUND,40.0,10,100.0,0.0,39.285714285714285,28,False,BOTH_SOURCE_CONCERN
BOD168,PAYMENT_REFUND,,0,,,,0,,NO_SIGNAL
BOD002,CHECKIN_CHECKOUT,20.0,10,0.0,100.0,0.0,8,False,GOOGLE_GENERAL_ONLY
BOD004,CHECKIN_CHECKOUT,30.0,10,66.7,33.3,0.0,12,False,GOOGLE_GENERAL_ONLY
BOD006,CHECKIN_CHECKOUT,,0,,,0.0,5,False,NO_SIGNAL
BOD007,CHECKIN_CHECKOUT,12.1,58,28.6,42.9,3.4482758620689653,29,False,NO_SIGNAL
BOD010,CHECKIN_CHECKOUT,,0,,,0.0,1,True,LOW_SUPPORT
BOD012,CHECKIN_CHECKOUT,20.0,10,0.0,100.0,0.0,4,True,LOW_SUPPORT
BOD016,CHECKIN_CHECKOUT,30.0,10,0.0,100.0,25.0,4,True,LOW_SUPPORT
BOD031,CHECKIN_CHECKOUT,,0,,,,0,,NO_SIGNAL
BOD032,CHECKIN_CHECKOUT,5.2,58,0.0,66.7,0.0,1,True,LOW_SUPPORT
BOD045,CHECKIN_CHECKOUT,10.9,64,57.1,42.9,0.0,7,False,NO_SIGNAL
BOD051,CHECKIN_CHECKOUT,10.0,20,0.0,50.0,,0,,NO_SIGNAL
BOD056,CHECKIN_CHECKOUT,5.6,36,50.0,50.0,0.0,2,True,LOW_SUPPORT
BOD058,CHECKIN_CHECKOUT,10.0,10,100.0,0.0,0.0,3,True,LOW_SUPPORT
BOD060,CHECKIN_CHECKOUT,9.1,77,42.9,57.1,0.0,1,True,LOW_SUPPORT
BOD061,CHECKIN_CHECKOUT,10.8,65,57.1,42.9,0.0,2,True,LOW_SUPPORT
BOD063,CHECKIN_CHECKOUT,26.7,30,37.5,50.0,0.0,1,True,LOW_SUPPORT
BOD064,CHECKIN_CHECKOUT,6.9,29,50.0,50.0,,0,,NO_SIGNAL
BOD066,CHECKIN_CHECKOUT,10.0,10,0.0,100.0,0.0,18,False,NO_SIGNAL
BOD067,CHECKIN_CHECKOUT,11.9,59,42.9,42.9,0.0,6,False,NO_SIGNAL
BOD068,CHECKIN_CHECKOUT,55.6,9,0.0,100.0,0.0,9,False,GOOGLE_GENERAL_ONLY
BOD077,CHECKIN_CHECKOUT,5.0,20,100.0,0.0,0.0,7,False,NO_SIGNAL
BOD088,CHECKIN_CHECKOUT,15.0,20,66.7,33.3,,0,,GOOGLE_GENERAL_ONLY
BOD095,CHECKIN_CHECKOUT,40.0,10,50.0,25.0,,0,,GOOGLE_GENERAL_ONLY
BOD104,CHECKIN_CHECKOUT,33.3,27,55.6,44.4,0.0,4,True,LOW_SUPPORT
BOD105,CHECKIN_CHECKOUT,10.0,40,50.0,50.0,,0,,NO_SIGNAL
BOD106,CHECKIN_CHECKOUT,36.4,11,0.0,25.0,0.0,19,False,GOOGLE_GENERAL_ONLY
BOD107,CHECKIN_CHECKOUT,,0,,,0.0,4,True,LOW_SUPPORT
BOD108,CHECKIN_CHECKOUT,11.1,9,0.0,100.0,0.0,15,False,NO_SIGNAL
BOD109,CHECKIN_CHECKOUT,9.3,43,0.0,100.0,,0,,NO_SIGNAL
BOD113,CHECKIN_CHECKOUT,27.3,11,33.3,33.3,14.285714285714286,7,False,GOOGLE_GENERAL_ONLY
BOD120,CHECKIN_CHECKOUT,,0,,,0.0,2,True,LOW_SUPPORT
BOD126,CHECKIN_CHECKOUT,33.3,9,33.3,66.7,,0,,GOOGLE_GENERAL_ONLY
BOD130,CHECKIN_CHECKOUT,10.0,10,0.0,100.0,0.0,13,False,NO_SIGNAL
BOD131,CHECKIN_CHECKOUT,20.0,20,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD150,CHECKIN_CHECKOUT,15.0,20,33.3,33.3,,0,,GOOGLE_GENERAL_ONLY
BOD153,CHECKIN_CHECKOUT,40.0,10,0.0,75.0,0.0,10,False,GOOGLE_GENERAL_ONLY
BOD161,CHECKIN_CHECKOUT,30.0,10,100.0,0.0,7.142857142857143,28,False,GOOGLE_GENERAL_ONLY
BOD168,CHECKIN_CHECKOUT,,0,,,,0,,NO_SIGNAL
BOD002,AIR_CONDITIONING,20.0,10,50.0,50.0,0.0,8,False,GOOGLE_GENERAL_ONLY
BOD004,AIR_CONDITIONING,,0,,,8.333333333333334,12,False,NO_SIGNAL
BOD006,AIR_CONDITIONING,,0,,,0.0,5,False,NO_SIGNAL
BOD007,AIR_CONDITIONING,1.7,58,0.0,100.0,3.4482758620689653,29,False,NO_SIGNAL
BOD010,AIR_CONDITIONING,,0,,,0.0,1,True,LOW_SUPPORT
BOD012,AIR_CONDITIONING,,0,,,0.0,4,True,LOW_SUPPORT
BOD016,AIR_CONDITIONING,,0,,,0.0,4,True,LOW_SUPPORT
BOD031,AIR_CONDITIONING,,0,,,,0,,NO_SIGNAL
BOD032,AIR_CONDITIONING,5.2,58,0.0,100.0,0.0,1,True,LOW_SUPPORT
BOD045,AIR_CONDITIONING,3.1,64,50.0,50.0,14.285714285714286,7,False,NO_SIGNAL
BOD051,AIR_CONDITIONING,,0,,,,0,,NO_SIGNAL
BOD056,AIR_CONDITIONING,,0,,,0.0,2,True,LOW_SUPPORT
BOD058,AIR_CONDITIONING,,0,,,0.0,3,True,LOW_SUPPORT
BOD060,AIR_CONDITIONING,,0,,,0.0,1,True,LOW_SUPPORT
BOD061,AIR_CONDITIONING,1.5,65,0.0,0.0,0.0,2,True,LOW_SUPPORT
BOD063,AIR_CONDITIONING,6.7,30,100.0,0.0,0.0,1,True,LOW_SUPPORT
BOD064,AIR_CONDITIONING,6.9,29,0.0,100.0,,0,,NO_SIGNAL
BOD066,AIR_CONDITIONING,20.0,10,0.0,100.0,0.0,18,False,GOOGLE_GENERAL_ONLY
BOD067,AIR_CONDITIONING,5.1,59,100.0,0.0,0.0,6,False,NO_SIGNAL
BOD068,AIR_CONDITIONING,,0,,,0.0,9,False,NO_SIGNAL
BOD077,AIR_CONDITIONING,10.0,20,100.0,0.0,0.0,7,False,NO_SIGNAL
BOD088,AIR_CONDITIONING,10.0,20,50.0,50.0,,0,,NO_SIGNAL
BOD095,AIR_CONDITIONING,,0,,,,0,,NO_SIGNAL
BOD104,AIR_CONDITIONING,3.7,27,100.0,0.0,50.0,4,True,LOW_SUPPORT
BOD105,AIR_CONDITIONING,2.5,40,100.0,0.0,,0,,NO_SIGNAL
BOD106,AIR_CONDITIONING,,0,,,0.0,19,False,NO_SIGNAL
BOD107,AIR_CONDITIONING,,0,,,0.0,4,True,LOW_SUPPORT
BOD108,AIR_CONDITIONING,,0,,,0.0,15,False,NO_SIGNAL
BOD109,AIR_CONDITIONING,2.3,43,0.0,100.0,,0,,NO_SIGNAL
BOD113,AIR_CONDITIONING,9.1,11,0.0,100.0,28.571428571428573,7,False,SIKAYETVAR_ONLY
BOD120,AIR_CONDITIONING,,0,,,0.0,2,True,LOW_SUPPORT
BOD126,AIR_CONDITIONING,,0,,,,0,,NO_SIGNAL
BOD130,AIR_CONDITIONING,,0,,,0.0,13,False,NO_SIGNAL
BOD131,AIR_CONDITIONING,,0,,,,0,,NO_SIGNAL
BOD150,AIR_CONDITIONING,5.0,20,100.0,0.0,,0,,NO_SIGNAL
BOD153,AIR_CONDITIONING,10.0,10,0.0,100.0,0.0,10,False,NO_SIGNAL
BOD161,AIR_CONDITIONING,,0,,,7.142857142857143,28,False,NO_SIGNAL
BOD168,AIR_CONDITIONING,,0,,,,0,,NO_SIGNAL
BOD002,NOISE,50.0,10,40.0,40.0,12.5,8,False,GOOGLE_GENERAL_ONLY
BOD004,NOISE,60.0,10,83.3,16.7,0.0,12,False,GOOGLE_GENERAL_ONLY
BOD006,NOISE,30.0,10,33.3,66.7,0.0,5,False,GOOGLE_GENERAL_ONLY
BOD007,NOISE,29.3,58,5.9,76.5,3.4482758620689653,29,False,GOOGLE_GENERAL_ONLY
BOD010,NOISE,10.0,10,0.0,0.0,0.0,1,True,LOW_SUPPORT
BOD012,NOISE,80.0,10,12.5,87.5,0.0,4,True,LOW_SUPPORT
BOD016,NOISE,60.0,10,16.7,83.3,25.0,4,True,LOW_SUPPORT
BOD031,NOISE,11.1,9,100.0,0.0,,0,,NO_SIGNAL
BOD032,NOISE,25.9,58,6.7,86.7,0.0,1,True,LOW_SUPPORT
BOD045,NOISE,28.1,64,22.2,72.2,0.0,7,False,GOOGLE_GENERAL_ONLY
BOD051,NOISE,20.0,20,0.0,75.0,,0,,GOOGLE_GENERAL_ONLY
BOD056,NOISE,2.8,36,0.0,100.0,0.0,2,True,LOW_SUPPORT
BOD058,NOISE,10.0,10,100.0,0.0,0.0,3,True,LOW_SUPPORT
BOD060,NOISE,22.1,77,11.8,88.2,0.0,1,True,LOW_SUPPORT
BOD061,NOISE,30.8,65,15.0,60.0,0.0,2,True,LOW_SUPPORT
BOD063,NOISE,40.0,30,25.0,58.3,0.0,1,True,LOW_SUPPORT
BOD064,NOISE,31.0,29,11.1,88.9,,0,,GOOGLE_GENERAL_ONLY
BOD066,NOISE,50.0,10,20.0,80.0,11.11111111111111,18,False,GOOGLE_GENERAL_ONLY
BOD067,NOISE,30.5,59,33.3,50.0,0.0,6,False,GOOGLE_GENERAL_ONLY
BOD068,NOISE,66.7,9,16.7,83.3,0.0,9,False,GOOGLE_GENERAL_ONLY
BOD077,NOISE,20.0,20,100.0,0.0,0.0,7,False,GOOGLE_GENERAL_ONLY
BOD088,NOISE,30.0,20,0.0,83.3,,0,,GOOGLE_GENERAL_ONLY
BOD095,NOISE,,0,,,,0,,NO_SIGNAL
BOD104,NOISE,33.3,27,66.7,33.3,0.0,4,True,LOW_SUPPORT
BOD105,NOISE,22.5,40,44.4,55.6,,0,,GOOGLE_GENERAL_ONLY
BOD106,NOISE,36.4,11,0.0,75.0,0.0,19,False,GOOGLE_GENERAL_ONLY
BOD107,NOISE,30.0,10,33.3,66.7,0.0,4,True,LOW_SUPPORT
BOD108,NOISE,33.3,9,66.7,33.3,6.666666666666667,15,False,GOOGLE_GENERAL_ONLY
BOD109,NOISE,30.2,43,15.4,61.5,,0,,GOOGLE_GENERAL_ONLY
BOD113,NOISE,9.1,11,100.0,0.0,28.571428571428573,7,False,SIKAYETVAR_ONLY
BOD120,NOISE,30.0,10,33.3,66.7,50.0,2,True,LOW_SUPPORT
BOD126,NOISE,,0,,,,0,,NO_SIGNAL
BOD130,NOISE,60.0,10,33.3,66.7,0.0,13,False,GOOGLE_GENERAL_ONLY
BOD131,NOISE,15.0,20,0.0,100.0,,0,,GOOGLE_GENERAL_ONLY
BOD150,NOISE,55.0,20,27.3,63.6,,0,,GOOGLE_GENERAL_ONLY
