hotel_id,master_hotel_name,area,detected_sikayetvar_hotel_name,mapping_status,confidence,source_url,page_accessible,visible_complaint_count,complaint_count,unique_complaint_count,matched_complaint_count,review_required_complaint_count,detail_nonempty_count,company_response_count,match_method,match_reason,manual_review_required,checked_at
BOD101,Vita Bella Hotel Resort & Spa,Gündoğan,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:40:52.820141+00:00
BOD102,Akyalı Butik Hotel,Güvercinlik,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:41:06.672539+00:00
BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,Green Bay Resort & Spa,FOUND_EXACT,0.7,https://www.sikayetvar.com/green-bay-resort-spa,True,11.0,11,11,11,0,10,0,related_slug,score=0.7 name_sim=1.0 bodrum=False area=False method=related_slug,False,2026-08-25T12:41:12.019709+00:00
BOD104,Greenport Bodrum,Güvercinlik,Greenport Otel,REVIEW_REQUIRED,0.5478,https://www.sikayetvar.com/greenport-otel,True,4.0,0,0,0,0,0,0,search_fallback,score=0.5478 name_sim=0.7826 bodrum=False area=False method=search_fallback,True,2026-08-25T12:41:21.450247+00:00
BOD105,İsolina Hotel,Güvercinlik,Isolina Hotel,PAGE_FOUND_NO_COMPLAINT,0.7,https://www.sikayetvar.com/isolina-hotel,True,0.0,0,0,0,0,0,0,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,True,2026-08-25T12:41:30.312556+00:00
BOD106,La Blanche Island Bodrum,Güvercinlik,La Blanche Island Bodrum,FOUND_EXACT,0.85,https://www.sikayetvar.com/la-blanche-island-bodrum,True,16.0,19,19,19,0,18,5,manual_alias,score=0.85 name_sim=1.0 bodrum=True area=False method=manual_alias,False,2026-08-25T12:41:32.485503+00:00
BOD107,Le Méridien Bodrum Beach Resort,Güvercinlik,Le Meridien Bodrum Beach Resort,FOUND_EXACT,0.8208,https://www.sikayetvar.com/le-meridien-bodrum-beach-resort,True,4.0,4,4,4,0,4,0,slug_guess,score=0.8208 name_sim=0.9583 bodrum=True area=False method=slug_guess,False,2026-08-25T12:41:38.536760+00:00
BOD108,Lujo Hotel Bodrum,Güvercinlik,Lujo Hotel,REVIEW_REQUIRED,0.7,https://www.sikayetvar.com/lujo-hotel,True,15.0,0,0,0,0,0,0,search_fallback,score=0.7 name_sim=1.0 bodrum=False area=False method=search_fallback,True,2026-08-25T12:41:48.540409+00:00
BOD109,Oscar Seaside Hotel & Spa,Güvercinlik,Oscar Seaside Hotel & Spa Bodrum,FOUND_EXACT,0.85,https://www.sikayetvar.com/oscar-seaside-hotel-spa-bodrum,True,5.0,5,5,0,5,5,4,related_slug,score=0.85 name_sim=1.0 bodrum=True area=False method=related_slug,False,2026-08-25T12:42:00.775432+00:00
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,Titanic Luxury Collection Bodrum,FOUND_EXACT,0.85,https://www.sikayetvar.com/titanic-luxury-collection-bodrum,True,5.0,5,5,5,0,5,0,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,False,2026-08-25T12:42:04.632529+00:00
BOD111,Zena Hotel Bodrum,Güvercinlik,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:42:13.768266+00:00
BOD112,Azure By Yelken Hotel,Kadıkalesi,Azure by Yelken Hotel,FOUND_EXACT,0.7,https://www.sikayetvar.com/azure-by-yelken-hotel,True,22.0,26,26,26,0,26,1,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,False,2026-08-25T12:42:21.403512+00:00
BOD113,Kadıkale Resort,Kadıkalesi,Kadıkale Resort,FOUND_EXACT,0.7,https://www.sikayetvar.com/kadikale-resort,True,7.0,7,7,7,0,7,2,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,False,2026-08-25T12:42:29.056660+00:00
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:42:42.055315+00:00
BOD115,Yasmin Bodrum Resort,Kadıkalesi,Yasmin Bodrum Resort,FOUND_EXACT,0.85,https://www.sikayetvar.com/yasmin-bodrum-resort,True,18.0,23,23,23,0,21,0,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,False,2026-08-25T12:42:47.919221+00:00
BOD116,Acropol Of Bodrum Beach Hotel - Restaurant,Ortakent-Yahşi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:42:57.072877+00:00
BOD117,Altınkaya Hotel,Ortakent-Yahşi,Altınkaya,REVIEW_REQUIRED,0.525,https://www.sikayetvar.com/altinkaya,True,0.0,0,0,0,0,0,0,slug_guess,score=0.525 name_sim=0.75 bodrum=False area=False method=slug_guess,True,2026-08-25T12:43:06.416764+00:00
BOD118,Amfora Hotel,Ortakent-Yahşi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:43:19.420050+00:00
BOD119,"Bodrum Suites Apart Otel, Ortakent - Yahşi",Ortakent-Yahşi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:43:28.433052+00:00
BOD120,Celeste Bella Luxury Hotel & Spa,Ortakent-Yahşi,Celeste Bella Luxury Hotel & Spa,FOUND_EXACT,0.7,https://www.sikayetvar.com/celeste-bella-luxury-hotel-spa,True,2.0,2,2,2,0,2,0,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,False,2026-08-25T12:43:37.609184+00:00
BOD121,Eskiyalı Otel,Ortakent-Yahşi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:43:48.400402+00:00
BOD122,Florida Otel,Ortakent-Yahşi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:43:59.412321+00:00
BOD123,Hotel Marma Beach,Ortakent-Yahşi,Hotel Long Beach Resort,REVIEW_REQUIRED,0.42,https://www.sikayetvar.com/hotel-long-beach-resort,True,22.0,0,0,0,0,0,0,search_fallback,score=0.42 name_sim=0.6 bodrum=False area=False method=search_fallback,True,2026-08-25T12:44:19.357047+00:00
BOD124,Irmak Boutique Hotel,Ortakent-Yahşi,Irmak Boutique Hotel,FOUND_EXACT,0.7,https://www.sikayetvar.com/irmak-boutique-hotel,True,1.0,1,1,1,0,1,0,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,False,2026-08-25T12:44:28.352590+00:00
BOD125,Kefi Beach Bodrum,Ortakent-Yahşi,The Plaza Bodrum,REVIEW_REQUIRED,0.3711,https://www.sikayetvar.com/the-plaza-bodrum,True,8.0,0,0,0,0,0,0,search_fallback,score=0.3711 name_sim=0.3158 bodrum=True area=False method=search_fallback,True,2026-08-25T12:44:38.752321+00:00
BOD126,Khai Hotel Bodrum,Ortakent-Yahşi,Khai Hotel | Bodrum,PAGE_FOUND_NO_COMPLAINT,0.85,https://www.sikayetvar.com/khai-hotel-bodrum,True,0.0,0,0,0,0,0,0,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,True,2026-08-25T12:44:45.826250+00:00
BOD127,Kriss Hotel,Ortakent-Yahşi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:44:57.024927+00:00
BOD128,Lugga Boutique Hotel & Beach,Ortakent-Yahşi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:45:09.847879+00:00
BOD129,Meggs Bodrum,Ortakent-Yahşi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:45:17.360628+00:00
BOD130,Petunya Beach Resort,Ortakent-Yahşi,Petunya Beach Resort,FOUND_EXACT,0.7,https://www.sikayetvar.com/petunya-beach-resort,True,13.0,13,13,13,0,13,0,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,False,2026-08-25T12:45:26.707157+00:00
BOD131,Regia Mare Beach Hotel Bodrum,Ortakent-Yahşi,Regia Mare Beach Hotel Bodrum,PAGE_FOUND_NO_COMPLAINT,0.85,https://www.sikayetvar.com/regia-mare-beach-hotel-bodrum,True,0.0,0,0,0,0,0,0,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,True,2026-08-25T12:45:32.245467+00:00
BOD132,Viras Hotel & Beach,Ortakent-Yahşi,Ephesia Holiday Beach Club,REVIEW_REQUIRED,0.3907,https://www.sikayetvar.com/ephesia-holiday-beach-club,True,24.0,0,0,0,0,0,0,search_fallback,score=0.3907 name_sim=0.5581 bodrum=False area=False method=search_fallback,True,2026-08-25T12:45:46.917552+00:00
BOD133,Yahşi Beach Hotel & Restaurant,Ortakent-Yahşi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:45:59.585666+00:00
BOD134,Yakamoz Otel,Ortakent-Yahşi,Yakamoz Tantuni,REVIEW_REQUIRED,0.4667,https://www.sikayetvar.com/yakamoz-tantuni,True,4.0,0,0,0,0,0,0,related_slug,score=0.4667 name_sim=0.6667 bodrum=False area=False method=related_slug,True,2026-08-25T12:46:09.135023+00:00
BOD135,Yılmaz Hotel | Bodrum Ortakent Otelleri,Ortakent-Yahşi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:46:18.063391+00:00
BOD136,Zest Exclusive Hotel and Spa,Ortakent-Yahşi,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:46:28.701032+00:00
BOD137,Armagan Apart Hotel,Torba,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:46:39.449710+00:00
BOD138,Bodrum Blue Bay Otel,Torba,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:46:48.272451+00:00
BOD139,Casa Dell'arte Otel,Torba,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:46:58.888040+00:00
BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,Torba,DoubleTree By Hilton,NOT_FOUND,0.3944,https://www.sikayetvar.com/doubletree-by-hilton,True,22.0,0,0,0,0,0,0,search_fallback,score=0.3944 name_sim=0.5634 bodrum=False area=False method=search_fallback,True,2026-08-25T12:47:08.438833+00:00
BOD141,DUJA BODRUM,Torba,Duja Hotels,NOT_FOUND,0.3733,https://www.sikayetvar.com/duja-hotels,True,22.0,0,0,0,0,0,0,search_fallback,score=0.3733 name_sim=0.5333 bodrum=False area=False method=search_fallback,True,2026-08-25T12:47:15.844567+00:00
BOD142,Hotel Torbahan,Torba,Torbahan Hotel,REVIEW_REQUIRED,0.55,https://www.sikayetvar.com/torbahan-hotel,True,1.0,0,0,0,0,0,0,search_fallback,score=0.55 name_sim=0.5714 bodrum=False area=True method=search_fallback,True,2026-08-25T12:47:26.802827+00:00
BOD143,Hotel Zeytinada,Torba,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:47:37.724192+00:00
BOD144,Mira Suites,Torba,Mira Beach | Bodrum,REVIEW_REQUIRED,0.55,https://www.sikayetvar.com/mira-beach-bodrum,True,7.0,0,0,0,0,0,0,related_slug,score=0.55 name_sim=0.5714 bodrum=True area=False method=related_slug,True,2026-08-25T12:47:46.824451+00:00
BOD145,Moyo Luxury Hotel & Beach,Torba,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:47:59.365382+00:00
BOD146,Olivia Hotel,Torba,Olivia,REVIEW_REQUIRED,0.4667,https://www.sikayetvar.com/olivia,True,0.0,0,0,0,0,0,0,slug_guess,score=0.4667 name_sim=0.6667 bodrum=False area=False method=slug_guess,True,2026-08-25T12:48:07.088655+00:00
BOD147,Omar Hotel & Suites,Torba,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:48:19.570351+00:00
BOD149,Roota Bodrum,Torba,Bodrum Feribot İşletmeciliği,REVIEW_REQUIRED,0.3115,https://www.sikayetvar.com/bodrum-feribot-isletmeciligi,True,6.0,0,0,0,0,0,0,search_fallback,score=0.3115 name_sim=0.2308 bodrum=True area=False method=search_fallback,True,2026-08-25T12:48:32.899924+00:00
BOD150,Samara Hotel,Torba,Samara Hotel Bodrum,PAGE_FOUND_NO_COMPLAINT,0.85,https://www.sikayetvar.com/samara-hotel-bodrum,True,0.0,0,0,0,0,0,0,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,True,2026-08-25T12:48:42.130657+00:00
BOD151,Sarpedor Boutique Hotel & SPA,Torba,Sarpedor Boutique Hotel,REVIEW_REQUIRED,0.644,https://www.sikayetvar.com/sarpedor-boutique-hotel,True,2.0,0,0,0,0,0,0,search_fallback,score=0.644 name_sim=0.92 bodrum=False area=False method=search_fallback,True,2026-08-25T12:48:56.832883+00:00
BOD152,"Susona Bodrum, LXR Hotels & Resorts",Torba,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:49:05.721731+00:00
BOD153,The Oba Hotel,Torba,The Oba Hotel,FOUND_EXACT,0.7,https://www.sikayetvar.com/the-oba-hotel,True,10.0,10,10,10,0,10,0,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,False,2026-08-25T12:49:13.196730+00:00
BOD154,Toka Bodrum Hotel & Beach Club,Torba,Toka Bodrum Hotel & Beach Club,PAGE_FOUND_NO_COMPLAINT,0.85,https://www.sikayetvar.com/toka-bodrum-hotel-beach-club,True,0.0,0,0,0,0,0,0,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,True,2026-08-25T12:49:20.491492+00:00
BOD155,Trend Life | Trendlife Hotels & Beach Club Bodrum Torba,Torba,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:49:29.479863+00:00
BOD156,Voyage Torba,Torba,Voyage Hotels,NOT_FOUND,0.448,https://www.sikayetvar.com/voyage-hotels,True,10.0,0,0,0,0,0,0,search_fallback,score=0.448 name_sim=0.64 bodrum=False area=False method=search_fallback,True,2026-08-25T12:49:37.324461+00:00
BOD157,Voyage Torba Private,Torba,Voyage Hotels,NOT_FOUND,0.4242,https://www.sikayetvar.com/voyage-hotels,True,10.0,0,0,0,0,0,0,search_fallback,score=0.4242 name_sim=0.6061 bodrum=False area=False method=search_fallback,True,2026-08-25T12:49:44.667352+00:00
BOD158,Arin Resort Bodrum,Turgutreis,Arin Resort Bodrum,FOUND_EXACT,0.85,https://www.sikayetvar.com/arin-resort-bodrum,True,1.0,1,1,1,0,1,0,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,False,2026-08-25T12:49:50.176385+00:00
BOD159,Bodrum Ada Otel Turgutreis,Turgutreis,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:49:57.547134+00:00
BOD161,MyElla Hotel Resort & Spa,Turgutreis,My Ella Resort & Spa,REVIEW_REQUIRED,0.5805,https://www.sikayetvar.com/my-ella-resort-spa,True,21.0,0,0,0,0,0,0,search_fallback,score=0.5805 name_sim=0.8293 bodrum=False area=False method=search_fallback,True,2026-08-25T12:50:14.495569+00:00
BOD162,Rammos Managed by Dedeman,Turgutreis,Dedeman Hotels,REVIEW_REQUIRED,0.2513,https://www.sikayetvar.com/dedeman-hotels,True,22.0,0,0,0,0,0,0,search_fallback,score=0.2513 name_sim=0.359 bodrum=False area=False method=search_fallback,True,2026-08-25T12:50:24.193900+00:00
BOD163,Sundance Resort,Turgutreis,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:50:35.495011+00:00
BOD164,Swissôtel Resort Bodrum Sahili,Turgutreis,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:50:46.023296+00:00
BOD165,Caja by Maxx Royal,Türkbükü,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:50:54.936729+00:00
BOD166,Divan Bodrum,Türkbükü,Divan Hotels,NOT_FOUND,0.4118,https://www.sikayetvar.com/divan-hotels,True,17.0,0,0,0,0,0,0,related_slug,score=0.4118 name_sim=0.5882 bodrum=False area=False method=related_slug,True,2026-08-25T12:51:00.847191+00:00
BOD167,Elista Hotel & Spa,Türkbükü,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:51:16.263803+00:00
BOD168,Kuum Hotel & SPA Bodrum,Türkbükü,Kuum Hotel & SPA Bodrum,FOUND_EXACT,0.85,https://www.sikayetvar.com/kuum-hotel-spa-bodrum,True,1.0,1,1,0,1,1,0,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,False,2026-08-25T12:51:23.675036+00:00
BOD169,MACAKIZI BODRUM,Türkbükü,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:51:30.715788+00:00
BOD170,No:81 Hotel,Türkbükü,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:51:41.780767+00:00
BOD171,4 reasons Hotel Yalikavak,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:51:50.617715+00:00
BOD172,Ailla Yalıkavak,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:51:57.932497+00:00
BOD173,Allium Bodrum Resort & Spa,Yalıkavak,Allium Bodrum Resort & Spa,PAGE_FOUND_NO_COMPLAINT,0.85,https://www.sikayetvar.com/allium-bodrum-resort-spa,True,0.0,0,0,0,0,0,0,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,True,2026-08-25T12:52:06.681087+00:00
BOD174,Arts Hotel Bodrum Yalıkavak,Yalıkavak,Art Suites Hotel | Yalıkavak,REVIEW_REQUIRED,0.7587,https://www.sikayetvar.com/art-suites-hotel-yalikavak,True,1.0,0,0,0,0,0,0,search_fallback,score=0.7587 name_sim=0.8696 bodrum=False area=True method=search_fallback,True,2026-08-25T12:52:17.369079+00:00
BOD175,Avantgarde Refined Hotel | Yalıkavak,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:52:27.551890+00:00
BOD176,Blue Point Yalikavak,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:52:34.980203+00:00
BOD177,Delta Hotels By Marriott Bodrum,Yalıkavak,Delta Hotels Marriott Bodrum,REVIEW_REQUIRED,0.8033,https://www.sikayetvar.com/delta-hotels-marriott-bodrum,True,13.0,0,0,0,0,0,0,search_fallback,score=0.8033 name_sim=0.9333 bodrum=True area=False method=search_fallback,True,2026-08-25T12:52:43.611998+00:00
BOD178,Highlight Hotel Yalıkavak,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:52:53.601839+00:00
BOD179,Lizbonia Otel Yalikavak,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:53:02.589219+00:00
BOD180,MGallery The Bodrum Hotel Yalıkavak,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:53:09.590890+00:00
BOD181,Palmalife Bodrum Resort & Spa,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:53:20.231924+00:00
BOD182,Root Redrock Villas Yalıkavak - Bodrum,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:53:25.413836+00:00
BOD183,Ruins Luxury Resort,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:53:36.041002+00:00
BOD184,Sea Palm Otel -YALIKAVAK,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:53:45.218708+00:00
BOD185,Sezz Hotels Spa Wellness Yalıkavak,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:53:54.140614+00:00
BOD186,Sirene Luxury Hotel Bodrum,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:54:03.702038+00:00
BOD187,Spektr Boutique Hotel Yalikavak,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:54:12.500899+00:00
BOD188,Tangiers Hotel Yalıkavak,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:54:21.312663+00:00
BOD189,The Bodrum EDITION,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:54:28.282139+00:00
BOD190,The Sign Highlight Hotel,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:54:39.291038+00:00
BOD191,Yalıkavak Marina Hotel by METT Collection,Yalıkavak,,NOT_FOUND,0.0,,False,,0,0,0,0,0,0,no_candidate,No slug guess or alias resolved to a real page,False,2026-08-25T12:54:48.078742+00:00
BOD192,Yalıpark Beach Hotel,Yalıkavak,Yalıpark Beach Hotel,PAGE_FOUND_NO_COMPLAINT,0.7,https://www.sikayetvar.com/yalipark-beach-hotel,True,0.0,0,0,0,0,0,0,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,True,2026-08-25T12:54:55.243733+00:00
BOD160,La Blanche Resort Bodrum,Turgutreis,La Blanche Resort & Spa Bodrum,FOUND_HIGH_CONFIDENCE,0.7763,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum,True,12.0,12,12,12,0,12,0,related_slug,score=0.7763 name_sim=0.8947 bodrum=True area=False method=related_slug,False,2026-08-25T12:55:39.116259+00:00
BOD148,Rixos Premium Bodrum,Torba,Rixos Hotels,NOT_FOUND,0.392,https://www.sikayetvar.com/rixos-hotels,True,23.0,0,0,0,0,0,0,manual_alias,score=0.392 name_sim=0.56 bodrum=False area=False method=manual_alias,True,2026-08-25T12:55:41.769941+00:00
