year,monthly_observation_n,airport_annual_total_passengers,airport_peak_to_low_ratio,airport_top3_month_share_pct,airport_top4_month_share_pct,airport_total_cv,airport_international_cv,airport_domestic_cv,airport_hhi_seasonality
2025,12,4412884,9.637702728039748,50.58134317602729,64.44964336248131,0.7651513072224939,1.008843010116072,0.5996405405671033,0.12805570661380003
