star,hotel_count,share_pct,avg_google_rating,median_google_rating,rating_std,rating_min,rating_max,median_review_count,price_n,median_price_snapshot,mean_price_snapshot,price_q25,price_q75,median_weighted_rating,median_rating_gap_from_area,median_price_ratio_to_area
2.0,3,5.9,4.366666666666666,4.5,0.41633319989322665,3.9,4.7,221.0,2,105.5,105.5,92.25,118.75,4.393306068232662,0.2000000000000001,0.70859375
3.0,10,19.6,4.36,4.3,0.21186998109427602,4.0,4.7,445.5,9,125.0,130.77777777777777,109.0,145.0,4.338972477519681,-4.510281037539698e-16,0.7651715039577837
4.0,17,33.3,4.264705882352941,4.4,0.3200413576215352,3.7,4.9,1340.0,15,216.0,400.8,143.5,282.5,4.379555254713197,0.0,1.079847908745247
5.0,21,41.2,4.480952380952381,4.6,0.2768014588455914,3.9,4.8,1575.0,19,304.0,586.3684210526316,208.0,481.5,4.45963110403397,0.1500000000000003,1.8828125
