year,definition_comparable,comparison_scope_note,bodrum_domestic_arrivals,mugla_domestic_arrivals,bodrum_share_of_mugla_domestic_arrivals_pct,bodrum_foreign_arrivals,mugla_foreign_arrivals,bodrum_share_of_mugla_foreign_arrivals_pct,bodrum_total_arrivals,mugla_total_arrivals,bodrum_share_of_mugla_total_arrivals_pct,bodrum_total_overnights,mugla_total_overnights,bodrum_share_of_mugla_total_overnights_pct,bodrum_domestic_share_pct,mugla_domestic_share_pct,bodrum_foreign_share_pct,mugla_foreign_share_pct,bodrum_avg_stay_nights,mugla_avg_stay_nights
2025,True,Shared official accommodation-statistics scope; district versus province.,1624032,4447019,36.51956512890995,1199393,4682848,25.61246916406426,2823425,9129867,30.925149292974368,7579360,24669490,30.723618526365968,57.51992703896863,48.708475161795896,42.48007296103137,51.291524838204104,2.684455935610119,2.702064553623837
