hotel_id,hotel_name,area,detected_sikayetvar_hotel_name,source_url,mapping_status,confidence,page_accessible,visible_complaint_count,checked_at,complaint_count,unique_complaint_count,detail_nonempty_count,company_response_count,matched_complaint_count,review_required_complaint_count,checked_on_sikayetvar,valid_page,hotels_with_complaints,hotels_with_zero_complaints,not_found,review_required,wrong_entity,unprocessed
BOD113,Kadıkale Resort,Kadıkalesi,Kadıkale Resort,https://www.sikayetvar.com/kadikale-resort,FOUND_EXACT,0.7,True,7.0,2026-08-25T12:42:29.056660+00:00,7,7,7,2,7,0,True,True,True,False,False,False,False,False
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,,,NOT_FOUND,0.0,False,,2026-08-25T12:42:42.055315+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD115,Yasmin Bodrum Resort,Kadıkalesi,Yasmin Bodrum Resort,https://www.sikayetvar.com/yasmin-bodrum-resort,FOUND_EXACT,0.85,True,18.0,2026-08-25T12:42:47.919221+00:00,23,23,21,0,23,0,True,True,True,False,False,False,False,False
BOD116,Acropol Of Bodrum Beach Hotel - Restaurant,Ortakent-Yahşi,,,NOT_FOUND,0.0,False,,2026-08-25T12:42:57.072877+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD117,Altınkaya Hotel,Ortakent-Yahşi,Altınkaya,https://www.sikayetvar.com/altinkaya,REVIEW_REQUIRED,0.525,True,0.0,2026-08-25T12:43:06.416764+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD118,Amfora Hotel,Ortakent-Yahşi,,,NOT_FOUND,0.0,False,,2026-08-25T12:43:19.420050+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD119,"Bodrum Suites Apart Otel, Ortakent - Yahşi",Ortakent-Yahşi,,,NOT_FOUND,0.0,False,,2026-08-25T12:43:28.433052+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD120,Celeste Bella Luxury Hotel & Spa,Ortakent-Yahşi,Celeste Bella Luxury Hotel & Spa,https://www.sikayetvar.com/celeste-bella-luxury-hotel-spa,FOUND_EXACT,0.7,True,2.0,2026-08-25T12:43:37.609184+00:00,2,2,2,0,2,0,True,True,True,False,False,False,False,False
BOD121,Eskiyalı Otel,Ortakent-Yahşi,,,NOT_FOUND,0.0,False,,2026-08-25T12:43:48.400402+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD122,Florida Otel,Ortakent-Yahşi,,,NOT_FOUND,0.0,False,,2026-08-25T12:43:59.412321+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD123,Hotel Marma Beach,Ortakent-Yahşi,Hotel Long Beach Resort,https://www.sikayetvar.com/hotel-long-beach-resort,REVIEW_REQUIRED,0.42,True,22.0,2026-08-25T12:44:19.357047+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD124,Irmak Boutique Hotel,Ortakent-Yahşi,Irmak Boutique Hotel,https://www.sikayetvar.com/irmak-boutique-hotel,FOUND_EXACT,0.7,True,1.0,2026-08-25T12:44:28.352590+00:00,1,1,1,0,1,0,True,True,True,False,False,False,False,False
BOD125,Kefi Beach Bodrum,Ortakent-Yahşi,The Plaza Bodrum,https://www.sikayetvar.com/the-plaza-bodrum,REVIEW_REQUIRED,0.3711,True,8.0,2026-08-25T12:44:38.752321+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD126,Khai Hotel Bodrum,Ortakent-Yahşi,Khai Hotel | Bodrum,https://www.sikayetvar.com/khai-hotel-bodrum,PAGE_FOUND_NO_COMPLAINT,0.85,True,0.0,2026-08-25T12:44:45.826250+00:00,0,0,0,0,0,0,True,True,False,True,False,False,False,False
BOD127,Kriss Hotel,Ortakent-Yahşi,,,NOT_FOUND,0.0,False,,2026-08-25T12:44:57.024927+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD128,Lugga Boutique Hotel & Beach,Ortakent-Yahşi,,,NOT_FOUND,0.0,False,,2026-08-25T12:45:09.847879+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD129,Meggs Bodrum,Ortakent-Yahşi,,,NOT_FOUND,0.0,False,,2026-08-25T12:45:17.360628+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD130,Petunya Beach Resort,Ortakent-Yahşi,Petunya Beach Resort,https://www.sikayetvar.com/petunya-beach-resort,FOUND_EXACT,0.7,True,13.0,2026-08-25T12:45:26.707157+00:00,13,13,13,0,13,0,True,True,True,False,False,False,False,False
BOD131,Regia Mare Beach Hotel Bodrum,Ortakent-Yahşi,Regia Mare Beach Hotel Bodrum,https://www.sikayetvar.com/regia-mare-beach-hotel-bodrum,PAGE_FOUND_NO_COMPLAINT,0.85,True,0.0,2026-08-25T12:45:32.245467+00:00,0,0,0,0,0,0,True,True,False,True,False,False,False,False
BOD132,Viras Hotel & Beach,Ortakent-Yahşi,Ephesia Holiday Beach Club,https://www.sikayetvar.com/ephesia-holiday-beach-club,REVIEW_REQUIRED,0.3907,True,24.0,2026-08-25T12:45:46.917552+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD133,Yahşi Beach Hotel & Restaurant,Ortakent-Yahşi,,,NOT_FOUND,0.0,False,,2026-08-25T12:45:59.585666+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD134,Yakamoz Otel,Ortakent-Yahşi,Yakamoz Tantuni,https://www.sikayetvar.com/yakamoz-tantuni,REVIEW_REQUIRED,0.4667,True,4.0,2026-08-25T12:46:09.135023+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD135,Yılmaz Hotel | Bodrum Ortakent Otelleri,Ortakent-Yahşi,,,NOT_FOUND,0.0,False,,2026-08-25T12:46:18.063391+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD136,Zest Exclusive Hotel and Spa,Ortakent-Yahşi,,,NOT_FOUND,0.0,False,,2026-08-25T12:46:28.701032+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD137,Armagan Apart Hotel,Torba,,,NOT_FOUND,0.0,False,,2026-08-25T12:46:39.449710+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD138,Bodrum Blue Bay Otel,Torba,,,NOT_FOUND,0.0,False,,2026-08-25T12:46:48.272451+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD139,Casa Dell'arte Otel,Torba,,,NOT_FOUND,0.0,False,,2026-08-25T12:46:58.888040+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,Torba,DoubleTree By Hilton,https://www.sikayetvar.com/doubletree-by-hilton,NOT_FOUND,0.3944,True,22.0,2026-08-25T12:47:08.438833+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD141,DUJA BODRUM,Torba,Duja Hotels,https://www.sikayetvar.com/duja-hotels,NOT_FOUND,0.3733,True,22.0,2026-08-25T12:47:15.844567+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD142,Hotel Torbahan,Torba,Torbahan Hotel,https://www.sikayetvar.com/torbahan-hotel,REVIEW_REQUIRED,0.55,True,1.0,2026-08-25T12:47:26.802827+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD143,Hotel Zeytinada,Torba,,,NOT_FOUND,0.0,False,,2026-08-25T12:47:37.724192+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD144,Mira Suites,Torba,Mira Beach | Bodrum,https://www.sikayetvar.com/mira-beach-bodrum,REVIEW_REQUIRED,0.55,True,7.0,2026-08-25T12:47:46.824451+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD145,Moyo Luxury Hotel & Beach,Torba,,,NOT_FOUND,0.0,False,,2026-08-25T12:47:59.365382+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD146,Olivia Hotel,Torba,Olivia,https://www.sikayetvar.com/olivia,REVIEW_REQUIRED,0.4667,True,0.0,2026-08-25T12:48:07.088655+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD147,Omar Hotel & Suites,Torba,,,NOT_FOUND,0.0,False,,2026-08-25T12:48:19.570351+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD148,Rixos Premium Bodrum,Torba,Rixos Hotels,https://www.sikayetvar.com/rixos-hotels,NOT_FOUND,0.392,True,23.0,2026-08-25T12:55:41.769941+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD149,Roota Bodrum,Torba,Bodrum Feribot İşletmeciliği,https://www.sikayetvar.com/bodrum-feribot-isletmeciligi,REVIEW_REQUIRED,0.3115,True,6.0,2026-08-25T12:48:32.899924+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD150,Samara Hotel,Torba,Samara Hotel Bodrum,https://www.sikayetvar.com/samara-hotel-bodrum,PAGE_FOUND_NO_COMPLAINT,0.85,True,0.0,2026-08-25T12:48:42.130657+00:00,0,0,0,0,0,0,True,True,False,True,False,False,False,False
BOD151,Sarpedor Boutique Hotel & SPA,Torba,Sarpedor Boutique Hotel,https://www.sikayetvar.com/sarpedor-boutique-hotel,REVIEW_REQUIRED,0.644,True,2.0,2026-08-25T12:48:56.832883+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD152,"Susona Bodrum, LXR Hotels & Resorts",Torba,,,NOT_FOUND,0.0,False,,2026-08-25T12:49:05.721731+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD153,The Oba Hotel,Torba,The Oba Hotel,https://www.sikayetvar.com/the-oba-hotel,FOUND_EXACT,0.7,True,10.0,2026-08-25T12:49:13.196730+00:00,10,10,10,0,10,0,True,True,True,False,False,False,False,False
BOD154,Toka Bodrum Hotel & Beach Club,Torba,Toka Bodrum Hotel & Beach Club,https://www.sikayetvar.com/toka-bodrum-hotel-beach-club,PAGE_FOUND_NO_COMPLAINT,0.85,True,0.0,2026-08-25T12:49:20.491492+00:00,0,0,0,0,0,0,True,True,False,True,False,False,False,False
BOD155,Trend Life | Trendlife Hotels & Beach Club Bodrum Torba,Torba,,,NOT_FOUND,0.0,False,,2026-08-25T12:49:29.479863+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD156,Voyage Torba,Torba,Voyage Hotels,https://www.sikayetvar.com/voyage-hotels,NOT_FOUND,0.448,True,10.0,2026-08-25T12:49:37.324461+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD157,Voyage Torba Private,Torba,Voyage Hotels,https://www.sikayetvar.com/voyage-hotels,NOT_FOUND,0.4242,True,10.0,2026-08-25T12:49:44.667352+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD158,Arin Resort Bodrum,Turgutreis,Arin Resort Bodrum,https://www.sikayetvar.com/arin-resort-bodrum,FOUND_EXACT,0.85,True,1.0,2026-08-25T12:49:50.176385+00:00,1,1,1,0,1,0,True,True,True,False,False,False,False,False
BOD159,Bodrum Ada Otel Turgutreis,Turgutreis,,,NOT_FOUND,0.0,False,,2026-08-25T12:49:57.547134+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD160,La Blanche Resort Bodrum,Turgutreis,La Blanche Resort & Spa Bodrum,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum,FOUND_HIGH_CONFIDENCE,0.7763,True,12.0,2026-08-25T12:55:39.116259+00:00,12,12,12,0,12,0,True,True,True,False,False,False,False,False
BOD161,MyElla Hotel Resort & Spa,Turgutreis,My Ella Resort & Spa,https://www.sikayetvar.com/my-ella-resort-spa,REVIEW_REQUIRED,0.5805,True,21.0,2026-08-25T12:50:14.495569+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD162,Rammos Managed by Dedeman,Turgutreis,Dedeman Hotels,https://www.sikayetvar.com/dedeman-hotels,REVIEW_REQUIRED,0.2513,True,22.0,2026-08-25T12:50:24.193900+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD163,Sundance Resort,Turgutreis,,,NOT_FOUND,0.0,False,,2026-08-25T12:50:35.495011+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD164,Swissôtel Resort Bodrum Sahili,Turgutreis,,,NOT_FOUND,0.0,False,,2026-08-25T12:50:46.023296+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD165,Caja by Maxx Royal,Türkbükü,,,NOT_FOUND,0.0,False,,2026-08-25T12:50:54.936729+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD166,Divan Bodrum,Türkbükü,Divan Hotels,https://www.sikayetvar.com/divan-hotels,NOT_FOUND,0.4118,True,17.0,2026-08-25T12:51:00.847191+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD167,Elista Hotel & Spa,Türkbükü,,,NOT_FOUND,0.0,False,,2026-08-25T12:51:16.263803+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD168,Kuum Hotel & SPA Bodrum,Türkbükü,Kuum Hotel & SPA Bodrum,https://www.sikayetvar.com/kuum-hotel-spa-bodrum,FOUND_EXACT,0.85,True,1.0,2026-08-25T12:51:23.675036+00:00,1,1,1,0,0,1,True,True,False,False,False,False,False,False
BOD169,MACAKIZI BODRUM,Türkbükü,,,NOT_FOUND,0.0,False,,2026-08-25T12:51:30.715788+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD170,No:81 Hotel,Türkbükü,,,NOT_FOUND,0.0,False,,2026-08-25T12:51:41.780767+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD171,4 reasons Hotel Yalikavak,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:51:50.617715+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD172,Ailla Yalıkavak,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:51:57.932497+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD173,Allium Bodrum Resort & Spa,Yalıkavak,Allium Bodrum Resort & Spa,https://www.sikayetvar.com/allium-bodrum-resort-spa,PAGE_FOUND_NO_COMPLAINT,0.85,True,0.0,2026-08-25T12:52:06.681087+00:00,0,0,0,0,0,0,True,True,False,True,False,False,False,False
BOD174,Arts Hotel Bodrum Yalıkavak,Yalıkavak,Art Suites Hotel | Yalıkavak,https://www.sikayetvar.com/art-suites-hotel-yalikavak,REVIEW_REQUIRED,0.7587,True,1.0,2026-08-25T12:52:17.369079+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD175,Avantgarde Refined Hotel | Yalıkavak,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:52:27.551890+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD176,Blue Point Yalikavak,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:52:34.980203+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD177,Delta Hotels By Marriott Bodrum,Yalıkavak,Delta Hotels Marriott Bodrum,https://www.sikayetvar.com/delta-hotels-marriott-bodrum,REVIEW_REQUIRED,0.8033,True,13.0,2026-08-25T12:52:43.611998+00:00,0,0,0,0,0,0,True,False,False,False,False,True,False,False
BOD178,Highlight Hotel Yalıkavak,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:52:53.601839+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD179,Lizbonia Otel Yalikavak,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:53:02.589219+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD180,MGallery The Bodrum Hotel Yalıkavak,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:53:09.590890+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD181,Palmalife Bodrum Resort & Spa,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:53:20.231924+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD182,Root Redrock Villas Yalıkavak - Bodrum,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:53:25.413836+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD183,Ruins Luxury Resort,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:53:36.041002+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD184,Sea Palm Otel -YALIKAVAK,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:53:45.218708+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD185,Sezz Hotels Spa Wellness Yalıkavak,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:53:54.140614+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD186,Sirene Luxury Hotel Bodrum,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:54:03.702038+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD187,Spektr Boutique Hotel Yalikavak,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:54:12.500899+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD188,Tangiers Hotel Yalıkavak,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:54:21.312663+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD189,The Bodrum EDITION,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:54:28.282139+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD190,The Sign Highlight Hotel,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:54:39.291038+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD191,Yalıkavak Marina Hotel by METT Collection,Yalıkavak,,,NOT_FOUND,0.0,False,,2026-08-25T12:54:48.078742+00:00,0,0,0,0,0,0,True,False,False,False,True,False,False,False
BOD192,Yalıpark Beach Hotel,Yalıkavak,Yalıpark Beach Hotel,https://www.sikayetvar.com/yalipark-beach-hotel,PAGE_FOUND_NO_COMPLAINT,0.7,True,0.0,2026-08-25T12:54:55.243733+00:00,0,0,0,0,0,0,True,True,False,True,False,False,False,False
