review_id,hotel_id,hotel_name,area,review_rating,rating_group,review_date,review_text_clean,review_word_count,potential_pii_flag,aspect_count,aspect_STAFF_SERVICE,aspect_CLEANLINESS_HYGIENE,aspect_FOOD_BEVERAGE,aspect_ROOM,aspect_BEACH_SEA,aspect_POOL,aspect_FACILITIES_MAINTENANCE,aspect_RESERVATION,aspect_PAYMENT_REFUND,aspect_PRICE_VALUE,aspect_CHECKIN_CHECKOUT,aspect_AIR_CONDITIONING,aspect_NOISE,aspect_FAMILY_CHILDREN,aspect_TRANSPORT_TRANSFER,aspect_MANAGEMENT_COMMUNICATION,aspect_SPA_WELLNESS,aspect_SAFETY_SECURITY
gma_9ab38859801b67a9818de19e,BOD068,Selectum Colours Bodrum,Gümbet,5,HIGH,2026-07-26,"Tatilimiz boyunca her anından büyük keyif kaybı, beklentilerimizin üzerinde bir konaklama deneyimi yaşandı. Otele giriş yaptığımız ilk andan itibaren güler yüzlü, ilgi ve profesyonellik bizi çok mutlu etti. …",29,False,3,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
gma_6770015657d0452d3aeada64,BOD068,Selectum Colours Bodrum,Gümbet,5,HIGH,2026-08-11,"Selectum Colours Bodrum’da geçirdiğim tatilden genel olarak çok memnun kaldım. Otele girişten itibaren güler yüzlü bir karşılama vardı ve tüm tatil boyunca personelin ilgisi hiç eksik olmadı. Yemekler otelin en güçlü yönlerinden biri. Ana restoranda kahvaltıdan akşam yemeğine kadar oldukça geniş bir çeşitlilik sunuluyor. Et, tavuk, balık, ızgara çeşitleri, salatalar, tatlılar ve dünya mutfağından farklı lezzetler her gün özenle hazırlanıyor. Yemeklerin lezzeti ve sunumu gerçekten başarılıydı. Ana restoran ekibinin ilgisi ve özellikle Fırat Bey’in misafirlere yaklaşımı, düzeni ve profesyonelliği takdire değerdi. Misafir ilişkileri tarafında Melike Hanım’ın ilgisi ayrıca teşekkür edilmeyi hak ediyor. Güler yüzü, çözüm odaklı yaklaşımı ve misafir memnuniyetine verdiği önem sayesinde kendimizi gerçekten değerli hissettik. Her konuda yardımcı olmaya çalışması tatilimizi daha da keyifli hale getirdi. Otelin 7/24 hizmet veren restoranı büyük bir avantaj. Günün hangi saatinde acıkırsanız acıkın kaliteli ve lezzetli yiyeceklere ulaşabiliyorsunuz. Hamburger, pizza, makarna ve diğer atıştırmalıklar hem lezzetli hem de hızlı servis ediliyor. A la carte restoranlar da oldukça başarılıydı. Özellikle İtalyan ve deniz ürünleri restoranlarında hem servis kalitesi hem de yemeklerin lezzeti beklentimizin üzerindeydi. Rezervasyon sistemi düzenli çalışıyor ve çalışanlar misafirlerle yakından ilgileniyor. Denizi tertemiz ve berrak. İskeleler oldukça kullanışlı, havuzlar geniş ve bakımlı. Gün boyunca animasyon ekibi eğlenceli aktiviteler düzenliyor, akşamları ise canlı müzik ve profesyonel gösteriler sayesinde otelde keyifli vakit geçiriliyor. Odaların temizliği düzenli yapılıyor, minibar her gün yenileniyor ve ortak alanlar genel olarak bakımlı. Otelin Bodrum merkeze yakın konumu da büyük bir avantaj. İsteyenler kısa sürede merkeze ulaşabilirken, otelin içinde de tatili dolu dolu geçirmek mümkün.",246,False,10,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False
gma_b248a3d58b53d3c3c38d254b,BOD068,Selectum Colours Bodrum,Gümbet,5,HIGH,2026-07-26,"Tatilimiz boyunca bu otelde geçirdiğimiz her an gerçekten çok keyifliydi. Daha giriş yaptığımız ilk andan itibaren güler yüzle karşılandık ve kendimizi evimizde gibi hissettik. Tesis son derece temiz, düzenli ve bakımlıydı. Odalar ferah, konforlu ve her gün özenle temizleniyordu. Ortak alanların hijyenine gösterilen özen de takdire şayandı. Yemekler oldukça lezzetli ve çeşitliydi. Her öğünde farklı damak zevklerine hitap eden seçenekler bulunuyordu. Tatlılar, taze meyveler ve atıştırmalıklar da çok başarılıydı. Restoran çalışanları her zaman nazik, güler yüzlü ve ilgiliydi. Havuzlar, plaj ve tüm sosyal alanlar oldukça temiz ve düzenliydi. Animasyon ekibi gün boyu eğlenceli etkinlikler düzenleyerek hem çocukların hem de yetişkinlerin güzel vakit geçirmesini sağlıyordu. Ailece rahatlıkla tercih edilebilecek, huzurlu ve kaliteli bir otel. Özellikle Misafir İlişkileri departmanından Sadiye Hanım’a ayrıca teşekkür etmek isteriz. Tatilimiz boyunca her konuda bizimle yakından ilgilendi, tüm sorularımıza sabırla yardımcı oldu ve her zaman güler yüzüyle yanımızdaydı. Misafir memnuniyetini gerçekten önemseyen, işini büyük bir özveriyle yapan değerli bir çalışan. Kendisi sayesinde tatilimiz çok daha özel ve unutulmaz hale geldi. Bu güzel deneyimi yaşamamızı sağlayan tüm otel çalışanlarına teşekkür ediyoruz. Profesyonel hizmet anlayışı, sıcak atmosferi ve kaliteli hizmetiyle kesinlikle tavsiye edeceğimiz bir otel. İlk fırsatta tekrar gelmeyi sabırsızlıkla bekliyoruz. Her şey için sonsuz teşekkürler!",197,False,10,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False
gma_7603353bc4f4c50d328a2d64,BOD068,Selectum Colours Bodrum,Gümbet,4,HIGH,2026-07-26,"Otelde 5 gece konaklama yaptık. Konaklamamız boyunca otelin genel temizliğinden oldukça memnun kaldık. Odalar eski. Deniz güzeldi, sadece yer yer taşlı olması nedeniyle deniz ayakkabısı faydalı olabilir. Havuz ise oldukça temiz ve keyifliydi. Personelin genel yaklaşımı çok güler yüzlü ve yardımseverdi. Sadece 7/24 bölümünde çalışan garsonların ilgisini diğer ekibe göre biraz yetersiz bulduk. Ana restoranın yemekleri ise maalesef beklentimizi karşılamadı. Özellikle et ürünleri hem görüntü hem de lezzet açısından bize kaliteli gelmedi ve çoğunu tercih etmedik. Buna karşın içecek kalitesinden oldukça memnun kaldık. Tatilimizi güzelleştiren en önemli şey ise çalışanların samimiyeti oldu. Her yere yetişen, güler yüzü ve iyi kalbiyle tatilimiz boyunca adeta arkadaşımız olan Ömer Soyak'a ayrıca teşekkür etmek istiyoruz. Bunun yanında Visko'dan Sedat'a, resepsiyondan Ege Bey'e, ayrıca Hasan ve Hüseyin kardeşlere de ilgi ve emekleri için çok teşekkür ederiz. Onlar sayesinde tatilimiz çok daha keyifli geçti.",138,False,6,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
gma_b307809c0b6a3cf876f3dda7,BOD068,Selectum Colours Bodrum,Gümbet,5,HIGH,2026-06-26,"Selectum Colours Bodrum'da geçirdiğimiz tatil gerçekten unutulmazdı. Daha otele giriş yaptığımız ilk andan itibaren personelin samimi yaklaşımı ve profesyonel hizmet anlayışı sayesinde kendimizi çok özel hissettik. Tesisin temizliği, düzeni ve genel atmosferi son derece başarılıydı. Odalar geniş, modern ve oldukça konforluydu. Her gün özenle temizlenmesi sayesinde tatil boyunca rahat ve huzurlu bir konaklama deneyimi yaşadık. Otelin denize sıfır konumu ve eşsiz manzarası ise ayrı bir güzellik katıyordu. Yemekler oldukça çeşitli ve lezzetliydi. Açık büfede her öğünde farklı seçenekler bulunuyor, özellikle ızgaralar, tatlılar ve yöresel lezzetler büyük beğeni topluyordu. Restoran ve bar çalışanlarının güler yüzlü hizmeti de tatilimizi daha keyifli hale getirdi. Otelin en beğendiğimiz yönlerinden biri ise animasyon ve spor aktiviteleriydi. Gün boyunca düzenlenen su sporları, havuz oyunları, dart, masa tenisi, plaj voleybolu, fitness etkinlikleri ve çeşitli turnuvalar sayesinde hiç sıkılmadık. Animasyon ekibi son derece enerjik, ilgili ve eğlenceliydi. Misafirleri aktivitelere dahil etmekte oldukça başarılıydılar ve herkesin keyifli vakit geçirmesini sağlıyorlardı. Akşam gösterileri, canlı müzik performansları ve eğlence programları da profesyonelce hazırlanmıştı. Havuzları, plajı, spor olanakları, eğlence programları ve kaliteli hizmet anlayışıyla Selectum Colours Bodrum hem dinlenmek hem de aktif bir tatil geçirmek isteyenler için mükemmel bir seçenek. Tatil boyunca gösterdikleri ilgi ve misafirperverlik için tüm çalışanlara teşekkür ederiz. Harika anılarla ayrıldığımız bu güzel otele tekrar gelmek için şimdiden sabırsızlanıyoruz. Bodrum'da kaliteli, eğlenceli ve keyifli bir tatil arayan herkese gönül rahatlığıyla tavsiye ederim.",223,False,8,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False
gma_9342d0032cec1cdfae97682e,BOD068,Selectum Colours Bodrum,Gümbet,2,LOW,2026-08-04,"Otelde 19-25 temmuz arası 7 gün konaklama yaptık. Otel odaları yenilenmiş ancak yataklar çok rahatsız. Odadaki tv eski model küçük bir tv. Kara tarafı odaları birbirine bakıyor. Oda kapısı odanın pencere kısmı oluyor. Otel konumu güzel denizi dalgasız. Ancak otel temmuz dönemi kapasitesinin üzerinde çalışıyor. Boş yer bulmak çok zor. Çok erken saat te havlu ile yer kapmanız gerekiyor aksi halde yer bulmak çok zor. Otel kapasitesinin üzerinde çalıştığı için birşey almak için çok fazla sıra bekleniyor; örneğin gözleme almak için 45 dk beklerseniz anca alabiliyorsunuz veya ana restaurantta herkesin sevdiği bir et varsa uzun kuyruk oluşuyor. Ek olarak yemeklerin lezzeti ve kalitesi düşük,. Otelin barlarında muadil alkollü içecekler var , kahve makineleri granül kahve. Sadece reception barında çekirdek kahve bulabiliyorsunuz. Havuz suyunun steril olduğunu düşünmüyorum ben ve eşim hastalandık solunum yolu enfks teşhisi aldım.Fiyat performans olarak bana göre , fiyatına göre düşük performansta. Otel ile ilgili en çok memnun kaldığım şey otelin personeli. Puanlama olsa 10 yıldız veririm kendilerine. Otelin over kapasitesine rağmen canla başla çalışıyorlar herşeyi halletmeye çalışıyorlar , güler yüzlerini eksik etmiyorlar. Burdan bir kez daha emekçi personele sevgi ve saygılarımı iletiyorum .",186,False,8,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False
gma_7d7d84fe781483b190fcff86,BOD068,Selectum Colours Bodrum,Gümbet,1,LOW,2026-08-04,Selectum Colors Bodrum'un puanına aldanıp gittik. Siz aldanmayın. Otel içinde gezip müşterilere olumlu yorum yaptirmaya çalışan bir ekip var. İkna edebilirse hemen o an yorum arttırıyorlar. Bir çok insanda kıramıyor tabi ki Otel karşılamada çok zayıf. O pozisyonda ki birinin enerjisi ve güler yüzü ön planda olmalı. Nehir Hanımdan bunu göremedik. Son derece ilgisiz ve soğuktu. Sonrasında odamıza geçmek için uzun bir süre bellboy bekledik. Yanlış hatırlamıyorsam adı Murat'tı. 5 karış surat ile geldi tek kelime etmeden odayı gösterdi ve gitti. Oda tanıtımı vs yok. Çıkarken de sanki hasmına bakıyor gibi bakıyor. Farklı psikolojiler cidden. Otelde lobi bar 12 den sonra kapalı. Onun yerine 7/24 restorant gibi bir konsept oluşturmuşlar. Düşünce güzel fakat çoğu zaman yer yok insanlar ayakta bekliyor. Ayrıca burada çalışan garsonların tutumu çok enteresan. Bir çay istiyorsun yarım saat sonra geliyor. Fakat gelen müşteri yabancıysa ilgi alaka sohbet muhabbet hizmet harika. O muameleyi gördükten sonra bir daha uğramadık. Otelde genel olarak personel azlığı ile ilgili bir sıkıntı var. Akşam yemeklerinde içecek servisleri yetişmiyor. Ben ve benim gibi bir çok kişi içeceklerini kendi gidip aldı. Animasyon ekibi zayıf. Bir kaç etkinlik yapıp bırakıyorlar. Sadece animasyon ekibi için gidilecek otellerde kaldım. Burası kesinlikle zayıftı. Odaların ses yalıtımı berbat. Yan ve al odanın konuşmalarını aynen duyuyorduk. Gece 3 de dışarıdan gelen bass seslerini söylemiyorum bile. Yemekhanede çeşit az olsada lezzetliydi. Odalar günlük temizleniyor. Bir gün çakmağımı kaybettim. Saat 12.30-01.00 sularında lobiye gidip çakmak sordum. Personel bana araba varsa tekelden alabilirsin dedi. :) çözüm bu. Ertesi gün sigaram bitti otel marketinde 100 liralık sigarayı 300 TL ye sattılar. Koskoca otel benim 200 TL me tenezzül ediyor. Asla tavsiye etmiyorum.,268,False,5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
gma_c6c21d20ecdc0d3d77b3260c,BOD068,Selectum Colours Bodrum,Gümbet,5,HIGH,2026-07-26,"Selectum Colours Bodrum’da geçirdiğimiz tatilden gerçekten çok memnun kaldık. Otelin konumu, atmosferi, denize yakınlığı, genel temizliği ve sunduğu hizmetler tatilimizi çok keyifli hale getirdi. Daha ilk andan itibaren hem çalışanların ilgisi hem de otelin sıcak ortamı bize kendimizi rahat ve özel hissettirdi. Özellikle ailece tatil yapanlar için çok konforlu, düzenli ve huzurlu bir otel olduğunu söyleyebilirim. Otelin genel alanları oldukça temiz ve bakımlıydı. Hem odalarda hem ortak kullanım alanlarında düzen hissediliyordu. Yemek çeşitliliği de gayet güzeldi; her gün farklı seçenekler olması, hem yetişkinler hem çocuklar için uygun alternatifler bulunması çok hoşumuza gitti. Havuz alanları, sahil kısmı ve otelin genel ambiyansı gerçekten dinlenmek ve keyif yapmak için çok uygundu. Gün içinde otelde sıkılmadan vakit geçirilebiliyor, akşamları da çok güzel bir tatil havası oluyor. Ama özellikle ayrıca belirtmek istediğim bir konu var: Misafir ilişkileri ekibinden Sadiye Hanım. Kendisi tatilimiz boyunca bizimle çok ilgili, nazik, güler yüzlü ve çözüm odaklıydı. Her konuda sabırla yardımcı olması, sorularımıza içtenlikle yaklaşması ve bizi gerçekten önemseyerek ilgilenmesi çok kıymetliydi. Sadece görevini yapan biri gibi değil, misafirin memnuniyetini gerçekten önemseyen biri gibi davrandı. Bu da tatil deneyimimizi çok daha güzel hale getirdi. Güler yüzü, profesyonelliği, ilgisi ve samimiyeti için kendisine ayrıca çok teşekkür etmek istiyorum. Böyle çalışanlar bir oteli gerçekten farklı bir seviyeye taşıyor. Genel olarak Selectum Colours Bodrum’dan çok memnun ayrıldık. Hem dinlenmek hem keyifli zaman geçirmek hem de güzel bir tatil anısı biriktirmek isteyenler için gönül rahatlığıyla tavsiye edebileceğim bir otel. Başta misafir ilişkilerinden Sadiye Hanım olmak üzere emeği geçen tüm ekibe teşekkür ederiz. Tekrar gelmek isteyeceğimiz bir tatil oldu.",254,False,8,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False
gma_8ae60425f4ba5427423f9461,BOD068,Selectum Colours Bodrum,Gümbet,4,HIGH,2026-06-26,"Hizmet ve İmkan Çeşitliliği Çok Fazla, Ancak Teknik ve Yapısal Sorunlar Mevcut Otelde konakladığımız süre boyunca hem profesyonel yaklaşımlar hem de ciddi aksaklıklarla karşılaştık. Giriş Deneyimi ve Hizmet: Giriş günü, otel muhasebe sisteminden kaynaklanan bir sorun nedeniyle oldukça tatsız bir başlangıç yaptık. Ödememizi yaptığımızı kredi kartı ekstrelerimizle ispat etmemize rağmen, muhasebe tarafı hatayı bir türlü bulamadığı için 3 saat boyunca lobide bekletildik. Bu süreçte Sultan Hanım sorunu çözmek için çok çaba sarf etti ancak teknik nedenlerle kaynak bulunamadı. En nihayetinde Sultan Hanım’ın müdürü olan Hanımefendi, ekstrelerimizi inceleyip bize güvenerek odaya geçişimiz için onay verdi. Kendilerine bu insani ve çözüm odaklı yaklaşımları için teşekkür ederim. Konaklama ve Oda Kalitesi: Oda kalitesi ve genel konfor açısından otele 10 üzerinden 9 verebilirim; odalar oldukça iyi tasarlanmış. Ancak çok kritik bir sorun var: Ses yalıtımı neredeyse yok. Duvarlar o kadar ince ki yan odada veya koridorda fısıltıyla konuşulanlar bile odanın içindeymiş gibi duyuluyor. Bu durum huzurlu bir konaklamayı engelliyor. Yemekler ve İmkanlar: Otelin imkanları ve hizmet çeşitliliği takdire şayan. 7/24 açık barı ve her an ulaşılabilir yemek imkanı olması büyük bir artı. Ancak bu kadar bol hizmetin yanında yemeklerin kalitesi maalesef vasat/orta seviyede kalmış. Çeşitlilikten ziyade lezzet ve kaliteye daha çok odaklanılması gerektiğini düşünüyorum. Genel Atmosfer: Havuz ve etkinlikler oldukça başarılı ve eğlenceli. Denizi ise taşlık ve biraz bulanık olduğu için orta seviyede diyebilirim. Sonuç: Konumu güzel, personeli (özellikle Sultan Hanım ve Müdürü) ilgili ve imkanları çok geniş bir tesis. Eğer yemek kalitesi artırılır, muhasebe/sistem sorunları giderilir ve oda yalıtımına çözüm bulunursa çok daha iyi bir işletme olabilir",254,False,11,True,False,True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,False
gma_e01437342ce1ea316fe17e0f,BOD068,Selectum Colours Bodrum,Gümbet,3,MIXED,2026-07-26,"Deneyimli bir otelci olarak soylemeliyim ki cok ortalama bir otelin nasil bu kadar yuksek puan aldigini anlamadim. Otelin konumu, denizi, odalara giden yollarin yesillik icinde olmasi cok guzel. Fakat.. Yemekler ve temizlik maalesef cok iyi degildi. Hayatimda gordugum en lakayit animasyon ekibiydi. Elinde sigaralarla havuz basinda musterilerle yuksek kahkalar, ellerinde icecekleri ile disiplinden cok uzaktalar maalesef. Kids club sacma gosteri ve danslardan ibaret stajyerlere ogrettikleri ayni figurleri hergun tekrar edip duruyorlar. Otele gelen dansci ekipler cok iyidi, otelin en iyi calisanlari resepsiyon ve belboylardi. Cok saygili ve isini duzgun yapan bir front office ekibi. Garsonlarda ellerinden geldigince iyi hizmet vermeye calisiyorlar haklarini vermek isterim. Mutfagin pastaci bolumu kesinlikle gelistirilmeli, tatlilar cok vasat maalesef. Temizlik ve hijyen konusunda cektigim fotograflari paylasalarak oteli kotulemek istemem, otel yoneticileri kendilerini gelistirmek adina irtibata gecerlerse kendilerine iletirim. Maalesef bir daha asla gelmeyecegim bir otel, herkese iyi tatiller.",142,False,6,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
gma_58986899581de834d7788cda,BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,1,LOW,2026-07-28,"17 Temmuz tarihinde ailemle birlikte bu otelde konakladık. Maalesef daha ilk dakikalardan itibaren yaşadığımız deneyimler nedeniyle tatilimiz beklentimizin oldukça altında kaldı. Otele giriş yaptıktan sonra odamızın 15-20 dakika içinde hazır olacağı söylenerek restorana yönlendirildik. Ancak restoranda karşılaştığımız manzara hiç hoş değildi. Birçok masada kirli tabak ve bardaklar duruyordu. İçeceklerimiz geldiğinde bardaklardan biri yıkanmamıştı, çorba kaselerinde kalıntılar vardı ve salatanın içinde toprak ile yabancı maddeler gördük. Durumu mutfak şefine ilettim, ilk kez yaşandığını söyledi ancak ilk günden hijyen konusunda güvenimiz sarsıldı. Yaşananlardan sonra tatili iptal etmeyi düşündük. Ancak o dönem bölgede otel bulmak çok zordu ve bulabildiklerimiz yaklaşık 80-100 bin TL daha pahalıydı. Bu nedenle konaklamaya devam etmek zorunda kaldık. Odamız temizdi ve bu konuda bir sorun yaşamadık. Fakat bize “sessiz oda” denilmesine rağmen çocuk aquaparkının hemen yanında konakladık. Her akşam yaklaşık 21.00’de başlayan müzik 23.00-23.30’a kadar sürdü ve odanın içinde hissedilecek kadar yüksekti. Yemek çeşitliliği ve kalitesi de beklentimizin altındaydı. Dört akşam boyunca ızgara bölümünde neredeyse aynı menü vardı. Saat 20.30 civarında tatlılar bitiyor, neden yenilenmediğini sorduğumuzda ise “Bu saatten sonra gelen olmaz.” cevabını alıyorduk. Açık büfe bölümünde sinekler dolaşıyordu. Ayrıca bazı personelin servis sırasında kaşık veya maşa yerine eliyle yiyeceklere temas ettiğini gördüm. Uyardığımda bunun doğru olmadığını kabul etmelerine rağmen uygulama devam etti. Bu durum beni en çok rahatsız eden konulardan biri oldu. Barda şişe soda istediğinizde “yok” deniliyor ancak bazı misafirlere veya görevlilere verildiğini görüyorsunuz. Bu da hizmet standardı açısından hoş bir izlenim bırakmadı. Olumlu yönleri de söylemek isterim. Otelin koy içinde, ormanla iç içe konumu gerçekten çok güzel. Odamız her gün düzenli şekilde temizlendi. En büyük teşekkürü ise otelde canla başla çalışan genç personele etmek isterim. Sabah akşam aynı arkadaşları gördük; yoğun tempoya rağmen güler yüzlerini korumaya çalışıyorlardı. Yaşanan aksaklıkların sorumluluğunu onlara yüklemek doğru olmaz. Açıkçası ETS Tur’daki 8,6 puanı görünce şaşırdım. Bu tamamen benim kişisel deneyimimdir ancak yaşadıklarımız doğrultusunda otelin 7,0-7,2 seviyesinde bir puanı daha gerçekçi yansıtacağını düşünüyorum. ETS Tur’un da bu tür tesislerde düzenli ve bağımsız kalite denetimleri yapmasının faydalı olacağı kanaatindeyim. Sonuç olarak bu tesisi tekrar tercih etmem. Benzer bir tatilde imkânım varsa biraz daha fazla ödeyip farklı bir oteli seçerim. Çünkü tatilde en önemli beklentim hijyen, hizmet kalitesi ve misafire verilen değerdir. Maalesef bu konularda beklentilerimizi karşılayamadı.",364,False,11,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False
gma_2acf86cf8f60372726a91889,BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,1,LOW,2026-07-26,"BU OTELDE CİDDİ HİJYEN PROBLEMLERİ VAR VE LÜTFEN BURAYA GİDECEKLER DİKKAT ETSİN. ASLA TAVSİYE ETMİYORUM.|Öncelikle otelde çok ciddi problemler var. Hijyen en başta geliyor her taraf ama her taraf kara sinek, sivrisinek. …",33,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gma_fad1238497d600f8357f1d69,BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,5,HIGH,2026-07-26,"Haziran ayı sonunda bir konaklama gerçekleştirdik, odamıza giriş saatinden daha erken giriş yaptık bu güzel bir durumdu hotelden genel anlamda epey memnun kaldım fiyat performans diyebilirim. 1- Hotelin denizi muazzam dalgasız ve su durgun ayrıca epey berraktı, plajda şezlong ve şemsiyeleri rahatça yer bulabilirsiniz. 2- Hotelin özel bir koy içerisinde yer alması sessiz sakin ve huzurlu bir ortam oluşturuyor. Peyzajı göze hoş geliyor etraf temizdi. 3- Alkol konusunda cin ve votka için Gilbey’s markasını kullandıklarını gördüm viski için J&B ve Johnnie Walker Red Label mevcuttu bira olarak fıçı bira servis ediliyordu gayet yeterliydi. Kokteyl menüsü yapmalarını gayet olumlu buldum seçenekleri mevcuttu. 4- Yemek konusunda ızgara bölümünde genellikle öğle ve akşam yemeklerinde dana köfte ve balık sabitti ayrıca yanına tavuk veya hindi çıkarılıyordu bir gün ise dana ciğer sunumu yapılmıştı. Mezeleri çeşitli ve lezzetliydi. Meyve seçenekleri farklı farklıydı. Tatlı bölümüne epey özeniliyordu baklava çeşitleri ve diğer farklı tatlılar bolca sunuluyordu. Dondurmaları gayet iyiydi. Snack restoranı A’La Carte hizmet veriyordu biz pizza, fettucini alfredo ve tavuk wrap söylemiştik gayet lezzetli geldi. 5- Odaları gayet yeterliydi mini buz dolabı güzel soğutuyordu yatak rahattı genel oda ambiyansı yeni bir tasarım olmadığı belliydi fakat oda temizliği her gün kapıya hizmete geldi biz memnun kaldık. 6- Hotelin öğlen animasyonları vardı ayrıca plajın bir bölümünde müzik çalıyordu akşam vakti de çeşitli animasyonlar mevcuttu. 7- Genel çalışan tavırları gayet iyiydi kibar konuşuyorlar. Yiyecek ve içecek alırken sıra beklemiyorsunuz. Ayrıca hotelde plaja yakın iki adet büyük bar olması epey iyiydi. Oturma alanları gayet yeterliydi her zaman boş masa bulunuyordu. Son değerlendirme olarak kesinlikle tekrar gelebileceğim bir işletme özenli ve titiz bir yer, verdiğim ücretin karşılığını aldığım için ayrıca Green Bay Resort Hotel’e teşekkür ederim.",275,False,8,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False
gma_557acffbc31d84abe370ded4,BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,5,HIGH,2025-08-25,"Her shey chok guzeldi,bir tek odada karincalarin olmasi rahatsiz etdi,bir de alakart restoranlari kullanamdik,onunla ilgilenen bayan hich yerinde tutamadik,sicak havada cocukla da bizim binadan ana binaya gunde 3-4 kes gidemezdjm yerinde …",32,False,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gma_c4821aa7553d61643056adea,BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,2,LOW,2026-08-04,"Otelde geçirdiğimiz tatil maalesef beklentilerimizi tam olarak karşılamadı. En büyük sorunlardan biri restoran bölümündeydi. Sabah, öğle ve akşam yemeklerinde neredeyse her gün aynı menüler sunuluyordu. Birçok otelde farklı günlerde İtalyan, Meksika veya yöresel mutfaklar gibi tematik akşamlar düzenlenirken burada hiçbir çeşitlilik yoktu. Farklı lezzetler denemek isteyenler için hayal kırıklığı yaratabilir. Restorandaki hijyen de yeterli değildi. Tabaklar sık sık kirli şekilde servis ediliyordu. Muhtemelen bulaşık makinesinden çıktıktan sonra kontrol edilmeden kullanıma sunuluyor. Bu durum hijyen açısından oldukça rahatsız ediciydi. Deniz, koy olarak güzel bir konumda olsa da tabanı kumlu olduğu için en ufak harekette kum kalkıyor ve su bulanıklaşıyor. Ayrıca deniz kısa mesafede hızla derinleşiyor. Bu nedenle berrak deniz sevenler ve küçük çocuklu aileler için çok uygun olmayabilir. Mini Club ve çocuk animasyonları oldukça yetersizdi. Görevlilerin çocuklara karşı yaklaşımını sıcak ve ilgili bulmadık. Programda belirtilen etkinlikler çoğu zaman saatinde başlamıyordu. Örneğin 11.30’da başlaması gereken bir etkinlik için alana gittiğimizde görevli bulunmuyordu; daha sonra geliyordu. Bu nedenle çocuklar için planlanan aktiviteler düzenli şekilde gerçekleştirilmiyordu. Genel olarak otelde aktivite seçenekleri de oldukça sınırlıydı. Spor etkinlikleri ve animasyon programları hem azdı hem de beş yıldızlı bir otelden beklenen kalite ve organizasyon düzeyinde değildi. Aquaparkın da gün boyunca sürekli açık olmaması bizim için dezavantajdı. Sadece 10.00–12.00 ile 14.00–16.00 saatleri arasında hizmet veriyor, diğer saatlerde kapalı oluyor. Ayrıca boy sınırı nedeniyle çocuğumuz ilk etapta aquaparkı kullanamıyordu. Ancak bu konuda Misafir İlişkileri’nden Pırıl Hanım bizimle yakından ilgilendi, çözüm odaklı davrandı ve kullanım konusunda yardımcı oldu. Kendisine özellikle teşekkür etmek isteriz. Tatilimiz boyunca memnun kaldığımız olumlu noktalardan biri buydu. Odalardaki yataklar oldukça rahatsızdı ve konfor açısından beklentimizi karşılamadı. Personel konusunda da,. Cankurtaranlar ve bazı servis personelleri yeterince profesyonel değildi. Özellikle bazı garsonların misafirlere hitap şekli kaba ve özensizdi. Örneğin “Bardağı uzatın, doldurayım.” gibi ifadeler kullanmaları beş yıldızlı bir otelde beklediğimiz hizmet anlayışıyla örtüşmüyordu. Genel olarak otel, beş yıldızlı bir tesisten beklediğimiz hizmet kalitesini sunamadı. Yemek çeşitliliği, hijyen, çocuk aktiviteleri, animasyon ekibi, personel yaklaşımı ve organizasyon açısından ciddi iyileştirmelere ihtiyaç olduğunu düşünüyorum. Buna karşın, Misafir İlişkileri’nden Pırıl Hanım’ın çözüm odaklı yaklaşımı ve ilgisi olumlu bir izlenim bıraktı.",338,False,7,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False
