hotel_id,hotel_name,area,search_query,candidate_company_name,candidate_url,candidate_slug,candidate_page_title,name_similarity,area_evidence,bodrum_evidence,address_evidence,phone_evidence,brand_evidence,negative_brand_conflict,candidate_score,match_method,candidate_rank,visible_complaint_count,discovered_at
BOD071,Tropicana Beach Hotel,Gümbet,Tropicana Beach Hotel,Tropicana,https://www.sikayetvar.com/tropicana,tropicana,Tropicana Şikayet ve Yorumları - Şikayetvar,0.6,False,False,False,False,True,False,0.42,slug_guess,1,3,2026-08-25T12:36:04.802287+00:00
BOD072,VERY CHIC BODRUM,Gümbet,VERY CHIC BODRUM,Very Chic Bodrum,https://www.sikayetvar.com/very-chic-bodrum,very-chic-bodrum,Very Chic Bodrum Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,slug_guess,1,3,2026-08-25T12:36:12.229925+00:00
BOD075,Benjamin Otel,Gümüşlük,Benjamin Otel,Benjamin,https://www.sikayetvar.com/benjamin,benjamin,Benjamin Şikayet ve Yorumları - Şikayetvar,0.7619,False,False,False,False,True,False,0.5333,slug_guess,1,0,2026-08-25T12:36:33.576575+00:00
BOD077,Ladonia Hotels Zemda,Gümüşlük,Ladonia Hotels Zemda,Ladonia Hotels Zemda,https://www.sikayetvar.com/ladonia-hotels-zemda,ladonia-hotels-zemda,Ladonia Hotels Zemda Şikayet ve Yorumları - Şikayetvar,1.0,False,False,False,False,True,False,0.7,slug_guess,1,7,2026-08-25T12:36:47.969426+00:00
BOD081,Oda Bodrum Gümüşlük,Gümüşlük,Oda Bodrum Gümüşlük,Golden Age Crystal Bodrum,https://www.sikayetvar.com/golden-age-crystal-bodrum,golden-age-crystal-bodrum,Golden Age Crystal Bodrum Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'oda' does not appear in candidate title at all],0.4,False,True,False,False,False,True,0.43,search_fallback,1,8,2026-08-25T12:37:24.552682+00:00
BOD082,Otel Gümüşlük,Gümüşlük,Otel Gümüşlük,Gümüşlük,https://www.sikayetvar.com/gumusluk,gumusluk,Gümüşlük Şikayet ve Yorumları - Şikayetvar,0.7619,True,False,False,False,True,False,0.6833,slug_guess,1,0,2026-08-25T12:37:30.029421+00:00
BOD083,Oza butik hotel,Gümüşlük,Oza butik hotel,Akça Butik,https://www.sikayetvar.com/akca-butik,akca-butik,Akça Butik Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'oza' does not appear in candidate title at all],0.56,False,False,False,False,True,True,0.392,related_slug,1,22,2026-08-25T12:37:35.685423+00:00
BOD083,Oza butik hotel,Gümüşlük,Oza butik hotel,Bora Bora Butik Otel,https://www.sikayetvar.com/bora-bora-butik-otel,bora-bora-butik-otel,Bora Bora Butik Otel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'oza' does not appear in candidate title at all],0.7429,False,False,False,False,True,True,0.52,search_fallback,2,5,2026-08-25T12:37:35.685423+00:00
BOD083,Oza butik hotel,Gümüşlük,Oza butik hotel,Port River Hotel,https://www.sikayetvar.com/port-river-hotel,port-river-hotel,Port River Hotel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'oza' does not appear in candidate title at all],0.5806,False,False,False,False,True,True,0.4065,search_fallback,3,6,2026-08-25T12:37:35.685423+00:00
BOD083,Oza butik hotel,Gümüşlük,Oza butik hotel,Aroma Butik Hotel,https://www.sikayetvar.com/aroma-butik-hotel,aroma-butik-hotel,Aroma Butik Hotel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'oza' does not appear in candidate title at all],0.875,False,False,False,False,True,True,0.6125,search_fallback,4,2,2026-08-25T12:37:35.685423+00:00
BOD083,Oza butik hotel,Gümüşlük,Oza butik hotel,Room 23 Hotel,https://www.sikayetvar.com/room-23-hotel,room-23-hotel,Room 23 Hotel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'oza' does not appear in candidate title at all],0.5714,False,False,False,False,True,True,0.4,search_fallback,5,1,2026-08-25T12:37:35.685423+00:00
BOD088,Baia Bodrum Hotel,Gündoğan,Baia Bodrum Hotel,Baia Bodrum Hotel,https://www.sikayetvar.com/baia-bodrum-hotel,baia-bodrum-hotel,Baia Bodrum Hotel Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,slug_guess,1,0,2026-08-25T12:38:30.855120+00:00
BOD088,Baia Bodrum Hotel,Gündoğan,Baia Bodrum Hotel,Baia Hotels Bodrum,https://www.sikayetvar.com/baia-hotels-bodrum,baia-hotels-bodrum,Baia Hotels Bodrum Şikayet ve Yorumları - Şikayetvar,0.9524,False,True,False,False,True,False,0.8167,related_slug,2,4,2026-08-25T12:38:30.855120+00:00
BOD091,Gündoğan Suites,Gündoğan,Gündoğan Suites,Gündoğan,https://www.sikayetvar.com/gundogan,gundogan,Gündoğan Şikayet ve Yorumları - Şikayetvar,0.6957,True,False,False,False,True,False,0.637,slug_guess,1,0,2026-08-25T12:38:57.825166+00:00
BOD092,Liona Hotel,Gündoğan,Liona Hotel,Viona Hotel,https://www.sikayetvar.com/viona-hotel,viona-hotel,Viona Hotel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'liona' does not appear in candidate title at all],0.9091,False,False,False,False,True,True,0.6364,search_fallback,1,0,2026-08-25T12:39:03.446823+00:00
BOD092,Liona Hotel,Gündoğan,Liona Hotel,Lion Hotel,https://www.sikayetvar.com/lion-hotel,lion-hotel,Lion Hotel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'liona' does not appear in candidate title at all],0.9524,False,False,False,False,True,True,0.6667,search_fallback,2,0,2026-08-25T12:39:03.446823+00:00
BOD092,Liona Hotel,Gündoğan,Liona Hotel,Lion Boutique Hotel,https://www.sikayetvar.com/lion-boutique-hotel,lion-boutique-hotel,Lion Boutique Hotel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'liona' does not appear in candidate title at all],0.6667,False,False,False,False,True,True,0.4667,search_fallback,3,1,2026-08-25T12:39:03.446823+00:00
BOD093,Malta Bodrum Hotel,Gündoğan,Malta Bodrum Hotel,Bodrum Park Resort,https://www.sikayetvar.com/bodrum-park-resort,bodrum-park-resort,Bodrum Park Resort Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'malta' does not appear in candidate title at all],0.1818,False,True,False,False,False,True,0.2773,search_fallback,1,22,2026-08-25T12:39:18.957287+00:00
BOD095,Mivara Luxury Bodrum,Gündoğan,Mivara Luxury Bodrum,Mivara Luxury Resort & Spa Bodrum,https://www.sikayetvar.com/mivara-luxury-resort-spa-bodrum,mivara-luxury-resort-spa-bodrum,Mivara Luxury Resort & Spa Bodrum Şikayet ve Yorumları - Şikayetvar,0.7027,False,True,False,False,True,False,0.6419,search_fallback,1,0,2026-08-25T12:39:38.202051+00:00
BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,manual_alias,Green Bay Resort & Spa,https://www.sikayetvar.com/green-bay-resort-spa,green-bay-resort-spa,Green Bay Resort & Spa Şikayet ve Yorumları - Şikayetvar,1.0,False,False,False,False,True,False,0.7,related_slug,1,11,2026-08-25T12:41:06.674032+00:00
BOD104,Greenport Bodrum,Güvercinlik,Greenport Bodrum,Greenport Otel,https://www.sikayetvar.com/greenport-otel,greenport-otel,Greenport Otel Şikayet ve Yorumları - Şikayetvar,0.7826,False,False,False,False,True,False,0.5478,search_fallback,1,4,2026-08-25T12:41:12.020438+00:00
BOD105,İsolina Hotel,Güvercinlik,İsolina Hotel,Isolina Hotel,https://www.sikayetvar.com/isolina-hotel,isolina-hotel,Isolina Hotel Şikayet ve Yorumları - Şikayetvar,1.0,False,False,False,False,True,False,0.7,slug_guess,1,0,2026-08-25T12:41:21.450878+00:00
BOD106,La Blanche Island Bodrum,Güvercinlik,manual_alias,La Blanche Island Bodrum,https://www.sikayetvar.com/la-blanche-island-bodrum,la-blanche-island-bodrum,La Blanche Island Bodrum Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,manual_alias,1,16,2026-08-25T12:41:30.314949+00:00
BOD107,Le Méridien Bodrum Beach Resort,Güvercinlik,Le Méridien Bodrum Beach Resort,Le Meridien Bodrum Beach Resort,https://www.sikayetvar.com/le-meridien-bodrum-beach-resort,le-meridien-bodrum-beach-resort,Le Meridien Bodrum Beach Resort Şikayet ve Yorumları - Şikayetvar,0.9583,False,True,False,False,True,False,0.8208,slug_guess,1,4,2026-08-25T12:41:32.485689+00:00
BOD108,Lujo Hotel Bodrum,Güvercinlik,Lujo Hotel Bodrum,Lujo Hotel,https://www.sikayetvar.com/lujo-hotel,lujo-hotel,Lujo Hotel Şikayet ve Yorumları - Şikayetvar,1.0,False,False,False,False,True,False,0.7,search_fallback,1,15,2026-08-25T12:41:38.539138+00:00
BOD109,Oscar Seaside Hotel & Spa,Güvercinlik,Oscar Seaside Hotel & Spa,Oscar Seaside Hotel & Spa Bodrum,https://www.sikayetvar.com/oscar-seaside-hotel-spa-bodrum,oscar-seaside-hotel-spa-bodrum,Oscar Seaside Hotel & Spa Bodrum Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,related_slug,1,5,2026-08-25T12:41:48.541328+00:00
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,Titanic Luxury Collection Bodrum,Titanic Luxury Collection Bodrum,https://www.sikayetvar.com/titanic-luxury-collection-bodrum,titanic-luxury-collection-bodrum,Titanic Luxury Collection Bodrum Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,slug_guess,1,5,2026-08-25T12:42:00.775955+00:00
BOD112,Azure By Yelken Hotel,Kadıkalesi,Azure By Yelken Hotel,Azure by Yelken Hotel,https://www.sikayetvar.com/azure-by-yelken-hotel,azure-by-yelken-hotel,Azure by Yelken Hotel Şikayet ve Yorumları - Şikayetvar,1.0,False,False,False,False,True,False,0.7,slug_guess,1,22,2026-08-25T12:42:13.770179+00:00
BOD112,Azure By Yelken Hotel,Kadıkalesi,Azure By Yelken Hotel,Azure By Yelken,https://www.sikayetvar.com/azure-by-yelken,azure-by-yelken,Azure By Yelken Şikayet ve Yorumları - Şikayetvar,0.8333,False,False,False,False,True,False,0.5833,slug_guess,2,0,2026-08-25T12:42:13.770179+00:00
BOD113,Kadıkale Resort,Kadıkalesi,Kadıkale Resort,Kadıkale Resort,https://www.sikayetvar.com/kadikale-resort,kadikale-resort,Kadıkale Resort Şikayet ve Yorumları - Şikayetvar,1.0,False,False,False,False,True,False,0.7,slug_guess,1,7,2026-08-25T12:42:21.404447+00:00
BOD115,Yasmin Bodrum Resort,Kadıkalesi,Yasmin Bodrum Resort,Yasmin Bodrum Resort,https://www.sikayetvar.com/yasmin-bodrum-resort,yasmin-bodrum-resort,Yasmin Bodrum Resort Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,slug_guess,1,18,2026-08-25T12:42:42.056474+00:00
BOD117,Altınkaya Hotel,Ortakent-Yahşi,Altınkaya Hotel,Altınkaya,https://www.sikayetvar.com/altinkaya,altinkaya,Altınkaya Şikayet ve Yorumları - Şikayetvar,0.75,False,False,False,False,True,False,0.525,slug_guess,1,0,2026-08-25T12:42:57.074439+00:00
BOD120,Celeste Bella Luxury Hotel & Spa,Ortakent-Yahşi,Celeste Bella Luxury Hotel & Spa,Celeste Bella Luxury Hotel & Spa,https://www.sikayetvar.com/celeste-bella-luxury-hotel-spa,celeste-bella-luxury-hotel-spa,Celeste Bella Luxury Hotel & Spa Şikayet ve Yorumları - Şikayetvar,1.0,False,False,False,False,True,False,0.7,slug_guess,1,2,2026-08-25T12:43:28.434531+00:00
BOD123,Hotel Marma Beach,Ortakent-Yahşi,Hotel Marma Beach,Hotel Long Beach Resort,https://www.sikayetvar.com/hotel-long-beach-resort,hotel-long-beach-resort,Hotel Long Beach Resort Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'marma' does not appear in candidate title at all],0.6,False,False,False,False,True,True,0.42,search_fallback,1,22,2026-08-25T12:43:59.416364+00:00
BOD123,Hotel Marma Beach,Ortakent-Yahşi,Hotel Marma Beach,Kiraz Beach Otel (Erdek),https://www.sikayetvar.com/kiraz-beach-otel-erdek,kiraz-beach-otel-erdek,Kiraz Beach Otel (Erdek) Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'marma' does not appear in candidate title at all],0.359,False,False,False,False,False,True,0.2513,search_fallback,2,15,2026-08-25T12:43:59.416364+00:00
BOD123,Hotel Marma Beach,Ortakent-Yahşi,Hotel Marma Beach,Tusan Beach Resort,https://www.sikayetvar.com/tusan-beach-resort,tusan-beach-resort,Tusan Beach Resort Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'marma' does not appear in candidate title at all],0.4571,False,False,False,False,False,True,0.32,search_fallback,3,15,2026-08-25T12:43:59.416364+00:00
BOD123,Hotel Marma Beach,Ortakent-Yahşi,Hotel Marma Beach,Atlas Beach Hotel,https://www.sikayetvar.com/atlas-beach-hotel,atlas-beach-hotel,Atlas Beach Hotel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'marma' does not appear in candidate title at all],0.5294,False,False,False,False,True,True,0.3706,search_fallback,4,11,2026-08-25T12:43:59.416364+00:00
BOD123,Hotel Marma Beach,Ortakent-Yahşi,Hotel Marma Beach,Lucida Beach Hotel,https://www.sikayetvar.com/lucida-beach-hotel,lucida-beach-hotel,Lucida Beach Hotel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'marma' does not appear in candidate title at all],0.4571,False,False,False,False,False,True,0.32,search_fallback,5,4,2026-08-25T12:43:59.416364+00:00
BOD124,Irmak Boutique Hotel,Ortakent-Yahşi,Irmak Boutique Hotel,Irmak Boutique Hotel,https://www.sikayetvar.com/irmak-boutique-hotel,irmak-boutique-hotel,Irmak Boutique Hotel Şikayet ve Yorumları - Şikayetvar,1.0,False,False,False,False,True,False,0.7,slug_guess,1,1,2026-08-25T12:44:19.358120+00:00
BOD124,Irmak Boutique Hotel,Ortakent-Yahşi,Irmak Boutique Hotel,Irmak Koltuk (İzmir),https://www.sikayetvar.com/irmak-koltuk-izmir,irmak-koltuk-izmir,Irmak Koltuk (İzmir) Şikayet ve Yorumları - Şikayetvar,0.4737,False,False,False,False,False,False,0.3316,related_slug,2,14,2026-08-25T12:44:19.358120+00:00
BOD125,Kefi Beach Bodrum,Ortakent-Yahşi,Kefi Beach Bodrum,The Plaza Bodrum,https://www.sikayetvar.com/the-plaza-bodrum,the-plaza-bodrum,The Plaza Bodrum Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'kefi' does not appear in candidate title at all],0.3158,False,True,False,False,False,True,0.3711,search_fallback,1,8,2026-08-25T12:44:28.353601+00:00
BOD126,Khai Hotel Bodrum,Ortakent-Yahşi,Khai Hotel Bodrum,Khai Hotel | Bodrum,https://www.sikayetvar.com/khai-hotel-bodrum,khai-hotel-bodrum,Khai Hotel | Bodrum Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,slug_guess,1,0,2026-08-25T12:44:38.753009+00:00
BOD130,Petunya Beach Resort,Ortakent-Yahşi,Petunya Beach Resort,Petunya Beach Resort,https://www.sikayetvar.com/petunya-beach-resort,petunya-beach-resort,Petunya Beach Resort Şikayet ve Yorumları - Şikayetvar,1.0,False,False,False,False,True,False,0.7,slug_guess,1,13,2026-08-25T12:45:17.362243+00:00
BOD130,Petunya Beach Resort,Ortakent-Yahşi,Petunya Beach Resort,Petunya Premium Güzellik | Gebze,https://www.sikayetvar.com/petunya-premium-guzellik-gebze,petunya-premium-guzellik-gebze,Petunya Premium Güzellik | Gebze Şikayet ve Yorumları - Şikayetvar,0.4,False,False,False,False,False,False,0.28,related_slug,2,7,2026-08-25T12:45:17.362243+00:00
BOD131,Regia Mare Beach Hotel Bodrum,Ortakent-Yahşi,Regia Mare Beach Hotel Bodrum,Regia Mare Beach Hotel Bodrum,https://www.sikayetvar.com/regia-mare-beach-hotel-bodrum,regia-mare-beach-hotel-bodrum,Regia Mare Beach Hotel Bodrum Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,slug_guess,1,0,2026-08-25T12:45:26.707695+00:00
BOD132,Viras Hotel & Beach,Ortakent-Yahşi,Viras Hotel & Beach,Ephesia Holiday Beach Club,https://www.sikayetvar.com/ephesia-holiday-beach-club,ephesia-holiday-beach-club,Ephesia Holiday Beach Club Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'viras' does not appear in candidate title at all],0.5581,False,False,False,False,True,True,0.3907,search_fallback,1,24,2026-08-25T12:45:32.248099+00:00
BOD132,Viras Hotel & Beach,Ortakent-Yahşi,Viras Hotel & Beach,Palmeras Beach Hotel,https://www.sikayetvar.com/palmeras-beach-hotel,palmeras-beach-hotel,Palmeras Beach Hotel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'viras' does not appear in candidate title at all],0.4865,False,False,False,False,False,True,0.3405,search_fallback,2,6,2026-08-25T12:45:32.248099+00:00
BOD134,Yakamoz Otel,Ortakent-Yahşi,Yakamoz Otel,Yakamoz Tantuni,https://www.sikayetvar.com/yakamoz-tantuni,yakamoz-tantuni,Yakamoz Tantuni Şikayet ve Yorumları - Şikayetvar,0.6667,False,False,False,False,True,False,0.4667,related_slug,1,4,2026-08-25T12:45:59.586884+00:00
BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,Torba,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,DoubleTree By Hilton,https://www.sikayetvar.com/doubletree-by-hilton,doubletree-by-hilton,DoubleTree By Hilton Şikayet ve Yorumları - Şikayetvar,0.5634,False,False,False,False,True,False,0.3944,search_fallback,1,22,2026-08-25T12:46:58.889027+00:00
BOD141,DUJA BODRUM,Torba,DUJA BODRUM,Duja Hotels,https://www.sikayetvar.com/duja-hotels,duja-hotels,Duja Hotels Şikayet ve Yorumları - Şikayetvar,0.5333,False,False,False,False,True,False,0.3733,search_fallback,1,22,2026-08-25T12:47:08.439180+00:00
BOD142,Hotel Torbahan,Torba,Hotel Torbahan,Torbahan Hotel,https://www.sikayetvar.com/torbahan-hotel,torbahan-hotel,Torbahan Hotel Şikayet ve Yorumları - Şikayetvar,0.5714,True,False,False,False,True,False,0.55,search_fallback,1,1,2026-08-25T12:47:15.845290+00:00
BOD144,Mira Suites,Torba,Mira Suites,Mira Beach | Bodrum,https://www.sikayetvar.com/mira-beach-bodrum,mira-beach-bodrum,Mira Beach | Bodrum Şikayet ve Yorumları - Şikayetvar [CONFLICT: Page title matches sibling project hotel better: 'Mira Beach Resort Bodrum'],0.5714,False,True,False,False,True,True,0.55,related_slug,1,7,2026-08-25T12:47:37.726215+00:00
BOD146,Olivia Hotel,Torba,Olivia Hotel,Olivia,https://www.sikayetvar.com/olivia,olivia,Olivia Şikayet ve Yorumları - Şikayetvar,0.6667,False,False,False,False,True,False,0.4667,slug_guess,1,0,2026-08-25T12:47:59.366407+00:00
BOD148,Rixos Premium Bodrum,Torba,Rixos Premium Bodrum,Rixos Hotels,https://www.sikayetvar.com/rixos-hotels,rixos-hotels,Rixos Hotels Şikayet ve Yorumları - Şikayetvar,0.56,False,False,False,False,True,False,0.392,related_slug,1,23,2026-08-25T12:48:19.573729+00:00
BOD149,Roota Bodrum,Torba,Roota Bodrum,Bodrum Feribot İşletmeciliği,https://www.sikayetvar.com/bodrum-feribot-isletmeciligi,bodrum-feribot-isletmeciligi,Bodrum Feribot İşletmeciliği Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'roota' does not appear in candidate title at all],0.2308,False,True,False,False,False,True,0.3115,search_fallback,1,6,2026-08-25T12:48:25.227968+00:00
BOD150,Samara Hotel,Torba,Samara Hotel,Hotel Samara,https://www.sikayetvar.com/hotel-samara,hotel-samara,Hotel Samara Şikayet ve Yorumları - Şikayetvar,0.5,False,False,False,False,True,False,0.35,related_slug,1,5,2026-08-25T12:48:32.901121+00:00
BOD150,Samara Hotel,Torba,Samara Hotel,Samara Hotel Bodrum,https://www.sikayetvar.com/samara-hotel-bodrum,samara-hotel-bodrum,Samara Hotel Bodrum Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,slug_guess,2,0,2026-08-25T12:48:32.901121+00:00
BOD151,Sarpedor Boutique Hotel & SPA,Torba,Sarpedor Boutique Hotel & SPA,Sarpedor Boutique Hotel,https://www.sikayetvar.com/sarpedor-boutique-hotel,sarpedor-boutique-hotel,Sarpedor Boutique Hotel Şikayet ve Yorumları - Şikayetvar,0.92,False,False,False,False,True,False,0.644,search_fallback,1,2,2026-08-25T12:48:42.134802+00:00
BOD151,Sarpedor Boutique Hotel & SPA,Torba,Sarpedor Boutique Hotel & SPA,Royal Beach Club Hotel,https://www.sikayetvar.com/royal-beach-club-hotel,royal-beach-club-hotel,Royal Beach Club Hotel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'sarpedor' does not appear in candidate title at all],0.4082,False,False,False,False,False,True,0.2857,search_fallback,2,24,2026-08-25T12:48:42.134802+00:00
BOD153,The Oba Hotel,Torba,The Oba Hotel,The Oba Hotel,https://www.sikayetvar.com/the-oba-hotel,the-oba-hotel,The Oba Hotel Şikayet ve Yorumları - Şikayetvar,1.0,False,False,False,False,True,False,0.7,slug_guess,1,10,2026-08-25T12:49:05.723705+00:00
BOD154,Toka Bodrum Hotel & Beach Club,Torba,Toka Bodrum Hotel & Beach Club,Toka Bodrum Hotel & Beach Club,https://www.sikayetvar.com/toka-bodrum-hotel-beach-club,toka-bodrum-hotel-beach-club,Toka Bodrum Hotel & Beach Club Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,slug_guess,1,0,2026-08-25T12:49:13.197916+00:00
BOD156,Voyage Torba,Torba,Voyage Torba,Voyage Hotels,https://www.sikayetvar.com/voyage-hotels,voyage-hotels,Voyage Hotels Şikayet ve Yorumları - Şikayetvar,0.64,False,False,False,False,True,False,0.448,search_fallback,1,10,2026-08-25T12:49:29.480723+00:00
BOD157,Voyage Torba Private,Torba,Voyage Torba Private,Voyage Hotels,https://www.sikayetvar.com/voyage-hotels,voyage-hotels,Voyage Hotels Şikayet ve Yorumları - Şikayetvar,0.6061,False,False,False,False,True,False,0.4242,search_fallback,1,10,2026-08-25T12:49:37.325163+00:00
BOD158,Arin Resort Bodrum,Turgutreis,Arin Resort Bodrum,Arin Resort Bodrum,https://www.sikayetvar.com/arin-resort-bodrum,arin-resort-bodrum,Arin Resort Bodrum Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,slug_guess,1,1,2026-08-25T12:49:44.668340+00:00
BOD160,La Blanche Resort Bodrum,Turgutreis,manual_alias,La Blanche Resort & Spa Bodrum,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum,la-blanche-resort-spa-bodrum,La Blanche Resort & Spa Bodrum Şikayet ve Yorumları - Şikayetvar,0.8947,False,True,False,False,True,False,0.7763,related_slug,1,12,2026-08-25T12:49:57.552985+00:00
BOD161,MyElla Hotel Resort & Spa,Turgutreis,MyElla Hotel Resort & Spa,My Ella Resort & Spa,https://www.sikayetvar.com/my-ella-resort-spa,my-ella-resort-spa,My Ella Resort & Spa Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'myella' does not appear in candidate title at all],0.8293,False,False,False,False,True,True,0.5805,search_fallback,1,21,2026-08-25T12:50:01.350522+00:00
BOD162,Rammos Managed by Dedeman,Turgutreis,Rammos Managed by Dedeman,Dedeman Hotels,https://www.sikayetvar.com/dedeman-hotels,dedeman-hotels,Dedeman Hotels Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'rammos' does not appear in candidate title at all],0.359,False,False,False,False,False,True,0.2513,search_fallback,1,22,2026-08-25T12:50:14.496268+00:00
BOD166,Divan Bodrum,Türkbükü,Divan Bodrum,Divan Hotels,https://www.sikayetvar.com/divan-hotels,divan-hotels,Divan Hotels Şikayet ve Yorumları - Şikayetvar,0.5882,False,False,False,False,True,False,0.4118,related_slug,1,17,2026-08-25T12:50:54.938262+00:00
BOD168,Kuum Hotel & SPA Bodrum,Türkbükü,Kuum Hotel & SPA Bodrum,Kuum Hotel & SPA Bodrum,https://www.sikayetvar.com/kuum-hotel-spa-bodrum,kuum-hotel-spa-bodrum,Kuum Hotel & SPA Bodrum Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,slug_guess,1,1,2026-08-25T12:51:16.265263+00:00
BOD173,Allium Bodrum Resort & Spa,Yalıkavak,Allium Bodrum Resort & Spa,Allium Bodrum Resort & Spa,https://www.sikayetvar.com/allium-bodrum-resort-spa,allium-bodrum-resort-spa,Allium Bodrum Resort & Spa Şikayet ve Yorumları - Şikayetvar,1.0,False,True,False,False,True,False,0.85,slug_guess,1,0,2026-08-25T12:51:57.935095+00:00
BOD174,Arts Hotel Bodrum Yalıkavak,Yalıkavak,Arts Hotel Bodrum Yalıkavak,Art Suites Hotel | Yalıkavak,https://www.sikayetvar.com/art-suites-hotel-yalikavak,art-suites-hotel-yalikavak,Art Suites Hotel | Yalıkavak Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'arts' does not appear in candidate title at all],0.8696,True,False,False,False,True,True,0.7587,search_fallback,1,1,2026-08-25T12:52:06.683900+00:00
BOD174,Arts Hotel Bodrum Yalıkavak,Yalıkavak,Arts Hotel Bodrum Yalıkavak,Club Sun Paradise Hotel,https://www.sikayetvar.com/club-sun-paradise-hotel,club-sun-paradise-hotel,Club Sun Paradise Hotel Şikayet ve Yorumları - Şikayetvar [CONFLICT: Hotel's own brand word 'arts' does not appear in candidate title at all],0.4186,False,False,False,False,False,True,0.293,search_fallback,2,21,2026-08-25T12:52:06.683900+00:00
BOD177,Delta Hotels By Marriott Bodrum,Yalıkavak,Delta Hotels By Marriott Bodrum,Delta Hotels Marriott Bodrum,https://www.sikayetvar.com/delta-hotels-marriott-bodrum,delta-hotels-marriott-bodrum,Delta Hotels Marriott Bodrum Şikayet ve Yorumları - Şikayetvar,0.9333,False,True,False,False,True,False,0.8033,search_fallback,1,13,2026-08-25T12:52:34.982436+00:00
BOD192,Yalıpark Beach Hotel,Yalıkavak,Yalıpark Beach Hotel,Yalıpark Beach Hotel,https://www.sikayetvar.com/yalipark-beach-hotel,yalipark-beach-hotel,Yalıpark Beach Hotel Şikayet ve Yorumları - Şikayetvar,1.0,False,False,False,False,True,False,0.7,slug_guess,1,0,2026-08-25T12:54:48.080648+00:00
BOD160,La Blanche Resort Bodrum,Turgutreis,manual_alias,La Blanche Resort & Spa Bodrum,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum,la-blanche-resort-spa-bodrum,La Blanche Resort & Spa Bodrum Şikayet ve Yorumları - Şikayetvar,0.8947,False,True,False,False,True,False,0.7763,related_slug,1,12,2026-08-25T12:55:35.107875+00:00
BOD148,Rixos Premium Bodrum,Torba,manual_alias,Rixos Hotels,https://www.sikayetvar.com/rixos-hotels,rixos-hotels,Rixos Hotels Şikayet ve Yorumları - Şikayetvar,0.56,False,False,False,False,True,False,0.392,manual_alias,1,23,2026-08-25T12:55:39.563773+00:00
