hotel_id,place_id,hotel_name,area,sikayetvar_company_name,sikayetvar_url,sikayetvar_slug,match_status,match_score,match_method,match_reason,candidate_count,manual_review_required,page_accessible,visible_complaint_count,checked_at
BOD178,ChIJPwvM3GlxvhQRLEm2Q6AICZ8,Highlight Hotel Yalıkavak,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:52:53.601839+00:00
BOD179,ChIJq5z7LcxxvhQR9JdCxeV2fjk,Lizbonia Otel Yalikavak,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:53:02.589219+00:00
BOD180,ChIJ6d0IfpdxvhQR0QaNuaLErhA,MGallery The Bodrum Hotel Yalıkavak,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:53:09.590890+00:00
BOD181,ChIJs9GI1vhwvhQRSJ8c9Yq49ko,Palmalife Bodrum Resort & Spa,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:53:20.231924+00:00
BOD182,ChIJIUX1vRlxvhQRqp5AVPOE3LI,Root Redrock Villas Yalıkavak - Bodrum,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:53:25.413836+00:00
BOD183,ChIJbdbMkDNxvhQRjkHyqghCIqY,Ruins Luxury Resort,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:53:36.041002+00:00
BOD184,ChIJ_Vp9tWtxvhQRBTTaNx7WlDI,Sea Palm Otel -YALIKAVAK,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:53:45.218708+00:00
BOD185,ChIJBTztm0hxvhQRpOVHx_pTXWQ,Sezz Hotels Spa Wellness Yalıkavak,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:53:54.140614+00:00
BOD186,ChIJ18lqtxJ0vhQRqcNO73L6RPs,Sirene Luxury Hotel Bodrum,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:54:03.702038+00:00
BOD187,ChIJi8QGvFtxvhQRzIMdOTRZIBE,Spektr Boutique Hotel Yalikavak,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:54:12.500899+00:00
BOD188,ChIJ_2z-SKNtvhQR0aTUt1j8QJk,Tangiers Hotel Yalıkavak,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:54:21.312663+00:00
BOD189,ChIJzZ-AXwhxvhQRIcUswS4ooeI,The Bodrum EDITION,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:54:28.282139+00:00
BOD190,ChIJ3Z4rPURxvhQRecoeZJ3euTg,The Sign Highlight Hotel,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:54:39.291038+00:00
BOD191,ChIJ7QtqF35xvhQRhO2gdmiBD64,Yalıkavak Marina Hotel by METT Collection,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:54:48.078742+00:00
BOD192,ChIJSQqN3GlxvhQRvBpAaSr4tEo,Yalıpark Beach Hotel,Yalıkavak,Yalıpark Beach Hotel,https://www.sikayetvar.com/yalipark-beach-hotel,yalipark-beach-hotel,PAGE_FOUND_NO_COMPLAINT,0.7,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,1,True,True,0,2026-08-25T12:54:55.243733+00:00
BOD160,ChIJeRT9o0wLvhQR1LNQwOWZ-KU,La Blanche Resort Bodrum,Turgutreis,La Blanche Resort & Spa Bodrum,https://www.sikayetvar.com/la-blanche-resort-spa-bodrum,la-blanche-resort-spa-bodrum,FOUND_HIGH_CONFIDENCE,0.7763,related_slug,score=0.7763 name_sim=0.8947 bodrum=True area=False method=related_slug,1,False,True,12,2026-08-25T12:55:39.116259+00:00
BOD148,ChIJw3uAxEdivhQRM5fBSWSQ6Yc,Rixos Premium Bodrum,Torba,Rixos Hotels,https://www.sikayetvar.com/rixos-hotels,rixos-hotels,NOT_FOUND,0.392,manual_alias,score=0.392 name_sim=0.56 bodrum=False area=False method=manual_alias,1,True,True,23,2026-08-25T12:55:41.769941+00:00
