hotel_id,place_id,hotel_name,area,sikayetvar_company_name,sikayetvar_url,sikayetvar_slug,match_status,match_score,match_method,match_reason,candidate_count,manual_review_required,page_accessible,visible_complaint_count,checked_at
BOD087,ChIJGcaQbud1vhQRPsL_-lbJVmY,Wanderheaven Camping & Tiny House Bodrum,Gümüşlük,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:38:30.854463+00:00
BOD088,ChIJ5zcoSD9wvhQRD6Swln-iZ5Y,Baia Bodrum Hotel,Gündoğan,Baia Bodrum Hotel,https://www.sikayetvar.com/baia-bodrum-hotel,baia-bodrum-hotel,FOUND_EXACT,0.85,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,2,True,True,0,2026-08-25T12:38:38.067966+00:00
BOD089,ChIJbVCWxj9wvhQRHejA2QkcIgM,Cape Bodrum Luxury Hotel & Beach,Gündoğan,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:38:48.895170+00:00
BOD090,ChIJi3_p9zhwvhQRGBCSxo0tZ34,Costa Farilya Special Class Hotel Bodrum,Gündoğan,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:38:57.823604+00:00
BOD091,ChIJwbFDVd5xvhQRs2PvMtgliAY,Gündoğan Suites,Gündoğan,Gündoğan,https://www.sikayetvar.com/gundogan,gundogan,REVIEW_REQUIRED,0.637,slug_guess,score=0.637 name_sim=0.6957 bodrum=False area=True method=slug_guess,1,True,True,0,2026-08-25T12:39:03.446491+00:00
BOD092,ChIJy6bJFhVvhQRM5gSLrr4xCM,Liona Hotel,Gündoğan,Lion Hotel,https://www.sikayetvar.com/lion-hotel,lion-hotel,REVIEW_REQUIRED,0.6667,search_fallback,score=0.6667 name_sim=0.9524 bodrum=False area=False method=search_fallback,3,True,True,0,2026-08-25T12:39:18.956332+00:00
BOD093,ChIJi_stPEhwvhQRRVgWIfzDHqw,Malta Bodrum Hotel,Gündoğan,Bodrum Park Resort,https://www.sikayetvar.com/bodrum-park-resort,bodrum-park-resort,REVIEW_REQUIRED,0.2773,search_fallback,score=0.2773 name_sim=0.1818 bodrum=True area=False method=search_fallback,1,True,True,22,2026-08-25T12:39:28.523250+00:00
BOD094,ChIJb_hjctpxvhQRJilpHE8j3DY,Marje Villas,Gündoğan,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:39:38.200255+00:00
BOD095,ChIJI4lKTR9wvhQRxyiXIaGKQV4,Mivara Luxury Bodrum,Gündoğan,Mivara Luxury Resort & Spa Bodrum,https://www.sikayetvar.com/mivara-luxury-resort-spa-bodrum,mivara-luxury-resort-spa-bodrum,FOUND_HIGH_CONFIDENCE,0.6419,search_fallback,score=0.6419 name_sim=0.7027 bodrum=True area=False method=search_fallback,1,True,True,0,2026-08-25T12:39:46.511218+00:00
BOD096,ChIJFQgr8DhwvhQRtcIc1PsQxRc,Olira Boutique Hotel&SPA,Gündoğan,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:40:00.211047+00:00
BOD097,ChIJm9ANqvtxvhQR14eZKaXZg0c,OLİVE TREE HOTEL,Gündoğan,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:40:11.245252+00:00
BOD098,ChIJJXCTVxFxvhQRlBlKghcLQDU,Swissôtel Living Bodrum,Gündoğan,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:40:18.327057+00:00
BOD099,ChIJS64gV3ZtvhQREG8a3u831xo,Villa Oliva Butik Otel,Gündoğan,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:40:29.340945+00:00
BOD100,ChIJw-cVHDpwvhQRjnvlNDgFTK8,Villa Rustica Hotel,Gündoğan,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:40:40.148862+00:00
BOD101,ChIJ6djpOztwvhQRnTFvrQBXdA0,Vita Bella Hotel Resort & Spa,Gündoğan,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:40:52.820141+00:00
BOD102,ChIJS-u3SmldvhQRlZlRpyZUPiM,Akyalı Butik Hotel,Güvercinlik,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:41:06.672539+00:00
BOD103,ChIJZXT_SYldvhQRxJH8xVKHKd4,Green Bay Resort & Spa Bodrum,Güvercinlik,Green Bay Resort & Spa,https://www.sikayetvar.com/green-bay-resort-spa,green-bay-resort-spa,FOUND_EXACT,0.7,related_slug,score=0.7 name_sim=1.0 bodrum=False area=False method=related_slug,1,False,True,11,2026-08-25T12:41:12.019709+00:00
BOD104,ChIJI59jNQxdvhQR6UAwxjuwZEI,Greenport Bodrum,Güvercinlik,Greenport Otel,https://www.sikayetvar.com/greenport-otel,greenport-otel,FOUND_HIGH_CONFIDENCE,0.5478,search_fallback,score=0.5478 name_sim=0.7826 bodrum=False area=False method=search_fallback,1,True,True,4,2026-08-25T12:41:21.450247+00:00
BOD105,ChIJbfTG_XpnvhQR2tmyGkVXGTg,İsolina Hotel,Güvercinlik,Isolina Hotel,https://www.sikayetvar.com/isolina-hotel,isolina-hotel,PAGE_FOUND_NO_COMPLAINT,0.7,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,1,True,True,0,2026-08-25T12:41:30.312556+00:00
BOD106,ChIJT9nSrGRdvhQRYfChRvaIDhs,La Blanche Island Bodrum,Güvercinlik,La Blanche Island Bodrum,https://www.sikayetvar.com/la-blanche-island-bodrum,la-blanche-island-bodrum,FOUND_EXACT,0.85,manual_alias,score=0.85 name_sim=1.0 bodrum=True area=False method=manual_alias,1,False,True,16,2026-08-25T12:41:32.485503+00:00
BOD107,ChIJUcYp3yhnvhQRjQlF4F9hnUU,Le Méridien Bodrum Beach Resort,Güvercinlik,Le Meridien Bodrum Beach Resort,https://www.sikayetvar.com/le-meridien-bodrum-beach-resort,le-meridien-bodrum-beach-resort,FOUND_EXACT,0.8208,slug_guess,score=0.8208 name_sim=0.9583 bodrum=True area=False method=slug_guess,1,False,True,4,2026-08-25T12:41:38.536760+00:00
BOD108,ChIJq5-unXpdvhQRi6JrB9oJ4xI,Lujo Hotel Bodrum,Güvercinlik,Lujo Hotel,https://www.sikayetvar.com/lujo-hotel,lujo-hotel,FOUND_HIGH_CONFIDENCE,0.7,search_fallback,score=0.7 name_sim=1.0 bodrum=False area=False method=search_fallback,1,True,True,15,2026-08-25T12:41:48.540409+00:00
BOD109,ChIJdYbrTSRdvhQRh7vm5iS1GZU,Oscar Seaside Hotel & Spa,Güvercinlik,Oscar Seaside Hotel & Spa Bodrum,https://www.sikayetvar.com/oscar-seaside-hotel-spa-bodrum,oscar-seaside-hotel-spa-bodrum,FOUND_EXACT,0.85,related_slug,score=0.85 name_sim=1.0 bodrum=True area=False method=related_slug,1,False,True,5,2026-08-25T12:42:00.775432+00:00
BOD110,ChIJoWHEonBdvhQRaTh2v6-YFFk,Titanic Luxury Collection Bodrum,Güvercinlik,Titanic Luxury Collection Bodrum,https://www.sikayetvar.com/titanic-luxury-collection-bodrum,titanic-luxury-collection-bodrum,FOUND_EXACT,0.85,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,1,False,True,5,2026-08-25T12:42:04.632529+00:00
BOD111,ChIJy_LJKW1dvhQRtFcx8ZCGnnQ,Zena Hotel Bodrum,Güvercinlik,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:42:13.768266+00:00
BOD112,ChIJub2Eesh1vhQRbe44B-Hl_VY,Azure By Yelken Hotel,Kadıkalesi,Azure by Yelken Hotel,https://www.sikayetvar.com/azure-by-yelken-hotel,azure-by-yelken-hotel,FOUND_EXACT,0.7,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,2,False,True,22,2026-08-25T12:42:21.403512+00:00
BOD113,ChIJ5QHeO7h0vhQRW5f2t7UbNjY,Kadıkale Resort,Kadıkalesi,Kadıkale Resort,https://www.sikayetvar.com/kadikale-resort,kadikale-resort,FOUND_EXACT,0.7,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,1,False,True,7,2026-08-25T12:42:29.056660+00:00
BOD114,ChIJr5VYe7h0vhQRZfJ1v3Rowio,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:42:42.055315+00:00
BOD115,ChIJLUJgUsZ0vhQROVv6DEemrZc,Yasmin Bodrum Resort,Kadıkalesi,Yasmin Bodrum Resort,https://www.sikayetvar.com/yasmin-bodrum-resort,yasmin-bodrum-resort,FOUND_EXACT,0.85,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,1,False,True,18,2026-08-25T12:42:47.919221+00:00
BOD116,ChIJJVhOE4ZzvhQREUR7QEp_nys,Acropol Of Bodrum Beach Hotel - Restaurant,Ortakent-Yahşi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:42:57.072877+00:00
BOD117,ChIJ3UYteZZyvhQRaBDgP2LJcPk,Altınkaya Hotel,Ortakent-Yahşi,Altınkaya,https://www.sikayetvar.com/altinkaya,altinkaya,REVIEW_REQUIRED,0.525,slug_guess,score=0.525 name_sim=0.75 bodrum=False area=False method=slug_guess,1,True,True,0,2026-08-25T12:43:06.416764+00:00
BOD118,ChIJKRNjeJZyvhQRaSTxRgOEhLU,Amfora Hotel,Ortakent-Yahşi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:43:19.420050+00:00
BOD119,ChIJ76CxR8ByvhQR7KFrMIsIUpY,"Bodrum Suites Apart Otel, Ortakent - Yahşi",Ortakent-Yahşi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:43:28.433052+00:00
BOD120,ChIJUXgdaGdzvhQRpglnXqNVesw,Celeste Bella Luxury Hotel & Spa,Ortakent-Yahşi,Celeste Bella Luxury Hotel & Spa,https://www.sikayetvar.com/celeste-bella-luxury-hotel-spa,celeste-bella-luxury-hotel-spa,FOUND_EXACT,0.7,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,1,False,True,2,2026-08-25T12:43:37.609184+00:00
BOD121,ChIJGVS04ZxyvhQRVlMtbXfJzLw,Eskiyalı Otel,Ortakent-Yahşi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:43:48.400402+00:00
BOD122,ChIJNy1y079yvhQRPQrNUvKMuPY,Florida Otel,Ortakent-Yahşi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:43:59.412321+00:00
BOD123,ChIJa8cMcJdyvhQRZhPdEzCzXFw,Hotel Marma Beach,Ortakent-Yahşi,Hotel Long Beach Resort,https://www.sikayetvar.com/hotel-long-beach-resort,hotel-long-beach-resort,REVIEW_REQUIRED,0.42,search_fallback,score=0.42 name_sim=0.6 bodrum=False area=False method=search_fallback,5,True,True,22,2026-08-25T12:44:19.357047+00:00
BOD124,ChIJFXTXHOtzvhQRYFnE9kPoz2c,Irmak Boutique Hotel,Ortakent-Yahşi,Irmak Boutique Hotel,https://www.sikayetvar.com/irmak-boutique-hotel,irmak-boutique-hotel,FOUND_EXACT,0.7,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,2,False,True,1,2026-08-25T12:44:28.352590+00:00
BOD125,ChIJN39o0JVyvhQRrcJWBvaq1QY,Kefi Beach Bodrum,Ortakent-Yahşi,The Plaza Bodrum,https://www.sikayetvar.com/the-plaza-bodrum,the-plaza-bodrum,REVIEW_REQUIRED,0.3711,search_fallback,score=0.3711 name_sim=0.3158 bodrum=True area=False method=search_fallback,1,True,True,8,2026-08-25T12:44:38.752321+00:00
BOD126,ChIJTx1GrvFzvhQRDTWukhLfCZE,Khai Hotel Bodrum,Ortakent-Yahşi,Khai Hotel | Bodrum,https://www.sikayetvar.com/khai-hotel-bodrum,khai-hotel-bodrum,PAGE_FOUND_NO_COMPLAINT,0.85,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,1,True,True,0,2026-08-25T12:44:45.826250+00:00
BOD127,ChIJfyV0XJtyvhQRU-vFpM2VC0c,Kriss Hotel,Ortakent-Yahşi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:44:57.024927+00:00
BOD128,ChIJj7BWRJdyvhQR4Mm_-tWZXN4,Lugga Boutique Hotel & Beach,Ortakent-Yahşi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:45:09.847879+00:00
BOD129,ChIJf4088JVyvhQRBpNshFH43hU,Meggs Bodrum,Ortakent-Yahşi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:45:17.360628+00:00
BOD130,ChIJ7xEvaZdyvhQRXeI5Mw_wKBM,Petunya Beach Resort,Ortakent-Yahşi,Petunya Beach Resort,https://www.sikayetvar.com/petunya-beach-resort,petunya-beach-resort,FOUND_EXACT,0.7,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,2,False,True,13,2026-08-25T12:45:26.707157+00:00
BOD131,ChIJtQfd4BRzvhQRrZlYgS1RXww,Regia Mare Beach Hotel Bodrum,Ortakent-Yahşi,Regia Mare Beach Hotel Bodrum,https://www.sikayetvar.com/regia-mare-beach-hotel-bodrum,regia-mare-beach-hotel-bodrum,PAGE_FOUND_NO_COMPLAINT,0.85,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,1,True,True,0,2026-08-25T12:45:32.245467+00:00
BOD132,ChIJmZx5TEBsvhQROxPKGjWkMWw,Viras Hotel & Beach,Ortakent-Yahşi,Ephesia Holiday Beach Club,https://www.sikayetvar.com/ephesia-holiday-beach-club,ephesia-holiday-beach-club,REVIEW_REQUIRED,0.3907,search_fallback,score=0.3907 name_sim=0.5581 bodrum=False area=False method=search_fallback,2,True,True,24,2026-08-25T12:45:46.917552+00:00
BOD133,ChIJMdpJ7MByvhQRuh2JibivsGQ,Yahşi Beach Hotel & Restaurant,Ortakent-Yahşi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:45:59.585666+00:00
BOD134,ChIJYxRiS85zvhQRMk90w1YF4LY,Yakamoz Otel,Ortakent-Yahşi,Yakamoz Tantuni,https://www.sikayetvar.com/yakamoz-tantuni,yakamoz-tantuni,REVIEW_REQUIRED,0.4667,related_slug,score=0.4667 name_sim=0.6667 bodrum=False area=False method=related_slug,1,True,True,4,2026-08-25T12:46:09.135023+00:00
BOD135,ChIJcf2wnKZzvhQRd-kpYVUDwmU,Yılmaz Hotel | Bodrum Ortakent Otelleri,Ortakent-Yahşi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:46:18.063391+00:00
BOD136,ChIJC5xB5JVyvhQRuZ27AXQ8wcw,Zest Exclusive Hotel and Spa,Ortakent-Yahşi,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:46:28.701032+00:00
BOD137,ChIJP_oTRTNpvhQR0-1XqVIqx1E,Armagan Apart Hotel,Torba,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:46:39.449710+00:00
BOD138,ChIJafxfSwBvvhQRMPAOstUviZY,Bodrum Blue Bay Otel,Torba,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:46:48.272451+00:00
BOD139,ChIJR7xoeS5pvhQR1dXknYNVKYI,Casa Dell'arte Otel,Torba,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:46:58.888040+00:00
BOD140,ChIJEZ7NeSBpvhQRW7TrqslFbhY,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,Torba,DoubleTree By Hilton,https://www.sikayetvar.com/doubletree-by-hilton,doubletree-by-hilton,NOT_FOUND,0.3944,search_fallback,score=0.3944 name_sim=0.5634 bodrum=False area=False method=search_fallback,1,True,True,22,2026-08-25T12:47:08.438833+00:00
BOD141,ChIJByFeCANpvhQRgw0PtAH0ZpI,DUJA BODRUM,Torba,Duja Hotels,https://www.sikayetvar.com/duja-hotels,duja-hotels,NOT_FOUND,0.3733,search_fallback,score=0.3733 name_sim=0.5333 bodrum=False area=False method=search_fallback,1,True,True,22,2026-08-25T12:47:15.844567+00:00
BOD142,ChIJIeqJV9NuvhQRXxPW2X0FhM0,Hotel Torbahan,Torba,Torbahan Hotel,https://www.sikayetvar.com/torbahan-hotel,torbahan-hotel,FOUND_HIGH_CONFIDENCE,0.55,search_fallback,score=0.55 name_sim=0.5714 bodrum=False area=True method=search_fallback,1,True,True,1,2026-08-25T12:47:26.802827+00:00
BOD143,ChIJtZF5TEBsvhQRmSsj7oOcaw0,Hotel Zeytinada,Torba,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:47:37.724192+00:00
BOD144,ChIJtRU69GpsvhQR7rBOR-RtFzg,Mira Suites,Torba,Mira Beach | Bodrum,https://www.sikayetvar.com/mira-beach-bodrum,mira-beach-bodrum,REVIEW_REQUIRED,0.55,related_slug,score=0.55 name_sim=0.5714 bodrum=True area=False method=related_slug,1,True,True,7,2026-08-25T12:47:46.824451+00:00
BOD145,ChIJewkVGuJpvhQR2q09rgvXPP8,Moyo Luxury Hotel & Beach,Torba,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:47:59.365382+00:00
BOD146,ChIJxXwclEFsvhQRZsoz_3ZA90g,Olivia Hotel,Torba,Olivia,https://www.sikayetvar.com/olivia,olivia,REVIEW_REQUIRED,0.4667,slug_guess,score=0.4667 name_sim=0.6667 bodrum=False area=False method=slug_guess,1,True,True,0,2026-08-25T12:48:07.088655+00:00
BOD147,ChIJrYHb3ixpvhQRHqUQ0PU5-rE,Omar Hotel & Suites,Torba,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:48:19.570351+00:00
BOD149,ChIJqy_UNjVpvhQROJdKGbb3cMo,Roota Bodrum,Torba,Bodrum Feribot İşletmeciliği,https://www.sikayetvar.com/bodrum-feribot-isletmeciligi,bodrum-feribot-isletmeciligi,REVIEW_REQUIRED,0.3115,search_fallback,score=0.3115 name_sim=0.2308 bodrum=True area=False method=search_fallback,1,True,True,6,2026-08-25T12:48:32.899924+00:00
BOD150,ChIJ2ZaqTSRpvhQRVhR52L9gb7E,Samara Hotel,Torba,Samara Hotel Bodrum,https://www.sikayetvar.com/samara-hotel-bodrum,samara-hotel-bodrum,PAGE_FOUND_NO_COMPLAINT,0.85,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,2,True,True,0,2026-08-25T12:48:42.130657+00:00
BOD151,ChIJEW5x_uZovhQRHzOfnTJr5NE,Sarpedor Boutique Hotel & SPA,Torba,Sarpedor Boutique Hotel,https://www.sikayetvar.com/sarpedor-boutique-hotel,sarpedor-boutique-hotel,FOUND_HIGH_CONFIDENCE,0.644,search_fallback,score=0.644 name_sim=0.92 bodrum=False area=False method=search_fallback,2,True,True,2,2026-08-25T12:48:56.832883+00:00
BOD152,ChIJr-wURTNpvhQRgfqUtlooL3o,"Susona Bodrum, LXR Hotels & Resorts",Torba,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:49:05.721731+00:00
BOD153,ChIJh70QKnFpvhQRwAvW_pctIFM,The Oba Hotel,Torba,The Oba Hotel,https://www.sikayetvar.com/the-oba-hotel,the-oba-hotel,FOUND_EXACT,0.7,slug_guess,score=0.7 name_sim=1.0 bodrum=False area=False method=slug_guess,1,False,True,10,2026-08-25T12:49:13.196730+00:00
BOD154,ChIJSZHy9k1tvhQR4Le2DDojzzg,Toka Bodrum Hotel & Beach Club,Torba,Toka Bodrum Hotel & Beach Club,https://www.sikayetvar.com/toka-bodrum-hotel-beach-club,toka-bodrum-hotel-beach-club,PAGE_FOUND_NO_COMPLAINT,0.85,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,1,True,True,0,2026-08-25T12:49:20.491492+00:00
BOD155,ChIJRVqhF3tpvhQR1wP9bevL2YA,Trend Life | Trendlife Hotels & Beach Club Bodrum Torba,Torba,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:49:29.479863+00:00
BOD156,ChIJdzNmBu9pvhQRJf3tEZvJTAM,Voyage Torba,Torba,Voyage Hotels,https://www.sikayetvar.com/voyage-hotels,voyage-hotels,NOT_FOUND,0.448,search_fallback,score=0.448 name_sim=0.64 bodrum=False area=False method=search_fallback,1,True,True,10,2026-08-25T12:49:37.324461+00:00
BOD157,ChIJDU1Xay1pvhQRIqEA-RSZU-Y,Voyage Torba Private,Torba,Voyage Hotels,https://www.sikayetvar.com/voyage-hotels,voyage-hotels,NOT_FOUND,0.4242,search_fallback,score=0.4242 name_sim=0.6061 bodrum=False area=False method=search_fallback,1,True,True,10,2026-08-25T12:49:44.667352+00:00
BOD158,ChIJRzd_y8ALvhQRv5VZVOHqljU,Arin Resort Bodrum,Turgutreis,Arin Resort Bodrum,https://www.sikayetvar.com/arin-resort-bodrum,arin-resort-bodrum,FOUND_EXACT,0.85,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,1,False,True,1,2026-08-25T12:49:50.176385+00:00
BOD159,ChIJSzSbVYsLvhQR553yqJNUT_M,Bodrum Ada Otel Turgutreis,Turgutreis,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:49:57.547134+00:00
BOD161,ChIJtyzQYFF1vhQRe6igOmFD_b0,MyElla Hotel Resort & Spa,Turgutreis,My Ella Resort & Spa,https://www.sikayetvar.com/my-ella-resort-spa,my-ella-resort-spa,FOUND_HIGH_CONFIDENCE,0.5805,search_fallback,score=0.5805 name_sim=0.8293 bodrum=False area=False method=search_fallback,1,True,True,21,2026-08-25T12:50:14.495569+00:00
BOD162,ChIJ8wH_8aALvhQRFJB5ItnnBjM,Rammos Managed by Dedeman,Turgutreis,Dedeman Hotels,https://www.sikayetvar.com/dedeman-hotels,dedeman-hotels,REVIEW_REQUIRED,0.2513,search_fallback,score=0.2513 name_sim=0.359 bodrum=False area=False method=search_fallback,1,True,True,22,2026-08-25T12:50:24.193900+00:00
BOD163,ChIJ5VcB4U0LvhQROU2PptPl_WE,Sundance Resort,Turgutreis,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:50:35.495011+00:00
BOD164,ChIJ26veg4ILvhQR1JYSvVp6xwM,Swissôtel Resort Bodrum Sahili,Turgutreis,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:50:46.023296+00:00
BOD165,ChIJRe4nqE9vvhQR_VhhTqDbel4,Caja by Maxx Royal,Türkbükü,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:50:54.936729+00:00
BOD166,ChIJs8PYiA9pvhQRk_cQYHnH5Us,Divan Bodrum,Türkbükü,Divan Hotels,https://www.sikayetvar.com/divan-hotels,divan-hotels,NOT_FOUND,0.4118,related_slug,score=0.4118 name_sim=0.5882 bodrum=False area=False method=related_slug,1,True,True,17,2026-08-25T12:51:00.847191+00:00
BOD167,ChIJ6WwC3sdvvhQRLjhzMj9H8wU,Elista Hotel & Spa,Türkbükü,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:51:16.263803+00:00
BOD168,ChIJIzcNzrdvvhQRubhhrYtOPbo,Kuum Hotel & SPA Bodrum,Türkbükü,Kuum Hotel & SPA Bodrum,https://www.sikayetvar.com/kuum-hotel-spa-bodrum,kuum-hotel-spa-bodrum,FOUND_EXACT,0.85,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,1,False,True,1,2026-08-25T12:51:23.675036+00:00
BOD169,ChIJybTpQuxvvhQRvHMQvLA1YMk,MACAKIZI BODRUM,Türkbükü,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:51:30.715788+00:00
BOD170,ChIJg_pNr-5vvhQR518b5F4UXf4,No:81 Hotel,Türkbükü,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:51:41.780767+00:00
BOD171,ChIJIwHTow1xvhQR_K-gB02mPoA,4 reasons Hotel Yalikavak,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:51:50.617715+00:00
BOD172,ChIJ7eSyBNZxvhQRvHKx3HFCrY8,Ailla Yalıkavak,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:51:57.932497+00:00
BOD173,ChIJd1cFeFVxvhQRtZewAJ8VspU,Allium Bodrum Resort & Spa,Yalıkavak,Allium Bodrum Resort & Spa,https://www.sikayetvar.com/allium-bodrum-resort-spa,allium-bodrum-resort-spa,PAGE_FOUND_NO_COMPLAINT,0.85,slug_guess,score=0.85 name_sim=1.0 bodrum=True area=False method=slug_guess,1,True,True,0,2026-08-25T12:52:06.681087+00:00
BOD174,ChIJ64c8B-1xvhQRa88T93yeRZQ,Arts Hotel Bodrum Yalıkavak,Yalıkavak,Art Suites Hotel | Yalıkavak,https://www.sikayetvar.com/art-suites-hotel-yalikavak,art-suites-hotel-yalikavak,REVIEW_REQUIRED,0.7587,search_fallback,score=0.7587 name_sim=0.8696 bodrum=False area=True method=search_fallback,2,True,True,1,2026-08-25T12:52:17.369079+00:00
BOD175,ChIJTwRQXTpxvhQRdZVQJKp8Qdk,Avantgarde Refined Hotel | Yalıkavak,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:52:27.551890+00:00
BOD176,ChIJa9SmoSpxvhQRmGcrQAtAIuQ,Blue Point Yalikavak,Yalıkavak,,,,NOT_FOUND,0.0,no_candidate,No slug guess or alias resolved to a real page,0,False,False,,2026-08-25T12:52:34.980203+00:00
BOD177,ChIJ06hnbDpxvhQRaVw-pnfuqb4,Delta Hotels By Marriott Bodrum,Yalıkavak,Delta Hotels Marriott Bodrum,https://www.sikayetvar.com/delta-hotels-marriott-bodrum,delta-hotels-marriott-bodrum,FOUND_HIGH_CONFIDENCE,0.8033,search_fallback,score=0.8033 name_sim=0.9333 bodrum=True area=False method=search_fallback,1,True,True,13,2026-08-25T12:52:43.611998+00:00
